"longitude","latitude","elev_dif"
23.5,79.5,50.5458465852878
24.5,79.5,40.5227997225528
25.5,79.5,37.5856516067369
26.5,79.5,18.6859722620963
50.5,79.5,10.1761936810282
76.5,79.5,0
91.5,79.5,3.73950521092855
92.5,79.5,10.7655165082478
93.5,79.5,11.0796007854919
94.5,79.5,45.5015279452523
95.5,79.5,96.7796358020666
96.5,79.5,87.2444141440921
97.5,79.5,96.9144355745779
98.5,79.5,108.011819650109
99.5,79.5,108.04474851859
101.5,79.5,29.1437149197591
102.5,79.5,20.169027709445
103.5,79.5,9.92730900815675
-112.5,78.5,0.71376301709016
-111.5,78.5,5.1905773122174
-110.5,78.5,12.1493661757526
-109.5,78.5,5.53815109637152
-104.5,78.5,11.7852472879757
-103.5,78.5,26.489092672424
-102.5,78.5,34.8552125653692
-101.5,78.5,31.6491406910783
-100.5,78.5,23.7596398642887
-99.5,78.5,8.83463977073875
-98.5,78.5,3.28035154583469
-97.5,78.5,26.5255904195745
-96.5,78.5,13.7754818053129
-95.5,78.5,14.0493706496749
-93.5,78.5,42.4311888670911
-92.5,78.5,121.258368036852
-91.5,78.5,156.772999903873
-90.5,78.5,159.378809284548
-89.5,78.5,189.740045578012
-88.5,78.5,149.153715555168
-87.5,78.5,113.3501515675
-86.5,78.5,121.484140928238
-85.5,78.5,188.879889050059
-84.5,78.5,222.788395434825
-83.5,78.5,152.242143626402
-82.5,78.5,134.249088505904
-81.5,78.5,168.172382369741
-80.5,78.5,148.881666819255
-79.5,78.5,249.646967358059
-78.5,78.5,312.089905884531
-77.5,78.5,334.242485576206
-76.5,78.5,307.418852168239
-75.5,78.5,193.024866214195
-74.5,78.5,24.5965839247292
-72.5,78.5,55.6481609922808
-71.5,78.5,95.6627463150023
-70.5,78.5,86.5308673552936
-69.5,78.5,63.7009320957586
-68.5,78.5,86.4401612281799
-67.5,78.5,68.626928223504
-66.5,78.5,74.1226910485162
-65.5,78.5,56.4668519761827
-64.5,78.5,39.7333734300401
-63.5,78.5,33.1774368286133
-62.5,78.5,27.8522347344293
-61.5,78.5,24.678234524197
-60.5,78.5,21.7103084988064
-59.5,78.5,19.677135043674
-58.5,78.5,17.9864713880751
-57.5,78.5,16.1699523925781
-56.5,78.5,14.896608988444
-55.5,78.5,14.2058241102431
-54.5,78.5,13.6708128187391
-53.5,78.5,13.377432929145
-52.5,78.5,12.941045973036
-51.5,78.5,12.3791215684679
-50.5,78.5,12.1521996392144
-49.5,78.5,11.6678195529514
-48.5,78.5,10.4793158637153
-47.5,78.5,9.67303466796875
-46.5,78.5,9.41405063205295
-45.5,78.5,8.96332295735677
-44.5,78.5,8.41242302788628
-43.5,78.5,7.42602708604601
-42.5,78.5,7.27863396538628
-41.5,78.5,7.32928805881076
-40.5,78.5,7.18960740831163
-39.5,78.5,7.42123752170139
-38.5,78.5,7.34500630696615
-37.5,78.5,7.73966132269965
-36.5,78.5,7.75465901692708
-35.5,78.5,8.33545939127604
-34.5,78.5,8.5847159491645
-33.5,78.5,9.37559170193142
-32.5,78.5,9.64165835910373
-31.5,78.5,10.9766972859701
-30.5,78.5,12.2715488009983
-29.5,78.5,12.9617148505317
-28.5,78.5,15.0543780856662
-27.5,78.5,21.0860273573134
-26.5,78.5,13.8247697618273
-25.5,78.5,10.6868527730306
-24.5,78.5,17.0004442003038
-23.5,78.5,49.7908524407281
-22.5,78.5,49.9016138712565
-21.5,78.5,79.1915325561745
-20.5,78.5,5.29987418443003
-19.5,78.5,18.4521049506665
10.5,78.5,17.1426779093146
11.5,78.5,32.9876474703342
12.5,78.5,90.8342235076901
13.5,78.5,117.85142000828
14.5,78.5,115.747509658084
15.5,78.5,208.686684274424
16.5,78.5,248.664852154143
17.5,78.5,223.837277306451
18.5,78.5,129.618186126153
19.5,78.5,40.6895563995753
20.5,78.5,59.5370832399915
21.5,78.5,101.349535387908
22.5,78.5,26.0616668970842
28.5,78.5,4.18077248689628
97.5,78.5,5.11817708118663
98.5,78.5,25.2030463828705
99.5,78.5,28.7981425968723
100.5,78.5,40.7105074625239
101.5,78.5,92.1997350003156
102.5,78.5,98.9625644931156
103.5,78.5,116.788355393528
104.5,78.5,90.7238885494363
105.5,78.5,21.3193445635358
-119.5,77.5,1.48505208977602
-118.5,77.5,4.21072917315178
-117.5,77.5,5.60917095847415
-116.5,77.5,5.63408417217094
-115.5,77.5,1.0575824663942
-114.5,77.5,1.73882378828178
-113.5,77.5,3.80046878353136
-112.5,77.5,9.33100698478261
-111.5,77.5,14.2750302062842
-110.5,77.5,7.79059462875335
-105.5,77.5,7.01427952594531
-104.5,77.5,3.69384983653921
-102.5,77.5,2.67753036951439
-101.5,77.5,5.37631512868716
-100.5,77.5,1.50252169685619
-99.5,77.5,3.29698781493547
-96.5,77.5,4.41401913376871
-95.5,77.5,22.2516104249322
-94.5,77.5,16.1740018169706
-93.5,77.5,2.4342143976343
-91.5,77.5,1.01245226018525
-90.5,77.5,12.26990013551
-88.5,77.5,4.82041666760536
-87.5,77.5,54.4680334379308
-86.5,77.5,120.604870168156
-85.5,77.5,107.543099246306
-84.5,77.5,184.510815972462
-83.5,77.5,120.884800138663
-82.5,77.5,177.08346271588
-81.5,77.5,158.426314295114
-80.5,77.5,225.522353655762
-79.5,77.5,172.402729841415
-78.5,77.5,75.5260490764114
-77.5,77.5,23.1027210475376
-71.5,77.5,73.6500562552828
-70.5,77.5,174.628319734637
-69.5,77.5,201.852073100958
-68.5,77.5,183.964981313077
-67.5,77.5,189.865437865513
-66.5,77.5,179.872522345321
-65.5,77.5,105.34197807312
-64.5,77.5,63.3207397460938
-63.5,77.5,28.413080851237
-62.5,77.5,16.6444023980035
-61.5,77.5,11.2367273966471
-60.5,77.5,11.7403098212348
-59.5,77.5,13.6820068359375
-58.5,77.5,13.8538360595703
-57.5,77.5,13.0638181898329
-56.5,77.5,12.128180609809
-55.5,77.5,10.6861385769314
-54.5,77.5,8.94837612575955
-53.5,77.5,7.72442796495226
-52.5,77.5,7.01036919487847
-51.5,77.5,6.48592631022135
-50.5,77.5,6.32108561197917
-49.5,77.5,6.93366834852431
-48.5,77.5,7.26438225640191
-47.5,77.5,7.97459581163194
-46.5,77.5,7.85006883409288
-45.5,77.5,7.54113939073351
-44.5,77.5,6.62380133734809
-43.5,77.5,6.67081027560764
-42.5,77.5,7.12089538574219
-41.5,77.5,7.75944519042969
-40.5,77.5,8.10577562120226
-39.5,77.5,8.4932607014974
-38.5,77.5,9.04670884874132
-37.5,77.5,9.51925320095486
-36.5,77.5,10.0794440375434
-35.5,77.5,10.5738423665365
-34.5,77.5,11.165761311849
-33.5,77.5,11.7351964314779
-32.5,77.5,12.2946599324544
-31.5,77.5,14.2938088311089
-30.5,77.5,17.710198296441
-29.5,77.5,19.8846198187934
-28.5,77.5,22.859019809299
-27.5,77.5,25.9315973917643
-26.5,77.5,28.8374337090386
-25.5,77.5,35.2645416259766
-24.5,77.5,83.4765396118164
-23.5,77.5,65.6167844666375
-22.5,77.5,38.2832828097873
-21.5,77.5,130.705394170829
-20.5,77.5,172.855404906932
-19.5,77.5,72.7973003872677
-18.5,77.5,23.9267272845706
-17.5,77.5,1.64850692034492
13.5,77.5,6.92192260817521
14.5,77.5,106.924214193006
15.5,77.5,181.038494126478
16.5,77.5,198.959822681215
17.5,77.5,139.623311017873
18.5,77.5,33.3821572696712
21.5,77.5,72.572738847671
22.5,77.5,61.0146137050283
23.5,77.5,44.2479604399867
89.5,77.5,1.09403211209509
96.5,77.5,0.74388021557954
101.5,77.5,3.62780381024479
102.5,77.5,16.4982942928133
103.5,77.5,28.9992363613306
104.5,77.5,32.7359595425272
105.5,77.5,20.1134462977966
-122.5,76.5,0.815364575811448
-121.5,76.5,10.1789453440789
-120.5,76.5,20.1732855710046
-119.5,76.5,37.9944491587165
-118.5,76.5,21.1369226427956
-117.5,76.5,29.4232554026724
-116.5,76.5,21.7453991701299
-115.5,76.5,30.8921135321992
-114.5,76.5,30.2644224337605
-113.5,76.5,17.1266362068968
-112.5,76.5,9.00610666613243
-110.5,76.5,0.741163191194775
-109.5,76.5,17.9492316307498
-108.5,76.5,19.5288413130458
-104.5,76.5,9.11804697511899
-103.5,76.5,28.8402518028347
-102.5,76.5,14.3303776510697
-101.5,76.5,44.4790712332348
-100.5,76.5,46.9196266235683
-99.5,76.5,60.991015683111
-98.5,76.5,37.2331512715965
-97.5,76.5,11.2484287910872
-96.5,76.5,26.2576476458271
-95.5,76.5,79.1047139954236
-94.5,76.5,67.0611196696086
-93.5,76.5,44.1007336669395
-92.5,76.5,45.779327576689
-91.5,76.5,104.200763662604
-90.5,76.5,88.2197479964573
-89.5,76.5,80.2936033670622
-88.5,76.5,85.5256121704976
-87.5,76.5,101.879834412088
-86.5,76.5,134.039500317672
-85.5,76.5,154.955398009883
-84.5,76.5,138.947431942655
-83.5,76.5,159.910245754653
-82.5,76.5,178.679553574986
-81.5,76.5,149.287530942164
-80.5,76.5,201.852299626865
-79.5,76.5,127.877682364184
-78.5,76.5,86.8141796703114
-70.5,76.5,33.2125435151781
-69.5,76.5,81.3705078048871
-68.5,76.5,113.525680834583
-67.5,76.5,149.718370974064
-66.5,76.5,101.28885785088
-65.5,76.5,101.292916338626
-64.5,76.5,86.253680748658
-63.5,76.5,82.0369295706559
-62.5,76.5,82.5554418155484
-61.5,76.5,84.0904167028679
-60.5,76.5,86.8439172771242
-59.5,76.5,67.2839534547594
-58.5,76.5,45.1341192457411
-57.5,76.5,35.2377395629883
-56.5,76.5,27.3468102349175
-55.5,76.5,21.2811143663194
-54.5,76.5,15.2540766398112
-53.5,76.5,11.4905827840169
-52.5,76.5,9.06317308213976
-51.5,76.5,6.94741482204861
-50.5,76.5,5.47907172309028
-49.5,76.5,4.28527492947049
-48.5,76.5,3.89629787868924
-47.5,76.5,4.03845553927951
-46.5,76.5,4.22347005208333
-45.5,76.5,4.63847351074219
-44.5,76.5,5.09114752875434
-43.5,76.5,6.34506395128038
-42.5,76.5,7.16785854763455
-41.5,76.5,7.47466023763021
-40.5,76.5,8.17275831434462
-39.5,76.5,8.74661254882812
-38.5,76.5,9.26144239637587
-37.5,76.5,9.45317247178819
-36.5,76.5,9.67603217230903
-35.5,76.5,9.87625461154514
-34.5,76.5,10.3591139051649
-33.5,76.5,11.1321394178602
-32.5,76.5,13.0496317545573
-31.5,76.5,14.439700656467
-30.5,76.5,15.0656077067057
-29.5,76.5,15.8000759548611
-28.5,76.5,16.9529554578993
-27.5,76.5,20.7315444946289
-26.5,76.5,51.3077892727322
-25.5,76.5,165.432691786024
-24.5,76.5,181.140819973416
-23.5,76.5,117.003064129088
-22.5,76.5,108.016485341639
-21.5,76.5,160.597538455512
-20.5,76.5,122.271843692844
-19.5,76.5,30.1517317229866
-18.5,76.5,37.9870268151992
16.5,76.5,54.9054210266719
60.5,76.5,4.34967447020527
61.5,76.5,34.1344747092161
62.5,76.5,33.0923739849176
63.5,76.5,35.5251478867439
64.5,76.5,55.1099228395
65.5,76.5,68.8812548853457
66.5,76.5,106.669558306121
67.5,76.5,87.9987020288908
68.5,76.5,41.3490451556475
94.5,76.5,7.10498256329124
95.5,76.5,15.9740451753411
96.5,76.5,5.85129773842426
98.5,76.5,9.36329433544435
99.5,76.5,8.01368054948883
100.5,76.5,13.3711979110214
101.5,76.5,25.9098220517238
102.5,76.5,42.8998786244128
103.5,76.5,62.4579465852843
104.5,76.5,68.6169315046734
105.5,76.5,80.8505826791127
106.5,76.5,66.482734183147
107.5,76.5,45.2608029277892
108.5,76.5,57.9151392615297
109.5,76.5,69.3161591356661
110.5,76.5,54.2695702902145
111.5,76.5,26.9055424599016
112.5,76.5,5.65130639675772
113.5,76.5,1.62377169040135
138.5,76.5,5.40415375887985
139.5,76.5,2.5539626368425
-120.5,75.5,6.15060761325165
-119.5,75.5,5.62374570322249
-118.5,75.5,15.4983592919177
-117.5,75.5,31.849062612733
-116.5,75.5,117.342886134956
-115.5,75.5,194.543859669007
-114.5,75.5,198.026645800202
-113.5,75.5,140.699180561014
-112.5,75.5,129.557699530924
-111.5,75.5,32.2807116369812
-110.5,75.5,17.235941502783
-109.5,75.5,32.9037973816028
-108.5,75.5,54.4996568354157
-107.5,75.5,56.8516834804581
-106.5,75.5,57.7933205755221
-105.5,75.5,20.7615104099322
-104.5,75.5,12.5381771709201
-103.5,75.5,10.6168793289018
-102.5,75.5,22.2384679855572
-101.5,75.5,28.8063714418644
-100.5,75.5,39.4453990824598
-99.5,75.5,61.1189759166704
-98.5,75.5,59.578120748202
-97.5,75.5,11.736076291142
-96.5,75.5,11.118355004855
-95.5,75.5,19.9006251357916
-94.5,75.5,42.2330819810425
-93.5,75.5,19.4050476157831
-92.5,75.5,20.4785590689199
-91.5,75.5,77.5633463727103
-90.5,75.5,81.6579044593705
-89.5,75.5,90.4696833192267
-88.5,75.5,69.1206728932448
-87.5,75.5,80.6501696863706
-86.5,75.5,91.1664463026941
-85.5,75.5,112.933031333843
-84.5,75.5,110.743607362972
-83.5,75.5,142.516574171268
-82.5,75.5,144.723618369963
-81.5,75.5,175.541745967335
-80.5,75.5,157.870342472581
-79.5,75.5,45.1218406081866
-59.5,75.5,29.7533814460039
-58.5,75.5,67.3944443855774
-57.5,75.5,76.1365470488866
-56.5,75.5,46.7621540493435
-55.5,75.5,37.9042489793566
-54.5,75.5,30.3393783569336
-53.5,75.5,22.9655083550347
-52.5,75.5,17.0337558322483
-51.5,75.5,13.4593268500434
-50.5,75.5,10.2941199408637
-49.5,75.5,8.66365220811632
-48.5,75.5,6.48243035210503
-47.5,75.5,5.15506829155816
-46.5,75.5,3.93758816189236
-45.5,75.5,3.1682366265191
-44.5,75.5,3.11721971299913
-43.5,75.5,3.57737731933594
-42.5,75.5,4.44027879503038
-41.5,75.5,5.77390543619792
-40.5,75.5,6.16739230685764
-39.5,75.5,6.30266994900174
-38.5,75.5,6.7216559516059
-37.5,75.5,7.37154134114583
-36.5,75.5,8.65592787000868
-35.5,75.5,11.7487369113498
-34.5,75.5,11.6470777723524
-33.5,75.5,11.9041866726345
-32.5,75.5,11.5647820366753
-31.5,75.5,11.0373874240451
-30.5,75.5,10.552493625217
-29.5,75.5,11.132068210178
-28.5,75.5,12.9503190782335
-27.5,75.5,15.7608574761285
-26.5,75.5,28.1645677354601
-25.5,75.5,37.5383741590712
-24.5,75.5,48.7038319905599
-23.5,75.5,105.618735843235
-22.5,75.5,414.899442460802
-21.5,75.5,446.453865892357
-20.5,75.5,255.882898221736
