"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","cold_acc_temp","cold_acc_temp_dormancy","low_at_min_elev","low_elev_x_cold_dormancy","low_elev_x_hot_dormancy"
138.5,60.5,-47.5534777847252,-20.2097946910454,-20.2097946910454,-22.7932357762751,-18.9481615210501,-45.8168740581263,-18.4731909644464,-18.4731909644464
139.5,60.5,-44.8562392271257,-19.1758965642241,-19.1758965642241,-21.6525872859095,-18.1295448803533,-43.5550321596361,-17.8746894967345,-17.8746894967345
140.5,60.5,-41.6243440372603,-17.7820813806262,-17.7820813806262,-19.1329023985181,-16.9430331548559,-40.7451319072435,-16.9028692506094,-16.9028692506094
141.5,60.5,-39.0323152233447,-16.9241094173065,-16.9241094173065,-18.241909034112,-16.2819242592435,-37.6956786730772,-15.587472867039,-15.587472867039
142.5,60.5,-35.7416759559086,-15.002618670437,-15.002618670437,-16.3423370566812,-14.5336009051052,-34.4270150544681,-13.6879577689965,-13.6879577689965
143.5,60.5,-35.6730496890045,-15.2047077657322,-15.2047077657322,-16.5479907029768,-14.783683880999,-34.3807783940928,-13.9124364708205,-13.9124364708205
144.5,60.5,-36.0808567189745,-15.4734237851309,-15.4734237851309,-16.8333204176288,-15.0573076840756,-34.5230208587221,-13.9155879248785,-13.9155879248785
145.5,60.5,-35.3901795905616,-14.5217768883732,-14.5217768883732,-15.9350675883246,-14.1131044343347,-34.3963241290171,-13.5279214268287,-13.5279214268287
146.5,60.5,-36.0449289394276,-14.8293161301741,-14.8293161301741,-16.2759291040911,-14.4126642202812,-35.0256289755295,-13.810016166276,-13.810016166276
147.5,60.5,-36.2599298290908,-14.7894518944036,-14.7894518944036,-16.2283681889518,-14.3572625538429,-35.2183059855004,-13.7478280508132,-13.7478280508132
148.5,60.5,-36.8811226067798,-15.199656150969,-15.199656150969,-17.4904790007139,-14.7562773056952,-35.7997990114414,-14.1183325556306,-14.1183325556306
149.5,60.5,-37.6448097458641,-16.0096301860043,-16.0096301860043,-18.2703116694605,-15.5870978377111,-36.278391800797,-14.6432122409372,-14.6432122409372
150.5,60.5,-37.1164808482996,-16.0582326274382,-16.0582326274382,-18.2757471244064,-15.7251228028231,-35.7359226696099,-14.6776744487485,-14.6776744487485
151.5,60.5,-36.5586515220148,-16.2617542597598,-16.2617542597598,-18.3682809701774,-16.0229184807611,-35.2457718614084,-14.9488745991534,-14.9488745991534
152.5,60.5,-35.8246654242277,-16.3827479884162,-16.3827479884162,-18.3186088221107,-16.2168667008116,-34.2836347850031,-14.8417173491916,-14.8417173491916
153.5,60.5,-33.9287177999105,-15.2271275798857,-15.2271275798857,-16.9928842300864,-15.0665132104319,-32.4677502775013,-13.7661600574765,-13.7661600574765
154.5,60.5,-30.7154773117176,-13.9863369759796,-13.9863369759796,-15.1686601369495,-13.8371847387692,-29.3834534409463,-12.6543131052083,-12.6543131052083
155.5,60.5,-25.9394778294223,-12.6915346294109,-12.6915346294109,-12.7908824272527,-12.5729562783963,-25.3233878751867,-12.0754446751752,-12.0754446751752
160.5,60.5,-22.2423443395112,-11.765947854074,-11.765947854074,-11.1339797814837,-11.5676246999383,-21.9895423543743,-11.5131458689371,-11.5131458689371
161.5,60.5,-22.4717926991837,-11.550875169704,-11.550875169704,-11.0974045365652,-11.3989167985617,-22.3586345932704,-11.4377170637907,-11.4377170637907
162.5,60.5,-24.390790827253,-11.5522718794245,-11.5522718794245,-11.8037188900803,-11.422708748419,-23.9401766419375,-11.101657694109,-11.101657694109
163.5,60.5,-25.3537312494857,-11.0986021373288,-11.0986021373288,-11.907860866957,-10.9922581437701,-24.978823536416,-10.7236944242591,-10.7236944242591
164.5,60.5,-25.7728864332927,-11.3043172455792,-11.3043172455792,-12.2776941483785,-10.8957088886045,-25.205062418165,-10.7364932304515,-10.7364932304515
165.5,60.5,-24.7437817416021,-11.652843774323,-11.652843774323,-12.2174187842679,-11.2902578651589,-24.0432507529403,-10.9523127856612,-10.9523127856612
166.5,60.5,-23.8245174965688,-11.4517320060836,-11.4517320060836,-11.8354033128406,-11.2842849146945,-23.1787442366944,-10.8059587462092,-10.8059587462092
167.5,60.5,-22.5264678674085,-11.6684983405684,-11.6684983405684,-11.6165115316336,-11.521557265728,-21.8620396563127,-11.0040701294726,-11.0040701294726
168.5,60.5,-20.9662167633218,-11.4303180912709,-11.4303180912709,-11.0061266425255,-11.2934765890091,-20.5822688316456,-11.0463701595947,-11.0463701595947
169.5,60.5,-21.1706405128751,-11.0178395386519,-11.0178395386519,-10.9055536343759,-10.8581726921024,-20.674413281475,-10.5216123072518,-10.5216123072518
170.5,60.5,-21.1711679019034,-11.0720842183834,-11.0720842183834,-11.0307402882834,-10.9156872598088,-20.1645120200366,-10.0654283365166,-10.0654283365166
171.5,60.5,-18.593550957114,-10.8569461656368,-10.8569461656368,-10.0835247334821,-10.7720189869179,-18.0964376831445,-10.3598328916673,-10.3598328916673
-166.5,59.5,-15.5713875596012,-8.12895276196874,-8.12895276196874,-7.51641120867276,-7.81038402556953,-15.5352840461784,-8.09284924854596,-8.09284924854596
-163.5,59.5,-15.1422864679779,-7.85114248903734,-7.85114248903734,-7.26905980064868,-7.39978317754809,-15.1385408104031,-7.84739683146255,-7.84739683146255
-161.5,59.5,-17.678210516886,-6.69992905603988,-6.69992905603988,-6.70643156631567,-6.19619905792177,-17.3285397822135,-6.35025832136733,-6.35025832136733
-160.5,59.5,-19.0663993066975,-6.69127812338993,-6.69127812338993,-7.21364564977556,-6.19049277379776,-18.2797330167794,-5.90461183347181,-5.90461183347181
-159.5,59.5,-18.5988805654858,-6.63598306278033,-6.63598306278033,-7.15874886188435,-6.15259589623527,-17.4062640454618,-5.44336654275632,-5.44336654275632
-158.5,59.5,-17.1946756560888,-5.51101926663425,-5.51101926663425,-6.04497867114512,-5.04855941488025,-16.7819528386289,-5.09829644917438,-5.09829644917438
-157.5,59.5,-16.8522364616394,-5.09526711951409,-5.09526711951409,-5.71947133674599,-4.65989072149819,-16.7025952597525,-4.94562591762722,-4.94562591762722
-156.5,59.5,-16.1503698397428,-4.95643093612577,-4.95643093612577,-5.53152865686144,-4.56207286357614,-15.9483681610475,-4.75442925743049,-4.75442925743049
-155.5,59.5,-15.2976335184915,-5.14551381430456,-5.14551381430456,-5.58172165642209,-4.80097008529252,-14.8876650210894,-4.73554531690242,-4.73554531690242
-154.5,59.5,-14.5017518680809,-5.22761220733502,-5.22761220733502,-5.57963959467447,-4.92470731124947,-13.6253443193785,-4.35120465863259,-4.35120465863259
-153.5,59.5,-12.6293179929256,-5.12531713826316,-5.12531713826316,-5.12017762493455,-4.86395126203607,-11.7503784871555,-4.24637763249308,-4.24637763249308
-151.5,59.5,-11.8431571546011,-4.72734648311245,-4.72734648311245,-5.25506692886747,-4.55405236385081,-11.0933428704872,-3.97753219899852,-3.97753219899852
-150.5,59.5,-12.1455953778965,-5.27875920193536,-5.27875920193536,-5.81033053829159,-5.09605782736825,-10.788955401356,-3.92211922539485,-3.92211922539485
-141.5,59.5,-7.71629625920739,-3.73399433674557,-3.73399433674557,-3.17579078549596,-3.53230555266408,-7.69241262898692,-3.7101107065251,-3.7101107065251
-140.5,59.5,-9.17316835115531,-3.82598692947733,-3.82598692947733,-3.6386320477005,-3.60210135567634,-9.03680630722209,-3.68962488554411,-3.68962488554411
-139.5,59.5,-11.0848844992263,-3.78725643104741,-3.78725643104741,-4.18587713068338,-3.53337639307387,-10.4158330596003,-3.11820499142145,-3.11820499142145
-138.5,59.5,-15.3236900187497,-5.14710198243681,-5.14710198243681,-6.46709231054448,-4.83001820962111,-13.578614567518,-3.40202653120508,-3.40202653120508
-137.5,59.5,-18.9436091150024,-7.59080816613776,-7.59080816613776,-9.25357705437995,-7.42827430707112,-15.7844152778895,-4.43161432902491,-4.43161432902491
-136.5,59.5,-19.3696750562106,-7.67140925156751,-7.67140925156751,-9.37881968146606,-7.46832910289522,-16.5381142918449,-4.83984848720179,-4.83984848720179
-135.5,59.5,-19.377531340399,-7.34550955657448,-7.34550955657448,-9.01987404091802,-7.0801827262427,-15.9447342011849,-3.91271241736033,-3.91271241736033
-134.5,59.5,-21.9117622184966,-8.99780003130436,-8.99780003130436,-10.6951345503069,-8.62686894011651,-19.4714628084183,-6.5575006212261,-6.5575006212261
-133.5,59.5,-22.3278205277664,-8.47052636580276,-8.47052636580276,-10.1372508057354,-7.97454362954678,-20.7067074448807,-6.84941328291702,-6.84941328291702
-132.5,59.5,-23.6987214343888,-8.93165947019256,-8.93165947019256,-10.573749438278,-8.32598525625695,-22.3549297736561,-7.58786780945987,-7.58786780945987
-131.5,59.5,-25.2401383388255,-9.69070569638695,-9.69070569638695,-11.3557355331685,-9.01640683791484,-24.068227088817,-8.51879444637847,-8.51879444637847
-130.5,59.5,-27.0889869296657,-10.8327407484608,-10.8327407484608,-12.5382297981521,-10.0994449935039,-25.7908494026237,-9.53460322141883,-9.53460322141883
-129.5,59.5,-26.3926978547658,-9.47542270097349,-9.47542270097349,-11.2238513797617,-8.67700583829844,-24.9106067006673,-7.99333154687498,-7.99333154687498
-128.5,59.5,-26.176333963871,-8.90013713589204,-8.90013713589204,-10.6649282580534,-8.04845416820234,-25.0204519645373,-7.74425513655834,-7.74425513655834
-127.5,59.5,-25.8579956412315,-8.34981594938519,-8.34981594938519,-10.1254835047745,-7.45707541170247,-24.8345159167713,-7.32633622492501,-7.32633622492501
-126.5,59.5,-27.6146303806986,-9.73829652931142,-9.73829652931142,-11.5502058294341,-8.80293320052692,-26.1373180500288,-8.26098419864159,-8.26098419864159
-125.5,59.5,-28.5158002310033,-10.1502435624732,-10.1502435624732,-12.0177356474745,-9.17707894365553,-26.8756778402562,-8.51012117172613,-8.51012117172613
-124.5,59.5,-27.2800373341356,-8.33374748772808,-8.33374748772808,-10.2559921680851,-7.3124073737434,-26.3251776998422,-7.37888785343463,-7.37888785343463
-123.5,59.5,-27.305260174961,-7.91782084666193,-7.91782084666193,-9.86258136120998,-6.84726719036865,-26.8412077702394,-7.45376844194035,-7.45376844194035
-122.5,59.5,-27.0392919244511,-7.95058957144086,-7.95058957144086,-9.80620092907011,-6.86625146798708,-26.7679693111588,-7.67926695814859,-7.67926695814859
-121.5,59.5,-26.0907547346183,-7.85036507153085,-7.85036507153085,-9.53461861655155,-6.77748085257647,-25.8654658764165,-7.62507621332908,-7.62507621332908
-120.5,59.5,-24.9411611192993,-7.41876036640024,-7.41876036640024,-8.95041607657686,-6.35486455298835,-24.7788895673194,-7.25648881442033,-7.25648881442033
-119.5,59.5,-24.7665054642728,-7.44608874387507,-7.44608874387507,-8.90928034533724,-6.38589578822388,-24.5963979609116,-7.2759812405139,-7.2759812405139
-118.5,59.5,-25.6832089865846,-7.96735103832824,-7.96735103832824,-9.46650945719123,-6.90584088971788,-25.4591030080427,-7.74324505978634,-7.74324505978634
-117.5,59.5,-26.3091750941106,-7.88799927325121,-7.88799927325121,-9.49183509264114,-6.82634931053368,-26.1153148016759,-7.69413898081652,-7.69413898081652
-116.5,59.5,-27.6951663625294,-8.50778775970851,-8.50778775970851,-10.2563896710593,-7.46261588986755,-27.5202291152531,-8.3328505124322,-8.3328505124322
-115.5,59.5,-29.7805126230632,-9.83353897583272,-9.83353897583272,-11.7514754945158,-8.8216198430854,-29.4288110218228,-9.48183737459235,-9.48183737459235
-114.5,59.5,-30.3964243263006,-9.76884561828338,-9.76884561828338,-11.8430249767644,-8.79684088853371,-30.0188125967847,-9.39123388876746,-9.39123388876746
-113.5,59.5,-29.9185863056353,-8.87380484089788,-8.87380484089788,-11.0324449735584,-7.95053596572418,-29.7945004560853,-8.74971899134784,-8.74971899134784
-112.5,59.5,-29.9417755456907,-8.8261267388173,-8.8261267388173,-10.9628581687568,-7.95434456880903,-29.8401393859528,-8.72449057907939,-8.72449057907939
-111.5,59.5,-29.9519473620823,-8.87975170708128,-8.87975170708128,-10.9504530363916,-8.05627172612502,-29.8566550899914,-8.78445943499037,-8.78445943499037
-110.5,59.5,-29.6679406137339,-9.53180560073483,-9.53180560073483,-11.2278604700965,-8.75140842940143,-29.5291967136468,-9.39306170064769,-9.39306170064769
-109.5,59.5,-29.2352413653529,-10.1246994972911,-10.1246994972911,-11.4204888866618,-9.36169309583202,-29.0985412078165,-9.9879993397547,-9.9879993397547
-108.5,59.5,-30.0405993504184,-10.6404400275754,-10.6404400275754,-11.9977268246293,-9.8690539892713,-29.8244040972052,-10.4242447743622,-10.4242447743622
-107.5,59.5,-31.6413392814142,-10.8827620780029,-10.8827620780029,-12.6974078789287,-10.100792691302,-31.4024155164966,-10.6438383130853,-10.6438383130853
-106.5,59.5,-32.4997209788433,-11.0746402891087,-11.0746402891087,-13.1134232995708,-10.3175515216243,-32.2556853646177,-10.8306046748831,-10.8306046748831
-105.5,59.5,-32.8530929018344,-11.2979300256286,-11.2979300256286,-13.3685277539207,-10.5862970215538,-32.6377083463356,-11.0825454701298,-11.0825454701298
-104.5,59.5,-32.92329279344,-11.4994085108595,-11.4994085108595,-13.5249534792655,-10.8483123356044,-32.7520384065381,-11.3281541239576,-11.3281541239576
-103.5,59.5,-33.4452723937375,-12.1986721007419,-12.1986721007419,-14.1616102843211,-11.6201907271187,-33.3381502031561,-12.0915499101605,-12.0915499101605
-102.5,59.5,-33.7910674448524,-12.7230455376474,-12.7230455376474,-14.6172455192876,-12.218940658706,-33.6890355603411,-12.6210136531361,-12.6210136531361
-101.5,59.5,-33.8855916600142,-12.9815394122952,-12.9815394122952,-14.8038890985995,-12.540253307951,-33.7489599670219,-12.8449077193029,-12.8449077193029
-100.5,59.5,-33.8108046521034,-13.3771281873275,-13.3771281873275,-15.0192756810998,-12.9785088799075,-33.6934590951025,-13.2597826303266,-13.2597826303266
-99.5,59.5,-33.8532580071794,-13.8220279787002,-13.8220279787002,-15.2861384453143,-13.4380263634625,-33.7589459731023,-13.7277159446231,-13.7277159446231
-98.5,59.5,-34.5357503286164,-14.251767105556,-14.251767105556,-15.7361748888583,-13.8654513731524,-34.4473766902514,-14.163393467191,-14.163393467191
-97.5,59.5,-34.9265339758779,-14.6963088638615,-14.6963088638615,-16.0351352894275,-14.3043407482511,-34.8322387002427,-14.6020135882263,-14.6020135882263
-96.5,59.5,-35.2198883287609,-14.9493378942566,-14.9493378942566,-16.1391995008437,-14.5455400243834,-35.1016359430651,-14.8310855085608,-14.8310855085608
-95.5,59.5,-35.0182155978467,-15.2131346545249,-15.2131346545249,-16.0804859141713,-14.8059086260652,-34.9444493082284,-15.1393683649066,-15.1393683649066
-94.5,59.5,-32.7341141292027,-16.2642909314339,-16.2642909314339,-15.7564471440909,-15.7303534611663,-32.7213133566295,-16.2514901588607,-16.2514901588607
-77.5,59.5,-30.2457345472882,-14.0699702716923,-14.0699702716923,-12.8085669193578,-13.251857614782,-30.1572773594003,-13.9815130838044,-13.9815130838044
-76.5,59.5,-31.8075128546517,-13.4641984954403,-13.4641984954403,-13.1168461298329,-12.7532235720308,-31.658455309652,-13.3151409504406,-13.3151409504406
-75.5,59.5,-31.6752450892436,-13.651859163614,-13.651859163614,-13.1777433503419,-12.912682599818,-31.5654524842144,-13.5420665585848,-13.5420665585848
-74.5,59.5,-31.5079703484928,-13.7144293050681,-13.7144293050681,-13.1597780857645,-12.9616807585915,-31.3821522369937,-13.5886111935689,-13.5886111935689
-73.5,59.5,-31.4206587105989,-13.7129645546614,-13.7129645546614,-13.1511354113482,-12.9648517133081,-31.2840565236542,-13.5763623677167,-13.5763623677167
-72.5,59.5,-31.3977948939162,-13.6999427316426,-13.6999427316426,-13.1873664460503,-12.9708937082285,-31.1187274469691,-13.4208752846955,-13.4208752846955
-71.5,59.5,-31.3769651951601,-13.6493190832051,-13.6493190832051,-13.2333132328937,-12.9486866407323,-31.2325443374657,-13.5048982255107,-13.5048982255107
-70.5,59.5,-30.6368163460067,-13.308167556209,-13.308167556209,-12.8783554281054,-12.6187969337336,-30.4701027529211,-13.1414539631234,-13.1414539631234
-69.5,59.5,-27.5443242845791,-13.2963504035558,-13.5121069480596,-11.891791357993,-12.7835062756343,-27.4610235128802,-13.2130496318569,-13.4288061763607
-65.5,59.5,-25.4090148602745,-12.7336753031211,-12.7336753031211,-11.6836648148353,-11.9091721452162,-25.0428346275936,-12.3674950704402,-12.3674950704402
-64.5,59.5,-27.629367345332,-13.2158917177725,-13.2158917177725,-13.2901201075436,-12.5394744144024,-26.0640559995608,-11.6505803720013,-11.6505803720013
-63.5,59.5,-23.4326922618751,-12.8981738180036,-12.9379072170131,-11.7540460080751,-12.4280106295946,-22.928012170886,-12.3934937270145,-12.433227126024
-43.5,59.5,-11.2510596322162,-8.2201145304019,-8.2201145304019,-7.41652367596678,-7.94855305387758,-11.1470775958556,-8.11613249404127,-8.11613249404127
5.5,59.5,-7.13869396719549,-1.90506082652258,-1.90506082652258,-1.93622031562332,-1.69588249644519,-6.73457698079894,-1.50094384012603,-1.50094384012603
6.5,59.5,-12.4969941807645,-3.967367297619,-3.967367297619,-4.48553459298657,-3.74238017639644,-10.1374301192818,-1.60780323613625,-1.60780323613625
7.5,59.5,-15.2813105968492,-5.40312430307801,-5.40312430307801,-6.88049609646986,-5.2893718465711,-13.6906683186018,-3.8124820248306,-3.8124820248306
8.5,59.5,-14.5864183095949,-4.12892164683768,-4.12892164683768,-5.65641559290953,-4.00298063537671,-12.8337139362882,-2.37621727353098,-2.37621727353098
9.5,59.5,-13.7955705223339,-2.79061281287244,-2.79061281287244,-4.35809035194361,-2.65074361030908,-12.7117035040051,-1.70674579454367,-1.70674579454367
10.5,59.5,-12.7572974631829,-2.35418639765045,-2.35418639765045,-3.61639139253889,-2.04753359072518,-12.2761713546946,-1.87306028916219,-1.87306028916219
11.5,59.5,-13.3318683817983,-2.45065230350675,-2.45065230350675,-3.89131359827902,-2.13522341899807,-12.9551280225648,-2.07391194427326,-2.07391194427326
12.5,59.5,-13.4565733488117,-2.41844884147646,-2.41844884147646,-3.91758651902925,-2.1065445139982,-13.0846396188055,-2.04651511147024,-2.04651511147024
13.5,59.5,-12.5404764761882,-2.53612615264553,-2.53612615264553,-3.63792382890148,-2.26058879229822,-12.3047141581201,-2.30036383457745,-2.30036383457745
14.5,59.5,-12.9306602501177,-2.4216451271426,-2.4216451271426,-3.77702951555066,-2.16644161101621,-12.6420474627385,-2.13303233976344,-2.13303233976344
15.5,59.5,-12.7106598043016,-1.84519081070487,-1.84519081070487,-3.40607042407986,-1.61333301217694,-12.4846810343237,-1.61921204072698,-1.61921204072698
16.5,59.5,-12.6943547123245,-1.52638911780502,-1.52638911780502,-3.19999539821344,-1.25320325020501,-12.5524471439873,-1.38448154946783,-1.38448154946783
17.5,59.5,-12.9675068634961,-1.49569033794105,-1.49569033794105,-3.19812131466576,-1.17315781596117,-12.8194801641054,-1.34766363855037,-1.34766363855037
18.5,59.5,-11.62494465432,-2.18972656735485,-2.18972656735485,-3.05951913685129,-1.93479695258679,-11.5232705180118,-2.08805243104669,-2.08805243104669
23.5,59.5,-11.0551115883248,-3.8167917522434,-3.8167917522434,-3.65151416401739,-3.60775411764293,-11.0354672067446,-3.79714737066321,-3.79714737066321
24.5,59.5,-12.1398010739258,-3.55250194066881,-3.55250194066881,-3.87582492232001,-3.34308754791497,-12.09705924692,-3.50976011366297,-3.50976011366297
25.5,59.5,-12.980293630915,-3.32770056643101,-3.32770056643101,-4.03420010806431,-3.12665810757178,-12.9226414329845,-3.27004836850048,-3.27004836850048
26.5,59.5,-13.1039257947089,-3.49146619540157,-3.49146619540157,-4.13499375550797,-3.21549317624743,-13.0372659133552,-3.42480631404791,-3.42480631404791
27.5,59.5,-13.1923479408026,-3.59800150049185,-3.59800150049185,-4.20062566808814,-3.33136049813727,-13.1446236958311,-3.55027725552034,-3.55027725552034
28.5,59.5,-14.3611098553453,-3.43347977815111,-3.43347977815111,-4.5504617735751,-3.16563414180479,-14.2646009208356,-3.33697084364143,-3.33697084364143
29.5,59.5,-15.7245503213789,-3.37569705072952,-3.37569705072952,-5.04621108030548,-3.14565091813706,-15.5833826295188,-3.23452935886942,-3.23452935886942
30.5,59.5,-16.1858574829164,-3.36209745440699,-3.36209745440699,-5.20834143327212,-3.10265230378328,-16.0763028295454,-3.25254280103603,-3.25254280103603
31.5,59.5,-16.5633099415207,-3.50940885265507,-3.50940885265507,-5.44978984796725,-3.26592610620303,-16.4720727475008,-3.41817165863518,-3.41817165863518
32.5,59.5,-17.1989252958247,-3.76682721393764,-3.76682721393764,-5.82096689806295,-3.47067083408645,-17.0944960042982,-3.66239792241116,-3.66239792241116
33.5,59.5,-17.7839191081268,-4.19895503958736,-4.19895503958736,-6.26901180973271,-3.88547984385652,-17.6280348320149,-4.04307076347544,-4.04307076347544
34.5,59.5,-18.4044943408242,-4.66169150973912,-4.66169150973912,-6.74670849603786,-4.34202843955527,-18.2535481540963,-4.51074532301117,-4.51074532301117
35.5,59.5,-18.6010715338535,-4.74304970936042,-4.74304970936042,-6.84025799479177,-4.42316493631289,-18.5136917861978,-4.65566996170476,-4.65566996170476
36.5,59.5,-18.6114546645965,-4.7711784178003,-4.7711784178003,-6.86043277008895,-4.44859292553802,-18.5433947219272,-4.70311847513096,-4.70311847513096
37.5,59.5,-18.6098532978977,-5.05149423587984,-5.05149423587984,-7.02942728878209,-4.8636843671754,-18.4739272661492,-4.91556820413139,-4.91556820413139
38.5,59.5,-18.6720667486212,-5.09579666264667,-5.09579666264667,-7.07679418142562,-4.90609839010158,-18.549678285336,-4.97340819936144,-4.97340819936144
39.5,59.5,-18.997466833783,-5.16424571037167,-5.16424571037167,-7.24010700467949,-4.97314343590112,-18.8461378176273,-5.012916694216,-5.012916694216
40.5,59.5,-19.3504477245467,-5.34886015089964,-5.34886015089964,-7.47667080244828,-5.16028982647001,-19.2099536617786,-5.20836608813155,-5.20836608813155
41.5,59.5,-19.692020661171,-5.5227161989184,-5.5227161989184,-7.69956947898939,-5.34132269224038,-19.5559477487164,-5.3866432864638,-5.3866432864638
42.5,59.5,-19.9404873690435,-5.60342553848041,-5.60342553848041,-7.82270912053815,-5.43284463575131,-19.7671208505195,-5.43005901995645,-5.43005901995645
43.5,59.5,-20.2333538170372,-5.67762496157521,-5.67762496157521,-7.94061434403693,-5.51948095227674,-20.0601109301231,-5.50438207466106,-5.50438207466106
44.5,59.5,-20.6236742562481,-5.85351789955397,-5.85351789955397,-8.15003610098995,-5.49122574272511,-20.4283312313055,-5.65817487461136,-5.65817487461136
45.5,59.5,-20.9600770700789,-5.99850222422056,-5.99850222422056,-8.31701390763583,-5.62118223456237,-20.7368628650258,-5.77528801916744,-5.77528801916744
46.5,59.5,-21.2550787214556,-6.13072938873142,-6.13072938873142,-8.47688395526262,-5.74498347714962,-21.0332596137112,-5.90891028098699,-5.90891028098699
47.5,59.5,-21.4013104014099,-6.22899732506149,-6.22899732506149,-8.58960170443191,-5.84099088413838,-21.1951707122293,-6.0228576358809,-6.0228576358809
48.5,59.5,-21.5444936804739,-6.32481708583452,-6.32481708583452,-8.70144024455645,-5.93492374586763,-21.3293630688423,-6.10968647420292,-6.10968647420292
49.5,59.5,-21.7169548783984,-6.33072047029245,-6.33072047029245,-8.73095191821238,-6.08128440730728,-21.5084828640242,-6.12224845591825,-6.12224845591825
50.5,59.5,-21.8331719526223,-6.25840272439278,-6.25840272439278,-8.67754418052484,-5.99478419723701,-21.6358044746755,-6.06103524644597,-6.06103524644597
51.5,59.5,-21.9478694149426,-6.22963290927666,-6.22963290927666,-8.65840048806115,-5.95198735355267,-21.7802774682348,-6.06204096256883,-6.06204096256883
52.5,59.5,-22.1869624047939,-6.32227694400631,-6.32227694400631,-8.75599904872916,-6.03042935853421,-22.0409215783673,-6.1762361175797,-6.1762361175797
53.5,59.5,-22.6735607871254,-6.68037931846144,-6.68037931846144,-9.10683230818421,-6.37128322130939,-22.4529918335053,-6.45981036484138,-6.45981036484138
54.5,59.5,-22.8454752602747,-6.7280824199718,-6.7280824199718,-9.14826859461524,-6.39968719243604,-22.6668383166695,-6.54944547636659,-6.54944547636659
55.5,59.5,-23.0735129675695,-6.90574867420253,-6.90574867420253,-9.29029942600052,-6.56207979522185,-22.8688259575992,-6.70106166423218,-6.70106166423218
56.5,59.5,-23.0553458924804,-6.94367313356183,-6.94367313356183,-9.25389590810819,-6.59273813533877,-22.8589801389622,-6.74730738004362,-6.74730738004362
57.5,59.5,-23.7553415592228,-7.19550500067306,-7.19550500067306,-9.62897971746013,-6.83114650457338,-23.3942251422387,-6.83438858368893,-6.83438858368893
58.5,59.5,-25.0603321471917,-8.09603509752612,-8.09603509752612,-10.6250029062701,-7.71876573715188,-24.4028388103022,-7.43854176063664,-7.43854176063664
59.5,59.5,-24.7537589362689,-7.48895376712261,-7.48895376712261,-10.0634559313016,-7.10312266151665,-24.2048040382824,-6.93999886913609,-6.93999886913609
60.5,59.5,-24.0851849505412,-6.56999335714749,-6.56999335714749,-9.12116936065028,-6.12239061681487,-23.857723641691,-6.34253204829731,-6.34253204829731
61.5,59.5,-24.1082570786987,-6.383380493841,-6.383380493841,-8.89115459818419,-5.87799863389061,-23.9816672728573,-6.25679068799955,-6.25679068799955
62.5,59.5,-24.5246937295156,-6.56742473240676,-6.56742473240676,-9.0863407094008,-6.06099214869402,-24.4145044788874,-6.45723548177861,-6.45723548177861
63.5,59.5,-24.9255256234535,-6.78720895572166,-6.78720895572166,-9.29634407651976,-6.50373962297204,-24.8386350276465,-6.70031835991469,-6.70031835991469
64.5,59.5,-25.3466726807611,-7.04112810976803,-7.04112810976803,-9.54522102500606,-6.74592568112005,-25.2700784015911,-6.96453383059799,-6.96453383059799
65.5,59.5,-25.8758989347943,-7.394254892213,-7.394254892213,-9.9345137039222,-7.11680201495266,-25.800101391613,-7.31845734903169,-7.31845734903169
66.5,59.5,-26.418066410095,-7.79391771027197,-7.79391771027197,-10.3553890650553,-7.53711729476483,-26.3685473600797,-7.74439866025663,-7.74439866025663
67.5,59.5,-26.9690962580698,-8.22832909819997,-8.22832909819997,-10.8033302386615,-7.94448298261705,-26.9346115204351,-8.19384436056531,-8.19384436056531
68.5,59.5,-27.1820744297334,-8.51192553733875,-8.51192553733875,-11.0519049548606,-8.20311376870432,-27.1358270924385,-8.4656782000438,-8.4656782000438
69.5,59.5,-27.365638092586,-8.66275281621659,-8.66275281621659,-11.2195195389023,-8.32524529412019,-27.2578133379108,-8.55492806154136,-8.55492806154136
70.5,59.5,-27.6523315250874,-8.75566266758501,-8.75566266758501,-11.3977652356676,-8.38491248039562,-27.561663331257,-8.66499447375463,-8.66499447375463
71.5,59.5,-27.8181512790067,-8.89720146618783,-8.89720146618783,-11.5203471737401,-8.50299276132802,-27.7278662229057,-8.80691641008688,-8.80691641008688
72.5,59.5,-27.958109183503,-9.041574785885,-9.041574785885,-11.6301477152097,-8.61688146058753,-27.8874353776039,-8.97090097998591,-8.97090097998591
73.5,59.5,-28.0360466207511,-9.13059797233769,-9.13059797233769,-11.6867779109889,-8.67623491086748,-27.9393599397851,-9.03391129137174,-9.03391129137174
74.5,59.5,-28.1403538228013,-9.25154289914561,-9.25154289914561,-11.7849379141294,-8.77675674075643,-28.04442207759,-9.15561115393433,-9.15561115393433
75.5,59.5,-28.2309879379613,-9.35258379450866,-9.35258379450866,-11.8680475587038,-8.86396053399824,-28.1372219152526,-9.25881777179998,-9.25881777179998
76.5,59.5,-28.3178980767727,-9.46015608539539,-9.46015608539539,-11.9506228161901,-8.95574512776387,-28.2302875405153,-9.37254554913796,-9.37254554913796
77.5,59.5,-28.3712738740524,-9.54696406860437,-9.54696406860437,-12.0050982685515,-9.02929743952118,-28.259544023588,-9.43523421813997,-9.43523421813997
