"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","cold_acc_temp","cold_acc_temp_dormancy","low_at_min_elev","low_elev_x_cold_dormancy","low_elev_x_hot_dormancy"
-61.5,81.5,-39.1938530692565,-26.3375130330878,-26.3375130330878,-26.8259164115944,-25.6767325808427,-38.7145665486864,-25.8582265125177,-25.8582265125177
-60.5,81.5,-40.5201375210924,-27.4627514734399,-27.4627514734399,-27.9745333086658,-26.764069503268,-39.8814686458656,-26.8240825982131,-26.8240825982131
-59.5,81.5,-41.2629100587751,-27.7843483528655,-27.7843483528655,-28.3559373452441,-27.0233693267884,-40.7297189461354,-27.2511572402258,-27.2511572402258
-58.5,81.5,-42.3979172255312,-28.4713817877229,-28.4713817877229,-29.1129653865033,-27.6479496327578,-41.7487609955319,-27.8222255577236,-27.8222255577236
-57.5,81.5,-42.9822316169739,-28.9438192493881,-28.9438192493881,-29.6145857676619,-28.1028832473227,-42.0833568334547,-28.0449444658689,-28.0449444658689
-56.5,81.5,-43.0922612513815,-29.0645028168602,-29.0645028168602,-29.7540887314127,-28.2250576349657,-42.1244813718115,-28.0967229372902,-28.0967229372902
-55.5,81.5,-42.9946851313114,-28.9177852302657,-28.9177852302657,-29.63959239509,-28.0743757352873,-42.1627517661253,-28.0858518650796,-28.0858518650796
-54.5,81.5,-42.5152971806271,-28.3728638193154,-28.3728638193154,-29.1304794898191,-27.5241638613237,-41.5976127658495,-27.4551794045378,-27.4551794045378
-53.5,81.5,-42.4271117547527,-28.3547665231595,-28.3547665231595,-29.1228256402417,-27.5135406772623,-41.6702000809357,-27.5978548493425,-27.5978548493425
-52.5,81.5,-42.6234842981611,-28.683045420942,-28.683045420942,-29.4470319094514,-27.8529194309742,-41.5151166533217,-27.5746777761026,-27.5746777761026
-51.5,81.5,-42.1004193526826,-28.2624312556449,-28.2624312556449,-29.0178248321477,-27.4337422177087,-41.0658773486682,-27.2278892516305,-27.2278892516305
-50.5,81.5,-41.8284195995757,-27.9645012576665,-27.9645012576665,-28.7375376160254,-27.1274060082988,-41.0836957025795,-27.2197773606703,-27.2197773606703
-49.5,81.5,-42.0194724153195,-28.1679879988677,-28.1679879988677,-28.9540752657895,-27.3285330475674,-41.134077402252,-27.2825929858002,-27.2825929858002
-48.5,81.5,-42.3635945079582,-28.5604414233672,-28.5604414233672,-29.3517793767265,-27.7217810783061,-41.7030546924926,-27.8999016079016,-27.8999016079016
-47.5,81.5,-42.1284872570208,-28.4437071016857,-28.4437071016857,-29.2271224721161,-27.6138723112343,-41.2127347167006,-27.5279545613655,-27.5279545613655
-46.5,81.5,-41.811427355877,-28.1803092933127,-28.1803092933127,-28.9665673169072,-27.3539046471265,-41.1614005718964,-27.5302825093321,-27.5302825093321
-45.5,81.5,-41.6515016419547,-28.0502925978192,-28.0502925978192,-28.8449436749205,-27.2269680122932,-41.1419499846677,-27.5407409405322,-27.5407409405322
-44.5,81.5,-42.0481846526265,-28.4435468591084,-28.4435468591084,-29.2531260058945,-27.6212928553128,-41.3595476125942,-27.7549098190761,-27.7549098190761
-43.5,81.5,-43.0367633962206,-29.3718879600654,-29.3718879600654,-30.2049872235274,-28.5444125120545,-42.6226529329722,-28.957777496817,-28.957777496817
-42.5,81.5,-44.3541926026344,-30.6405112141743,-30.6405112141743,-31.4946807796595,-29.8088139926266,-43.9626773190498,-30.2489959305897,-30.2489959305897
-35.5,81.5,-42.726587207267,-29.1445648730175,-29.1445648730175,-30.052863407621,-28.3261706409369,-42.1213326013379,-28.5393102670884,-28.5393102670884
-34.5,81.5,-41.9866580575172,-28.5700320675437,-28.5700320675437,-29.4494023134473,-27.7601780229514,-41.278679990894,-27.8620540009205,-27.8620540009205
-33.5,81.5,-41.2179947879698,-28.0835003993873,-28.0835003993873,-28.9059090777162,-27.2887094881735,-40.3293943958876,-27.1949000073051,-27.1949000073051
-32.5,81.5,-40.170230065499,-27.2636163405542,-27.2636163405542,-28.0398022433544,-26.4796877392435,-39.6002335505564,-26.6936198256116,-26.6936198256116
-31.5,81.5,-40.1347495560135,-27.3618067609412,-27.3618067609412,-28.1125759175481,-26.5826332027226,-39.4823776287006,-26.7094348336283,-26.7094348336283
-30.5,81.5,-39.9056845330766,-27.2348850045819,-27.2348850045819,-27.9652874103273,-26.4571252267276,-39.1599296298817,-26.489130101387,-26.489130101387
-29.5,81.5,-39.7463341574584,-27.0897265706744,-27.0897265706744,-27.814173187381,-26.3037108951581,-39.075591904125,-26.418984317341,-26.418984317341
-28.5,81.5,-39.7480389371514,-27.1943224117692,-27.1943224117692,-27.9001881652141,-26.4110908680928,-38.8891860673758,-26.3354695419936,-26.3354695419936
-27.5,81.5,-39.1889871190701,-26.804203999054,-26.804203999054,-27.4818445510727,-26.0311948966397,-38.2061692328078,-25.8213861127917,-25.8213861127917
-26.5,81.5,-38.4842277641541,-26.1952783367197,-26.1952783367197,-26.8576738493163,-25.4234050695302,-37.4546852279256,-25.1657358004912,-25.1657358004912
-25.5,81.5,-37.8677245402975,-25.95056192988,-25.95056192988,-26.5577778663029,-25.2120140244552,-37.0812433075501,-25.1640806971326,-25.1640806971326
-24.5,81.5,-37.1696379565031,-25.6425975246688,-25.6425975246688,-26.1908969483989,-24.9371326179476,-36.2166436403432,-24.6896032085089,-24.6896032085089
-23.5,81.5,-36.684281778442,-25.382815795317,-25.382815795317,-25.8961739292152,-24.689834320134,-35.9437751442277,-24.6423091611027,-24.6423091611027
-22.5,81.5,-36.5277206566717,-25.3715349549162,-25.3715349549162,-25.862493587934,-24.6812927506249,-36.2063208990379,-25.0501351972824,-25.0501351972824
-21.5,81.5,-35.8457591814255,-24.9326470937447,-24.9326470937447,-25.3874063795409,-24.2576719132872,-35.5907627095614,-24.6776506218806,-24.6776506218806
-20.5,81.5,-35.4509174987142,-24.7296674294464,-24.7296674294464,-25.1545375417759,-24.0629078855356,-35.1774516238129,-24.4562015545451,-24.4562015545451
-19.5,81.5,-35.4865984819829,-24.7980906410276,-24.7980906410276,-25.2156887548446,-24.1195634240235,-35.143678332801,-24.4551704918457,-24.4551704918457
-18.5,81.5,-35.7962345976915,-24.9170884156067,-24.9170884156067,-25.3615059848092,-24.2003042354298,-35.4477136887647,-24.5685675066799,-24.5685675066799
-17.5,81.5,-36.1737702297313,-25.0604947353048,-25.0604947353048,-25.546589012282,-24.3063916502554,-35.9245053856747,-24.8112298912482,-24.8112298912482
-16.5,81.5,-36.2638714109148,-25.089564697644,-25.089564697644,-25.592817012388,-24.3194388904077,-36.0661097022887,-24.8918029890179,-24.8918029890179
-15.5,81.5,-35.8667030900717,-24.9471416292978,-24.9471416292978,-25.4238907474426,-24.2003315250314,-35.6097193661835,-24.6901579054096,-24.6901579054096
-14.5,81.5,-35.2571519179004,-24.7175399844936,-24.7175399844936,-25.1511448060738,-24.0090732467494,-34.9396092009911,-24.3999972675843,-24.3999972675843
-13.5,81.5,-34.023455518697,-24.089772560667,-24.089772560667,-24.4464506241645,-23.4463212275437,-33.7076371616676,-23.7739542036376,-23.7739542036376
-12.5,81.5,-32.7324945205024,-23.4265565748326,-23.4265565748326,-23.7015699933302,-22.8494664800242,-32.5763253609565,-23.2703874152867,-23.2703874152867
55.5,81.5,-30.481297842024,-22.3949860203745,-22.3949860203745,-22.1556239458843,-22.1112787284986,-30.417076533911,-22.3307647122615,-22.3307647122615
56.5,81.5,-30.6485062941776,-22.5163602656286,-22.5163602656286,-22.2718055897892,-22.231280192943,-30.5031505324062,-22.3710045038572,-22.3710045038572
