"longitude","latitude","seasonal_low_temp","cold_dormancy_1","cold_dormancy_2","cold_dormancy_3"
-176.5,-78.5,-37.6474864303001,-35.07010371387,-34.2881802748002,-33.9924097195431
-176.5,-43.5,0.561639417055994,1.82910470959249,2.09304590509938,2.21205319783517
-176.5,51.5,-9.94918917724114,-5.29227110283909,-5.157232437827,-5.12862728704606
-176.5,65.5,-24.2952252651964,-13.1970242838309,-12.9722333734977,-12.9143658505737
-176.5,66.5,-29.6032891563007,-15.4786285704795,-15.1697716091246,-15.1152728190788
-176.5,67.5,-30.9544958566981,-16.2338312704648,-15.9490822370031,-15.8951896654135
-175.5,-89.5,-61.0424903686557,-58.7140978776284,-58.0264594546741,-57.6043421103875
-175.5,-88.5,-60.9153109553669,-58.785261866,-58.1534053949994,-57.7903964596821
-175.5,-87.5,-57.7628322663052,-55.8096851824092,-55.2209504595743,-54.902201200525
-175.5,-86.5,-53.9620102305497,-52.1650156883257,-51.5967852896523,-51.315117799725
-175.5,-85.5,-46.5262152688844,-44.9499328236495,-44.2917529873153,-44.0493994554199
-175.5,-84.5,-34.6724079094827,-33.0812266714073,-32.4786510643505,-32.2578768296256
-175.5,-83.5,-34.3425259696453,-32.4953428795162,-31.8117259208835,-31.5674478802298
-175.5,-82.5,-37.286213656302,-35.143767639223,-34.3610674483702,-34.1207209923305
-175.5,-81.5,-38.6354225023184,-36.2923581426697,-35.5359846811919,-35.3289637321293
-175.5,-80.5,-38.9300643337624,-36.5537543686169,-35.7545130903323,-35.5237601967085
-175.5,-79.5,-38.0291018462607,-35.6311260868928,-34.8424890465285,-34.5959724324745
-175.5,-78.5,-37.6249771122422,-35.033529987341,-34.2396573985533,-33.9585490386578
-175.5,64.5,-20.2991912194661,-12.0612591289516,-11.9577979530347,-11.9188249028181
-175.5,65.5,-26.1248681021368,-13.3661334387257,-13.0706479848762,-13.0031495939513
-175.5,66.5,-29.3324616913285,-15.602227645205,-15.3111383531442,-15.2519323785882
-175.5,67.5,-29.8343217311161,-16.6515084055469,-16.4057047970296,-16.3573873592703
-174.5,-89.5,-61.0179218410381,-58.6887805247247,-58.0017121020527,-57.5788861952401
-174.5,-88.5,-60.8893105815564,-58.7601648056818,-58.1295541099938,-57.7665087258048
-174.5,-87.5,-57.5417683256524,-55.5935954212205,-55.0048027545787,-54.6858678255166
-174.5,-86.5,-53.6803416492684,-51.880428506434,-51.3129292475814,-51.0365065396512
-174.5,-85.5,-49.386536658236,-47.7946894052305,-47.1459316562675,-46.9058399574157
-174.5,-84.5,-35.6386610691036,-34.0388983227313,-33.4434510863963,-33.2237578433795
-174.5,-83.5,-34.4606622759652,-32.5877844982914,-31.8978481381735,-31.6512239479682
-174.5,-82.5,-37.4906817469214,-35.3162306222532,-34.5155621582908,-34.2824718823923
-174.5,-81.5,-38.5786932723991,-36.2470035829231,-35.504935690357,-35.3027034684727
-174.5,-80.5,-38.6942409598934,-36.4109758977252,-35.5963702041922,-35.3652065013136
-174.5,-79.5,-37.7431895257639,-35.3337606635313,-34.549424033018,-34.3117073668228
-174.5,-78.5,-37.4662371045777,-34.8716128496351,-34.0768733945897,-33.8079249759252
-174.5,52.5,-9.40716236680746,-5.16383170837625,-5.08352388091842,-5.04831231221694
-174.5,64.5,-21.6816102366362,-11.7460741945787,-11.5812962859208,-11.5368630333819
-174.5,65.5,-27.331297064679,-13.305979505137,-12.9903414055616,-12.9268016205092
-174.5,66.5,-28.9829468654203,-15.6201398598828,-15.3554678653173,-15.3024142585919
-174.5,67.5,-28.4552786300225,-16.951916187159,-16.7532565047437,-16.7111077336357
-173.5,-89.5,-61.0023377359978,-58.6707118489314,-57.9834925012574,-57.5599824182368
-173.5,-88.5,-60.8728633930641,-58.7420471992466,-58.1119653971068,-57.7489294389916
-173.5,-87.5,-57.3687424932207,-55.4220306623322,-54.8326331682258,-54.5144306018703
-173.5,-86.5,-53.349302293786,-51.5422376553927,-50.9770174430772,-50.7056449440275
-173.5,-85.5,-50.5755729264447,-48.9552740499909,-48.321064601533,-48.0828319292831
-173.5,-84.5,-35.4114477756832,-33.7932224707412,-33.2010300568172,-32.9800737515604
-173.5,-83.5,-34.6676438353024,-32.7511261185365,-32.0423202546416,-31.7957611994248
-173.5,-82.5,-37.401862524982,-35.2445312049506,-34.4719463225339,-34.2374251935808
-173.5,-81.5,-38.3274504770373,-36.1278609033674,-35.3273030092799,-35.1352858200703
-173.5,-80.5,-38.5131177882531,-36.222904871617,-35.4193692068553,-35.1868877451689
-173.5,-79.5,-37.4650084967459,-35.0306079740787,-34.2672012875477,-34.0460700708042
-173.5,-78.5,-37.29999316207,-34.6871096888414,-33.9251051491215,-33.6557978585362
-173.5,64.5,-23.0251284773861,-12.1153655884328,-11.9442184027179,-11.9007217483429
-173.5,65.5,-27.1710893046111,-13.0599408961478,-12.7520003482803,-12.6928532443817
-173.5,66.5,-29.5773729496769,-15.6932057339221,-15.4043110923233,-15.3594505776532
-173.5,67.5,-27.6656152869974,-17.1063271700449,-16.936917366391,-16.8964916479334
-172.5,-89.5,-60.9818900278636,-58.6491566618838,-57.9623422373618,-57.5381085663662
-172.5,-88.5,-60.8655231835587,-58.7307162105464,-58.1005256490427,-57.7375351636763
-172.5,-87.5,-57.2256470231073,-55.2762454061636,-54.6856073404734,-54.3656714532789
-172.5,-86.5,-52.913362666113,-51.0952344610803,-50.5306973139844,-50.2628377814378
-172.5,-85.5,-52.3098920464516,-50.655189712452,-50.0377783505806,-49.8011596019306
-172.5,-84.5,-34.4758660908256,-32.8376463275403,-32.2440773923127,-32.0220822927798
-172.5,-83.5,-34.4505668053137,-32.5701859073181,-31.9028481168824,-31.6534792591856
-172.5,-82.5,-37.0980555617384,-34.9904156235911,-34.2752010365239,-34.0429043802743
-172.5,-81.5,-38.0386831771516,-35.9654153120878,-35.1080315344209,-34.9385476373545
-172.5,-80.5,-38.3102081519419,-36.0025272034682,-35.2166135387164,-34.9857747522364
-172.5,-79.5,-37.1922334948289,-34.7889915129288,-33.9901703804177,-33.7845488111386
-172.5,-78.5,-37.1362290503723,-34.5274332311289,-33.7500001994994,-33.5035454598699
-172.5,-13.5,18.1777940886095,18.4388490962929,18.5042253667299,18.5411454487353
-172.5,60.5,-15.9864634171128,-9.5693582330175,-9.52329587723528,-9.49643954853484
-172.5,64.5,-21.5810383177762,-11.6273565593788,-11.4834320809114,-11.4506380334137
-172.5,65.5,-26.062887261595,-12.7241684844742,-12.4769500082734,-12.4157400153428
-172.5,66.5,-30.752234487475,-15.5938126850797,-15.2968243487786,-15.2511945504009
-171.5,-89.5,-60.9584414890834,-58.6255356534451,-57.9394998911591,-57.5145112797449
-171.5,-88.5,-60.8475539160626,-58.7115663108999,-58.0822061618347,-57.7191774960043
-171.5,-87.5,-57.0668397952403,-55.1146462806405,-54.5227075811353,-54.2021782647708
-171.5,-86.5,-52.2252934400524,-50.3968202676866,-49.8314795733829,-49.5637022009274
-171.5,-85.5,-53.4481786446912,-51.7494061103756,-51.1525949007354,-50.9172480548165
-171.5,-84.5,-33.4491669056671,-31.8225553113701,-31.236834246275,-31.0200454491978
-171.5,-83.5,-34.1916968790781,-32.3544520877568,-31.7357060828177,-31.4947075300362
-171.5,-82.5,-36.8211522726076,-34.7522101764168,-34.0726744747233,-33.8629165649148
-171.5,-81.5,-37.8387092958604,-35.7594984260889,-34.9309433934756,-34.7567752512682
-171.5,-80.5,-38.1219902555483,-35.8056279177499,-35.0258301936999,-34.8144553781576
-171.5,-79.5,-36.9906446863498,-34.6068158721696,-33.7805818918205,-33.5688727497744
-171.5,-78.5,-36.9914093527411,-34.4187844584503,-33.6027189682637,-33.3660581088858
-171.5,-13.5,18.2178952221892,18.5664720149179,18.623652475829,18.6613391909216
-171.5,63.5,-20.6572469843285,-11.624628667034,-11.497787513925,-11.4645489928729
-171.5,65.5,-24.5150077234421,-12.704923780965,-12.5113818057224,-12.4674394761392
-171.5,66.5,-29.2246634594032,-15.1801739807956,-14.9314358775612,-14.8909024469013
-170.5,-89.5,-60.9383545406163,-58.6049349369082,-57.9195265466968,-57.4937797912698
-170.5,-88.5,-60.8231678659362,-58.6875667280876,-58.0595921781535,-57.6964702555821
-170.5,-87.5,-56.8476692233767,-54.8995134080602,-54.3072089039035,-53.9865426590745
-170.5,-86.5,-51.4098028645984,-49.5853338632249,-49.018596532642,-48.7521735988557
-170.5,-85.5,-50.1911164694067,-48.510193950297,-47.9070676460581,-47.6742304523875
-170.5,-84.5,-33.1202693703983,-31.5312683139994,-30.9651055700207,-30.7564925149704
-170.5,-83.5,-33.9566853111061,-32.1576973766621,-31.5767232167934,-31.3517003514715
-170.5,-82.5,-36.5546963851367,-34.5494236455529,-33.8743936545615,-33.6787506756151
-170.5,-81.5,-37.6510000806501,-35.5593999738877,-34.7451762987146,-34.5770162937692
-170.5,-80.5,-37.9459167632407,-35.6311297303235,-34.8454937211992,-34.6434828077044
-170.5,-79.5,-36.8336736653266,-34.4453904511673,-33.6215287014386,-33.4050717318248
-170.5,-78.5,-36.875618190957,-34.320215903658,-33.4790813138797,-33.2475876083055
-170.5,63.5,-21.2490118050981,-11.2379169189371,-11.1280665944734,-11.0852173687482
-170.5,65.5,-22.6453937996711,-12.265672896644,-12.0847383140351,-12.0475174417122
-170.5,66.5,-27.065972673893,-14.6920574569986,-14.5036389808699,-14.4659108772688
-169.5,-89.5,-60.9183119129922,-58.5845809819044,-57.8998721642508,-57.4733520974648
-169.5,-88.5,-60.7988079005054,-58.6633813712951,-58.0368081379682,-57.6735775241467
-169.5,-87.5,-56.6452405014208,-54.7008153459653,-54.1080550905931,-53.7872648188951
-169.5,-86.5,-50.6166945739516,-48.7961341521957,-48.2287349155705,-47.9624570398458
-169.5,-85.5,-47.5316688826574,-45.9218466531485,-45.2901286724832,-45.0619555308705
-169.5,-84.5,-32.4458375624248,-30.8812766693532,-30.3447577560587,-30.1245306354754
-169.5,-83.5,-33.7878344237389,-32.0241660718117,-31.4594713602038,-31.2387292324346
-169.5,-82.5,-36.3185287298901,-34.3657657706312,-33.6907302625123,-33.4960117502404
-169.5,-81.5,-37.4812904607505,-35.3801809729128,-34.5774059250818,-34.4058948997408
-169.5,-80.5,-37.7883501437626,-35.4729754305505,-34.7006981860922,-34.4763068171839
-169.5,-79.5,-36.718717640798,-34.3227657434567,-33.4829180843951,-33.2807529792367
-169.5,-78.5,-36.8032931111753,-34.2466623234236,-33.4062182940543,-33.1807883977341
-169.5,63.5,-20.6178219809064,-10.67728611764,-10.5675136388171,-10.5304675247571
-169.5,66.5,-24.9748388213771,-14.4103248689403,-14.2871273478364,-14.2470752771017
-168.5,-89.5,-60.8959806180426,-58.5621296754905,-57.8782543581156,-57.4508859350334
-168.5,-88.5,-60.7698670927967,-58.6353168386638,-58.0104311670398,-57.6470594846115
-168.5,-87.5,-56.450181403969,-54.5095842106293,-53.9164104308892,-53.595472654581
-168.5,-86.5,-49.8056891461568,-47.9978442255154,-47.4291836466886,-47.1662135855669
-168.5,-85.5,-47.5595196534979,-46.0132592217731,-45.3587695864682,-45.1333587445425
-168.5,-84.5,-31.9268923490441,-30.364081973955,-29.8366590105263,-29.6121411460719
-168.5,-83.5,-33.7201142304194,-31.9788345374264,-31.4129143060673,-31.187512964161
-168.5,-82.5,-36.1577504799834,-34.2275164021881,-33.552706358227,-33.3570224342069
-168.5,-81.5,-37.3431574774108,-35.2361396864875,-34.4408479748826,-34.2661957597449
-168.5,-80.5,-37.6653639707182,-35.3461175194228,-34.5617012805844,-34.3614357730979
-168.5,-79.5,-36.7103390745286,-34.2977432469632,-33.4511978843532,-33.2516003708533
-168.5,-78.5,-36.7889546444906,-34.2266605524951,-33.3935791851421,-33.1712725991827
-168.5,53.5,-8.39005395301751,-4.18703228625513,-4.13454074885215,-4.10574974385177
-167.5,-89.5,-60.8756607818816,-58.5418208923191,-57.8587571559208,-57.4316192591418
-167.5,-88.5,-60.7290837083544,-58.5974729599902,-57.9749867523976,-57.6114040263961
-167.5,-87.5,-56.1794509766357,-54.2639835084833,-53.6733240589991,-53.353684866959
-167.5,-86.5,-48.8987162204725,-47.160641756228,-46.576245043371,-46.3139753521207
-167.5,-85.5,-48.1464066045625,-46.6313560535865,-45.9860810604218,-45.7634990078855
-167.5,-84.5,-31.5477694125048,-29.9862714045282,-29.4648730543575,-29.2390868330573
-167.5,-83.5,-33.7354247602218,-31.9916050949092,-31.4194786082421,-31.1938977270165
-167.5,-82.5,-36.0789198675326,-34.1553224711256,-33.4809165327677,-33.2786673185194
-167.5,-81.5,-37.2411875610373,-35.1329386767778,-34.3404498738458,-34.1616877015148
-167.5,-80.5,-37.5725912240933,-35.2467915742357,-34.457835108802,-34.274341935716
-167.5,-79.5,-36.7280889124476,-34.2976816531464,-33.4435260656323,-33.2510241548894
-167.5,-78.5,-36.6780383130269,-34.1236728840544,-33.2817347173357,-33.0649529359335
-167.5,53.5,-8.3739727722747,-3.66207192791626,-3.60461786234685,-3.57838286433994
-167.5,60.5,-16.3405153700284,-8.68039220040034,-8.61130783377454,-8.57204900300273
-167.5,65.5,-22.5166749226195,-11.3098903750735,-11.1462636493324,-11.1195895345549
-166.5,-89.5,-60.8557479677456,-58.5219792268106,-57.8397360323795,-57.4128283341597
-166.5,-88.5,-60.6347793177835,-58.5179847614123,-57.9016165326172,-57.5375272062391
-166.5,-87.5,-55.9006537239466,-54.012225311373,-53.4243090924572,-53.1061534332953
-166.5,-86.5,-48.1522428376866,-46.4741696372628,-45.8652504581774,-45.6071769544063
-166.5,-85.5,-46.0584025965205,-44.5554743409157,-43.9217711891044,-43.7023626764098
-166.5,-84.5,-31.5827215559781,-30.0274751982712,-29.4967596416362,-29.273718601604
-166.5,-83.5,-33.7376751941828,-31.9943571558295,-31.4143087868889,-31.1936958801356
-166.5,-82.5,-36.071722164963,-34.1265960550057,-33.4528119466844,-33.2417050201224
-166.5,-81.5,-37.1970394188804,-35.0913014441401,-34.2962627940057,-34.1122355492342
-166.5,-80.5,-37.5193529406296,-35.2021584255839,-34.399426282922,-34.2141054425425
-166.5,-79.5,-36.4519157428563,-34.0324510960755,-33.1889111064197,-32.9921502751738
-166.5,-78.5,-36.5319401877267,-33.9881849206452,-33.1313452869388,-32.9286171990028
-166.5,53.5,-8.1918402772929,-3.85092330990093,-3.79938771270063,-3.77775280403163
-166.5,59.5,-15.5713875596012,-7.94936457159264,-7.87962767477369,-7.84372059031384
-166.5,60.5,-17.2507871959891,-8.36622094775802,-8.27854022424761,-8.23500215142433
-166.5,64.5,-19.8766255431942,-10.1099792160708,-9.97876685703152,-9.93632442068483
-166.5,65.5,-24.5767442385533,-10.8237170014347,-10.603870000737,-10.5774890673226
-166.5,66.5,-23.5714664883379,-13.2761082601804,-13.160836658717,-13.1222296493442
-166.5,68.5,-27.0141787473645,-14.7096659787187,-14.5001655657111,-14.4617318902782
-165.5,-89.5,-60.8166727170348,-58.4875695109367,-57.808016783957,-57.3808711743853
-165.5,-88.5,-60.5575047662216,-58.4504131909091,-57.8386721347858,-57.4741748331201
-165.5,-87.5,-55.6896190851927,-53.8186170146785,-53.2325289448457,-52.9148161557623
-165.5,-86.5,-47.8156770323004,-46.1724107331463,-45.5501425951719,-45.295000936671
-165.5,-85.5,-43.7334463261068,-42.2343730184383,-41.6138464872326,-41.3902353546209
-165.5,-84.5,-31.545961099118,-29.9835806079693,-29.4434955326308,-29.2172743462026
-165.5,-83.5,-33.7762189886915,-32.0216205088639,-31.4341564030874,-31.215485678968
-165.5,-82.5,-36.0616287969219,-34.0937789687766,-33.418934321202,-33.1981621788016
-165.5,-81.5,-37.1610627435148,-35.0618947465587,-34.2619965505387,-34.06880550318
-165.5,-80.5,-37.1810295195186,-34.8746911099083,-34.0635010239725,-33.9099013064471
-165.5,-79.5,-35.9793948412474,-33.590698826671,-32.7547701126037,-32.5670575435562
-165.5,-78.5,-35.942518239149,-33.4405794836968,-32.5826672942452,-32.3988817460236
-165.5,54.5,-8.00101548348154,-4.19080253317952,-4.14597024644723,-4.12618513365006
-165.5,60.5,-17.5483728594014,-7.96991469776565,-7.84344239443349,-7.79704588190153
-165.5,61.5,-19.7321405197893,-8.28941725135249,-8.1036827961456,-8.05971243027924
-165.5,62.5,-19.0637767486008,-9.11475296505328,-8.97669950378212,-8.94013884496535
-165.5,64.5,-21.2859402864639,-10.0486709402264,-9.8840086353726,-9.84547180540698
-165.5,65.5,-25.5626469834841,-10.7080854673293,-10.4284583175111,-10.3842713312912
-165.5,66.5,-24.2247989309153,-12.7743857189281,-12.6284420045088,-12.596043013556
-165.5,68.5,-28.2942883161562,-14.3017491945311,-14.0439033546644,-14.007106830632
-164.5,-89.5,-60.7886720688215,-58.4620699319789,-57.7843136138859,-57.3571519421462
-164.5,-88.5,-60.4975970420454,-58.395231853274,-57.7866667240681,-57.4218624492569
-164.5,-87.5,-55.5875791064331,-53.7269686155313,-53.1432146388328,-52.8330106236573
-164.5,-86.5,-47.092163204721,-45.4654957850065,-44.8379189979162,-44.5847711443409
-164.5,-85.5,-41.6076216142092,-40.1091593080134,-39.4970830691712,-39.2716502614566
-164.5,-84.5,-31.6268981404603,-30.0551527454094,-29.5061130643157,-29.2775072988904
-164.5,-83.5,-33.8238065551592,-32.0536232949658,-31.4589451505315,-31.2379733084923
-164.5,-82.5,-36.0508064253522,-34.0584880431219,-33.3863867096849,-33.1611062818695
-164.5,-81.5,-37.0174780887685,-34.9264892554054,-34.1287219988653,-33.9300093646679
-164.5,-80.5,-36.7877307561359,-34.4904214264475,-33.6924887678386,-33.54318525545
-164.5,-79.5,-35.5574712562774,-33.1961334704319,-32.3600782280699,-32.1772293050114
-164.5,-78.5,-35.2978025747197,-32.8616078408169,-31.9905716596806,-31.814833403477
-164.5,54.5,-8.89355699803148,-3.99608169463748,-3.93568953490821,-3.91158654991941
-164.5,60.5,-18.8962481597705,-7.39866359860866,-7.21034121115385,-7.15528316281179
-164.5,61.5,-21.4888258410352,-7.52644905672929,-7.24585194688656,-7.19068406592879
-164.5,62.5,-21.2612306225945,-8.28562372485746,-8.04886470617301,-8.01005407780758
-164.5,63.5,-18.577244747643,-9.54482870745031,-9.4032463602926,-9.35885529326222
-164.5,64.5,-21.4573711646455,-9.84424576200136,-9.6445690338778,-9.61047987136488
-164.5,65.5,-25.8437838247844,-10.7686153421445,-10.445191029721,-10.4005599451171
-164.5,66.5,-24.3443820540394,-12.2835242954738,-12.0999025298202,-12.065720485989
-164.5,67.5,-25.2207270691437,-13.1193813992487,-12.8908071083822,-12.8569516251735
-164.5,68.5,-29.2157083396401,-14.0176781834768,-13.7060937004575,-13.6628596580081
-163.5,-89.5,-60.7733924418688,-58.446661041677,-57.7696114750135,-57.3427070600235
-163.5,-88.5,-60.4502353338259,-58.3485634195895,-57.7420081182782,-57.3769742594453
-163.5,-87.5,-55.5780648682799,-53.7217999855563,-53.1386478768728,-52.8305789800461
-163.5,-86.5,-46.4234324313966,-44.7986373894981,-44.1722225734493,-43.9202973976199
-163.5,-85.5,-38.7654973184424,-37.2620636004489,-36.6489702873331,-36.4273295783985
-163.5,-84.5,-31.7269963848804,-30.1465500407405,-29.588846787358,-29.3580478550797
-163.5,-83.5,-33.8353978633481,-32.0580776717949,-31.4558130869553,-31.2403155957836
-163.5,-82.5,-35.9257283903459,-33.939961189259,-33.2703385599312,-33.0380658134641
-163.5,-81.5,-36.6122821791297,-34.5281344727664,-33.7609958082601,-33.5487183223168
-163.5,-80.5,-36.3750772084509,-34.099926814957,-33.3037151175218,-33.1572462254137
-163.5,-79.5,-35.3069170250957,-32.9697151275279,-32.1432423605805,-31.964668739478
-163.5,-78.5,-34.5662283158728,-32.1857828885317,-31.3223721909775,-31.157057733313
-163.5,54.5,-8.78066968967739,-4.19385697073503,-4.12847051473479,-4.11084727460982
-163.5,55.5,-8.97491442135402,-4.86573817158517,-4.79575094575068,-4.77651570978157
-163.5,59.5,-15.1422864679779,-7.58519143278964,-7.52177767399009,-7.47573117816182
-163.5,60.5,-20.1059123313853,-6.70176447874733,-6.49645809266421,-6.42325589484241
-163.5,61.5,-21.3979417666793,-7.267497694144,-6.97207985799799,-6.91859477883338
-163.5,62.5,-22.3567610428802,-7.83612472136188,-7.54178903796544,-7.49455246800342
-163.5,63.5,-18.9037500616695,-9.29623244050461,-9.16142858780721,-9.12588719235343
-163.5,64.5,-21.3542020848819,-9.68175023907775,-9.47976077263999,-9.44397254950563
-163.5,65.5,-26.2454796160039,-11.0264702396512,-10.6931381902246,-10.6505463269484
-163.5,66.5,-23.7036446878287,-12.066445216164,-11.8768753892822,-11.8421827646693
-163.5,67.5,-27.1915410254683,-12.9136175467145,-12.6272796250361,-12.5893294268698
-163.5,68.5,-30.2618357828685,-14.7419554979082,-14.4078428910482,-14.3620327829056
-163.5,69.5,-29.0940214082599,-16.1635335912975,-15.9133733137164,-15.8725669723732
-162.5,-89.5,-60.7788430274597,-58.4479129962424,-57.7698926599608,-57.3436640178325
-162.5,-88.5,-60.4205611865435,-58.3144916287429,-57.7084588534287,-57.3433004118139
-162.5,-87.5,-55.5813783888306,-53.7238934866476,-53.1397418833737,-52.8255955039257
-162.5,-86.5,-46.5319505915844,-44.8945042148232,-44.2756447998868,-44.0241829663622
-162.5,-85.5,-35.6648971722594,-34.1501268817777,-33.5278365566097,-33.3138549922823
-162.5,-84.5,-31.8533588366849,-30.2536809130015,-29.6880735344653,-29.4588376309146
-162.5,-83.5,-33.877905785951,-32.0819421192365,-31.4677388033874,-31.2567590793151
-162.5,-82.5,-35.7548988589751,-33.7830702844862,-33.1159179286588,-32.8779188433751
-162.5,-81.5,-36.1750239270939,-34.1026907384805,-33.3448646520198,-33.1499920182396
-162.5,-80.5,-35.9401851225112,-33.6906146959148,-32.8869510990168,-32.7537842452349
