"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo"
-179.5,-89.5,-61.1785970683609,-59.319675632034,-59.319675632034
-179.5,-88.5,-61.0979875721037,-59.3558064355515,-59.3558064355515
-179.5,-87.5,-58.4617086491414,-56.8092425728483,-56.8092425728483
-179.5,-86.5,-54.8094898454845,-53.2115327942784,-53.2115327942784
-179.5,-85.5,-50.6314273097153,-49.0429807106765,-49.0429807106765
-179.5,-84.5,-37.7185719884932,-36.0736642008381,-36.0736642008381
-179.5,-83.5,-34.2995442104925,-32.4623748522318,-32.4623748522318
-179.5,-82.5,-36.6368923512953,-34.5633649424118,-34.5633649424118
-179.5,-81.5,-38.156231676521,-35.8765447536749,-35.8765447536749
-179.5,-80.5,-38.6358654442642,-36.2174245387316,-36.2174245387316
-179.5,-79.5,-37.6917780192835,-35.2271191480969,-35.2271191480969
-179.5,-78.5,-36.9533152966627,-34.3896365494068,-34.3896365494068
-179.5,65.5,-23.8809806421399,-13.202343725323,-13.202343725323
-179.5,66.5,-28.7617385766336,-15.2698604151074,-15.2698604151074
-179.5,67.5,-32.0425470953541,-17.1535643852892,-17.1535643852892
-179.5,68.5,-32.872713459017,-18.3568520764599,-18.3568520764599
-179.5,70.5,-29.1027645299876,-19.3557951000563,-19.3557951000563
-179.5,71.5,-31.1200736652528,-19.6884934701558,-19.6884934701558
-178.5,-89.5,-61.1516194523445,-59.2928513866982,-59.2928513866982
-178.5,-88.5,-61.0555979937315,-59.3172031595438,-59.3172031595438
-178.5,-87.5,-58.3300055629441,-56.687084577818,-56.687084577818
-178.5,-86.5,-54.6195345953107,-53.036702858507,-53.036702858507
-178.5,-85.5,-49.1381001442139,-47.5750222582636,-47.5750222582636
-178.5,-84.5,-37.1070113229964,-35.4893789356574,-35.4893789356574
-178.5,-83.5,-34.2379235657331,-32.4135545478868,-32.4135545478868
-178.5,-82.5,-36.7365265770682,-34.6602478683061,-34.6602478683061
-178.5,-81.5,-38.2596242621275,-35.9713436044753,-35.9713436044753
-178.5,-80.5,-38.7228217543236,-36.2941131987742,-36.2941131987742
-178.5,-79.5,-37.7781088903546,-35.3050888188316,-35.3050888188316
-178.5,-78.5,-37.2182839279728,-34.6083966036194,-34.6083966036194
-178.5,65.5,-22.7197777671473,-13.3267387898004,-13.3267387898004
-178.5,66.5,-28.6617450090391,-15.3177944147489,-15.3177944147489
-178.5,67.5,-31.5770576119955,-16.7774307913768,-16.7774307913768
-178.5,68.5,-30.5785042901124,-17.620809838464,-17.620809838464
-178.5,71.5,-30.5168435483107,-19.4939173037342,-19.4939173037342
-177.5,-89.5,-61.1177328963365,-59.2604479564088,-59.2604479564088
-177.5,-88.5,-61.0006008092846,-59.268247352607,-59.268247352607
-177.5,-87.5,-58.1707123573337,-56.5365585161639,-56.5365585161639
-177.5,-86.5,-54.3973774867398,-52.8283012598919,-52.8283012598919
-177.5,-85.5,-46.38655602304,-44.8397960922814,-44.8397960922814
-177.5,-84.5,-36.1444257687245,-34.5445426324981,-34.5445426324981
-177.5,-83.5,-34.2261439962046,-32.4042466908028,-32.4042466908028
-177.5,-82.5,-36.892138156827,-34.8012802675899,-34.8012802675899
-177.5,-81.5,-38.3725206728226,-36.0717842947159,-36.0717842947159
-177.5,-80.5,-38.802219662496,-36.3625185474753,-36.3625185474753
-177.5,-79.5,-37.8996164680592,-35.4142989126034,-35.4142989126034
-177.5,-78.5,-37.4646386943491,-34.8059577146678,-34.8059577146678
-177.5,51.5,-10.0946664472776,-5.8719137530275,-5.8719137530275
-177.5,65.5,-23.3577019235918,-13.5038932114942,-13.5038932114942
-177.5,66.5,-29.4075937039086,-15.6900443711495,-15.6900443711495
-177.5,67.5,-31.324014687751,-16.5057569749121,-16.5057569749121
-177.5,68.5,-28.8977938307449,-17.6067300261974,-17.6067300261974
-177.5,71.5,-29.1315743143803,-19.2887432834932,-19.2887432834932
-176.5,-89.5,-61.0767318713878,-59.2221750413733,-59.2221750413733
-176.5,-88.5,-60.9525546712535,-59.2246834031373,-59.2246834031373
-176.5,-87.5,-57.9887064078024,-56.3611024011991,-56.3611024011991
-176.5,-86.5,-54.1784252322146,-52.6176009117493,-52.6176009117493
-176.5,-85.5,-45.7008171232683,-44.1622174881931,-44.1622174881931
-176.5,-84.5,-33.7958173759282,-32.2039929721704,-32.2039929721704
-176.5,-83.5,-34.2614699192877,-32.4318601658568,-32.4318601658568
-176.5,-82.5,-37.0816506077136,-34.9681756094032,-34.9681756094032
-176.5,-81.5,-38.4955624774498,-36.1761028060956,-36.1761028060956
-176.5,-80.5,-38.8767587031637,-36.4250904153866,-36.4250904153866
-176.5,-79.5,-38.0041006482073,-35.5039670707392,-35.5039670707392
-176.5,-78.5,-37.6474864303001,-34.9416808813378,-34.9416808813378
-176.5,-43.5,0.561639417055994,1.63106538237605,1.63106538237605
-176.5,51.5,-9.94918917724114,-5.84289376524144,-5.84289376524144
-176.5,65.5,-24.2952252651964,-13.4193446086413,-13.4193446086413
-176.5,66.5,-29.6032891563007,-15.6908033141888,-15.6908033141888
-176.5,67.5,-30.9544958566981,-16.5290541299209,-16.5290541299209
-175.5,-89.5,-61.0424903686557,-59.1891955676888,-59.1891955676888
-175.5,-88.5,-60.9153109553669,-59.1900214475513,-59.1900214475513
-175.5,-87.5,-57.7628322663052,-56.13880567854,-56.13880567854
-175.5,-86.5,-53.9620102305497,-52.4039750665692,-52.4039750665692
-175.5,-85.5,-46.5262152688844,-44.9881339238691,-44.9881339238691
-175.5,-84.5,-34.6724079094827,-33.0812266714073,-33.0812266714073
-175.5,-83.5,-34.3425259696453,-32.4953428795162,-32.4953428795162
-175.5,-82.5,-37.286213656302,-35.143767639223,-35.143767639223
-175.5,-81.5,-38.6354225023184,-36.2923581426697,-36.2923581426697
-175.5,-80.5,-38.9300643337624,-36.4682806904295,-36.4682806904295
-175.5,-79.5,-38.0291018462607,-35.4961422389639,-35.4961422389639
-175.5,-78.5,-37.6249771122422,-34.8756336951894,-34.8756336951894
-175.5,64.5,-20.2991912194661,-12.3828262037465,-12.3828262037465
-175.5,65.5,-26.1248681021368,-13.5540419318846,-13.5540419318846
-175.5,66.5,-29.3324616913285,-15.8748603500545,-15.8748603500545
-175.5,67.5,-29.8343217311161,-16.9933983070687,-16.9933983070687
-174.5,-89.5,-61.0179218410381,-59.1639600661716,-59.1639600661716
-174.5,-88.5,-60.8893105815564,-59.1641259147253,-59.1641259147253
-174.5,-87.5,-57.5417683256524,-55.9188057012856,-55.9188057012856
-174.5,-86.5,-53.6803416492684,-52.1203002728788,-52.1203002728788
-174.5,-85.5,-49.386536658236,-47.8412583476199,-47.8412583476199
-174.5,-84.5,-35.6386610691036,-34.0388983227313,-34.0388983227313
-174.5,-83.5,-34.4606622759652,-32.5877844982914,-32.5877844982914
-174.5,-82.5,-37.4906817469214,-35.3162306222532,-35.3162306222532
-174.5,-81.5,-38.5786932723991,-36.2449900281749,-36.2449900281749
-174.5,-80.5,-38.6942409598934,-36.2677791508713,-36.2677791508713
-174.5,-79.5,-37.7431895257639,-35.166142872242,-35.166142872242
-174.5,-78.5,-37.4662371045777,-34.6807919191729,-34.6807919191729
-174.5,52.5,-9.40716236680746,-5.77455605887808,-5.77455605887808
-174.5,64.5,-21.6816102366362,-11.9661103872644,-11.9661103872644
-174.5,65.5,-27.331297064679,-13.5344969349071,-13.5344969349071
-174.5,66.5,-28.9829468654203,-15.9666959592973,-15.9666959592973
-174.5,67.5,-28.4552786300225,-17.3256129125577,-17.3256129125577
-173.5,-89.5,-61.0023377359978,-59.1461895449087,-59.1461895449087
-173.5,-88.5,-60.8728633930641,-59.1457415588175,-59.1457415588175
-173.5,-87.5,-57.3687424932207,-55.7441228736192,-55.7441228736192
-173.5,-86.5,-53.349302293786,-51.7857266899198,-51.7857266899198
-173.5,-85.5,-50.5755729264447,-49.0181957703084,-49.0181957703084
-173.5,-84.5,-35.4114477756832,-33.7932224707412,-33.7932224707412
-173.5,-83.5,-34.6676438353024,-32.7511261185365,-32.7511261185365
-173.5,-82.5,-37.401862524982,-35.2445312049506,-35.2445312049506
-173.5,-81.5,-38.3274504770373,-36.0357548865889,-36.0357548865889
-173.5,-80.5,-38.5131177882531,-36.0480748764638,-36.0480748764638
-173.5,-79.5,-37.4650084967459,-34.845415747618,-34.845415747618
-173.5,-78.5,-37.29999316207,-34.4840980356825,-34.4840980356825
-173.5,64.5,-23.0251284773861,-12.3362181472725,-12.3362181472725
-173.5,65.5,-27.1710893046111,-13.3170170564204,-13.3170170564204
-173.5,66.5,-29.5773729496769,-16.0471668297381,-16.0471668297381
-173.5,67.5,-27.6656152869974,-17.4839466697403,-17.4839466697403
-172.5,-89.5,-60.9818900278636,-59.1247555518257,-59.1247555518257
-172.5,-88.5,-60.8655231835587,-59.1346300721356,-59.1346300721356
-172.5,-87.5,-57.2256470231073,-55.596156908891,-55.596156908891
-172.5,-86.5,-52.913362666113,-51.3422660134733,-51.3422660134733
-172.5,-85.5,-52.3098920464516,-50.7381240352988,-50.7381240352988
-172.5,-84.5,-34.4758660908256,-32.8376463275403,-32.8376463275403
-172.5,-83.5,-34.4505668053137,-32.5701859073181,-32.5701859073181
-172.5,-82.5,-37.0980555617384,-34.9904156235911,-34.9904156235911
-172.5,-81.5,-38.0386831771516,-35.791589144298,-35.791589144298
-172.5,-80.5,-38.3102081519419,-35.8088217709213,-35.8088217709213
-172.5,-79.5,-37.1922334948289,-34.5331213186894,-34.5331213186894
-172.5,-78.5,-37.1362290503723,-34.2947527032346,-34.2947527032346
-172.5,-13.5,18.1777940886095,18.4396185733473,18.4396185733473
-172.5,60.5,-15.9864634171128,-9.78385627124725,-9.78385627124725
-172.5,64.5,-21.5810383177762,-11.8658178361044,-11.8658178361044
-172.5,65.5,-26.062887261595,-13.0264694235687,-13.0264694235687
-172.5,66.5,-30.752234487475,-15.929264703832,-15.929264703832
-171.5,-89.5,-60.9584414890834,-59.1011368202312,-59.1011368202312
-171.5,-88.5,-60.8475539160626,-59.1152074922475,-59.1152074922475
-171.5,-87.5,-57.0668397952403,-55.4324054734515,-55.4324054734515
-171.5,-86.5,-52.2252934400524,-50.64432343037,-50.64432343037
-171.5,-85.5,-53.4481786446912,-51.8583411103913,-51.8583411103913
-171.5,-84.5,-33.4491669056671,-31.8225553113701,-31.8225553113701
-171.5,-83.5,-34.1916968790781,-32.3544520877568,-32.3544520877568
-171.5,-82.5,-36.8211522726076,-34.7522101764168,-34.7522101764168
-171.5,-81.5,-37.8387092958604,-35.5726976906615,-35.5726976906615
-171.5,-80.5,-38.1219902555483,-35.5890749131462,-35.5890749131462
-171.5,-79.5,-36.9906446863498,-34.293666092333,-34.293666092333
-171.5,-78.5,-36.9914093527411,-34.1284579931625,-34.1284579931625
-171.5,-13.5,18.2178952221892,18.5608422020771,18.5608422020771
-171.5,63.5,-20.6572469843285,-11.8159462142397,-11.8159462142397
-171.5,65.5,-24.5150077234421,-13.0266666341396,-13.0266666341396
-171.5,66.5,-29.2246634594032,-15.5058033951691,-15.5058033951691
-170.5,-89.5,-60.9383545406163,-59.0805790625513,-59.0805790625513
-170.5,-88.5,-60.8231678659362,-59.090679443142,-59.090679443142
-170.5,-87.5,-56.8476692233767,-55.2135965117919,-55.2135965117919
-170.5,-86.5,-51.4098028645984,-49.8281594572589,-49.8281594572589
-170.5,-85.5,-50.1911164694067,-48.6055529288948,-48.6055529288948
-170.5,-84.5,-33.1202693703983,-31.5312683139994,-31.5312683139994
-170.5,-83.5,-33.9566853111061,-32.1576973766621,-32.1576973766621
-170.5,-82.5,-36.5546963851367,-34.5196626209255,-34.5196626209255
-170.5,-81.5,-37.6510000806501,-35.3611209535173,-35.3611209535173
-170.5,-80.5,-37.9459167632407,-35.3863721614437,-35.3863721614437
-170.5,-79.5,-36.8336736653266,-34.1038274413773,-34.1038274413773
-170.5,-78.5,-36.875618190957,-33.9966261063835,-33.9966261063835
-170.5,63.5,-21.2490118050981,-11.4325975423872,-11.4325975423872
-170.5,65.5,-22.6453937996711,-12.5493236965899,-12.5493236965899
-170.5,66.5,-27.065972673893,-14.9966562886456,-14.9966562886456
-169.5,-89.5,-60.9183119129922,-59.0602393564635,-59.0602393564635
-169.5,-88.5,-60.7988079005054,-59.0660527798214,-59.0660527798214
-169.5,-87.5,-56.6452405014208,-55.011294898444,-55.011294898444
-169.5,-86.5,-50.6166945739516,-49.0342228369787,-49.0342228369787
-169.5,-85.5,-47.5316688826574,-45.970925620624,-45.970925620624
-169.5,-84.5,-32.4458375624248,-30.8812766693532,-30.8812766693532
-169.5,-83.5,-33.7878344237389,-32.0144186723545,-32.0144186723545
-169.5,-82.5,-36.3185287298901,-34.3077940589349,-34.3077940589349
-169.5,-81.5,-37.4812904607505,-35.1726685050343,-35.1726685050343
-169.5,-80.5,-37.7883501437626,-35.2082177126514,-35.2082177126514
-169.5,-79.5,-36.718717640798,-33.9621157501957,-33.9621157501957
-169.5,-78.5,-36.8032931111753,-33.9160803953452,-33.9160803953452
-169.5,63.5,-20.6178219809064,-10.8882553256427,-10.8882553256427
-169.5,66.5,-24.9748388213771,-14.6752868425278,-14.6752868425278
-168.5,-89.5,-60.8959806180426,-59.0377975460142,-59.0377975460142
-168.5,-88.5,-60.7698670927967,-59.0374579073462,-59.0374579073462
-168.5,-87.5,-56.450181403969,-54.8163929578449,-54.8163929578449
-168.5,-86.5,-49.8056891461568,-48.2279992026676,-48.2279992026676
-168.5,-85.5,-47.5595196534979,-46.0215696672244,-46.0215696672244
-168.5,-84.5,-31.9268923490441,-30.364081973955,-30.364081973955
-168.5,-83.5,-33.7201142304194,-31.9526149421797,-31.9526149421797
-168.5,-82.5,-36.1577504799834,-34.1496987813552,-34.1496987813552
-168.5,-81.5,-37.3431574774108,-35.0225020409695,-35.0225020409695
-168.5,-80.5,-37.6653639707182,-35.0735948297062,-35.0735948297062
-168.5,-79.5,-36.7103390745286,-33.9311179866349,-33.9311179866349
-168.5,-78.5,-36.7889546444906,-33.9021069882704,-33.9021069882704
-168.5,53.5,-8.39005395301751,-4.7292432256309,-4.7292432256309
-167.5,-89.5,-60.8756607818816,-59.0174593379987,-59.0174593379987
-167.5,-88.5,-60.7290837083544,-58.9987346567812,-58.9987346567812
-167.5,-87.5,-56.1794509766357,-54.5624055708093,-54.5624055708093
-167.5,-86.5,-48.8987162204725,-47.3547102073207,-47.3547102073207
-167.5,-85.5,-48.1464066045625,-46.6313560535865,-46.6313560535865
-167.5,-84.5,-31.5477694125048,-29.9862714045282,-29.9862714045282
-167.5,-83.5,-33.7354247602218,-31.9577697518947,-31.9577697518947
-167.5,-82.5,-36.0789198675326,-34.0688227950462,-34.0688227950462
-167.5,-81.5,-37.2411875610373,-34.9175973024219,-34.9175973024219
-167.5,-80.5,-37.5725912240933,-34.9792839236557,-34.9792839236557
-167.5,-79.5,-36.7280889124476,-33.9284177968545,-33.9284177968545
-167.5,-78.5,-36.6780383130269,-33.7730122339779,-33.7730122339779
-167.5,53.5,-8.3739727722747,-4.23935535640589,-4.23935535640589
-167.5,60.5,-16.3405153700284,-8.88960471151206,-8.88960471151206
-167.5,65.5,-22.5166749226195,-11.4951004122517,-11.4951004122517
-166.5,-89.5,-60.8557479677456,-58.9975757067757,-58.9975757067757
-166.5,-88.5,-60.6347793177835,-58.9161656623573,-58.9161656623573
-166.5,-87.5,-55.9006537239466,-54.3018330332956,-54.3018330332956
-166.5,-86.5,-48.1522428376866,-46.6293944842049,-46.6293944842049
-166.5,-85.5,-46.0584025965205,-44.5554743409157,-44.5554743409157
-166.5,-84.5,-31.5827215559781,-30.0180306048132,-30.0180306048132
-166.5,-83.5,-33.7376751941828,-31.9520064452929,-31.9520064452929
-166.5,-82.5,-36.071722164963,-34.0392566617046,-34.0392566617046
-166.5,-81.5,-37.1970394188804,-34.877969061264,-34.877969061264
-166.5,-80.5,-37.5193529406296,-34.9365913415594,-34.9365913415594
-166.5,-79.5,-36.4519157428563,-33.6366651170155,-33.6366651170155
-166.5,-78.5,-36.5319401877267,-33.6211113407676,-33.6211113407676
-166.5,53.5,-8.1918402772929,-4.42250455420997,-4.42250455420997
-166.5,59.5,-15.5713875596012,-8.12895276196874,-8.12895276196874
-166.5,60.5,-17.2507871959891,-8.58028584198801,-8.58028584198801
-166.5,64.5,-19.8766255431942,-10.3165145270282,-10.3165145270282
-166.5,65.5,-24.5767442385533,-11.0287185388662,-11.0287185388662
-166.5,66.5,-23.5714664883379,-13.4028712970444,-13.4028712970444
-166.5,68.5,-27.0141787473645,-14.7823651213365,-14.7823651213365
-165.5,-89.5,-60.8166727170348,-58.9625394368278,-58.9625394368278
-165.5,-88.5,-60.5575047662216,-58.8465197789749,-58.8465197789749
-165.5,-87.5,-55.6896190851927,-54.1015646894595,-54.1015646894595
-165.5,-86.5,-47.8156770323004,-46.3045322324016,-46.3045322324016
-165.5,-85.5,-43.7334463261068,-42.2343730184383,-42.2343730184383
-165.5,-84.5,-31.545961099118,-29.9689521377374,-29.9689521377374
-165.5,-83.5,-33.7762189886915,-31.9751235062523,-31.9751235062523
-165.5,-82.5,-36.0616287969219,-34.0066172799362,-34.0066172799362
-165.5,-81.5,-37.1610627435148,-34.8527624178146,-34.8527624178146
-165.5,-80.5,-37.1810295195186,-34.5924409572035,-34.5924409572035
-165.5,-79.5,-35.9793948412474,-33.1814198942655,-33.1814198942655
-165.5,-78.5,-35.942518239149,-33.0544887028368,-33.0544887028368
-165.5,54.5,-8.00101548348154,-4.62166845251673,-4.62166845251673
-165.5,60.5,-17.5483728594014,-8.17446546615767,-8.17446546615767
-165.5,61.5,-19.7321405197893,-8.46908460309995,-8.46908460309995
-165.5,62.5,-19.0637767486008,-9.30506502350526,-9.30506502350526
-165.5,64.5,-21.2859402864639,-10.3037291588766,-10.3037291588766
-165.5,65.5,-25.5626469834841,-10.8855927273276,-10.8855927273276
-165.5,66.5,-24.2247989309153,-12.8770437735532,-12.8770437735532
-165.5,68.5,-28.2942883161562,-14.3569131405403,-14.3569131405403
-164.5,-89.5,-60.7886720688215,-58.9366865036743,-58.9366865036743
-164.5,-88.5,-60.4975970420454,-58.7902563373026,-58.7902563373026
-164.5,-87.5,-55.5875791064331,-54.0048318913739,-54.0048318913739
-164.5,-86.5,-47.092163204721,-45.5858735736992,-45.5858735736992
-164.5,-85.5,-41.6076216142092,-40.1091593080134,-40.1091593080134
-164.5,-84.5,-31.6268981404603,-30.0363064363599,-30.0363064363599
-164.5,-83.5,-33.8238065551592,-32.0047793120146,-32.0047793120146
-164.5,-82.5,-36.0508064253522,-33.9727111038353,-33.9727111038353
-164.5,-81.5,-37.0174780887685,-34.7169465668233,-34.7169465668233
-164.5,-80.5,-36.7877307561359,-34.1979445682173,-34.1979445682173
-164.5,-79.5,-35.5574712562774,-32.7830674734366,-32.7830674734366
-164.5,-78.5,-35.2978025747197,-32.4426964458078,-32.4426964458078
-164.5,54.5,-8.89355699803148,-4.47380640331124,-4.47380640331124
-164.5,60.5,-18.8962481597705,-7.54910131884677,-7.54910131884677
-164.5,61.5,-21.4888258410352,-7.69936289904373,-7.69936289904373
-164.5,62.5,-21.2612306225945,-8.48672482982012,-8.48672482982012
-164.5,63.5,-18.577244747643,-9.77906547071678,-9.77906547071678
-164.5,64.5,-21.4573711646455,-10.106573957533,-10.106573957533
-164.5,65.5,-25.8437838247844,-10.92701528701,-10.92701528701
-164.5,66.5,-24.3443820540394,-12.378685064848,-12.378685064848
-164.5,67.5,-25.2207270691437,-13.1875489104965,-13.1875489104965
-164.5,68.5,-29.2157083396401,-14.0434125010534,-14.0434125010534
-163.5,-89.5,-60.7733924418688,-58.921254559287,-58.921254559287
-163.5,-88.5,-60.4502353338259,-58.7433154647239,-58.7433154647239
-163.5,-87.5,-55.5780648682799,-53.9959332004988,-53.9959332004988
-163.5,-86.5,-46.4234324313966,-44.9164446192661,-44.9164446192661
-163.5,-85.5,-38.7654973184424,-37.2620636004489,-37.2620636004489
-163.5,-84.5,-31.7269963848804,-30.1234456045553,-30.1234456045553
-163.5,-83.5,-33.8353978633481,-32.0042252869744,-32.0042252869744
-163.5,-82.5,-35.9257283903459,-33.8454118271491,-33.8454118271491
-163.5,-81.5,-36.6122821791297,-34.3068723620581,-34.3068723620581
-163.5,-80.5,-36.3750772084509,-33.7915454383407,-33.7915454383407
-163.5,-79.5,-35.3069170250957,-32.5592726786887,-32.5592726786887
-163.5,-78.5,-34.5662283158728,-31.7584604712203,-31.7584604712203
-163.5,54.5,-8.78066968967739,-4.64294438247983,-4.64294438247983
-163.5,55.5,-8.97491442135402,-5.095257322743,-5.095257322743
-163.5,59.5,-15.1422864679779,-7.85114248903734,-7.85114248903734
-163.5,60.5,-20.1059123313853,-6.84152397506294,-6.84152397506294
-163.5,61.5,-21.3979417666793,-7.39791859499223,-7.39791859499223
-163.5,62.5,-22.3567610428802,-8.01193986481854,-8.01193986481854
-163.5,63.5,-18.9037500616695,-9.57129616203053,-9.57129616203053
-163.5,64.5,-21.3542020848819,-9.95554399294113,-9.95554399294113
-163.5,65.5,-26.2454796160039,-11.1965639890083,-11.1965639890083
-163.5,66.5,-23.7036446878287,-12.1895219227618,-12.1895219227618
-163.5,67.5,-27.1915410254683,-12.9420267860379,-12.9420267860379
-163.5,68.5,-30.2618357828685,-14.7834152388431,-14.7834152388431
