"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","low_at_min_elev","low_elev_x_cold_dormancy","low_elev_x_hot_dormancy"
-170.5,-80.5,-37.9459167632407,-35.3863721614437,-35.3863721614437,-37.9459167632407,-35.3863721614437,-35.3863721614437
-170.5,-79.5,-36.8336736653266,-34.1038274413773,-34.1038274413773,-36.8336736653266,-34.1038274413773,-34.1038274413773
-170.5,-78.5,-36.875618190957,-33.9966261063835,-33.9966261063835,-36.875618190957,-33.9966261063835,-33.9966261063835
-170.5,63.5,-21.2490118050981,-11.4325975423872,-11.4325975423872,-21.12389399025,-11.3074797275391,-11.3074797275391
-170.5,65.5,-22.6453937996711,-12.5493236965899,-12.5493236965899,-22.4774343030614,-12.3813641999802,-12.3813641999802
-170.5,66.5,-27.065972673893,-14.9966562886456,-14.9966562886456,-26.8622352710254,-14.792918885778,-14.792918885778
-169.5,-89.5,-60.9183119129922,-59.0602393564635,-59.0602393564635,-60.9183119129922,-59.0602393564635,-59.0602393564635
-169.5,-88.5,-60.7988079005054,-59.0660527798214,-59.0660527798214,-60.7988079005054,-59.0660527798214,-59.0660527798214
-169.5,-87.5,-56.6452405014208,-55.011294898444,-55.011294898444,-56.6452405014208,-55.011294898444,-55.011294898444
-169.5,-86.5,-50.6166945739516,-49.0342228369787,-49.0342228369787,-50.6166945739516,-49.0342228369787,-49.0342228369787
-169.5,-85.5,-47.5316688826574,-45.970925620624,-45.970925620624,-47.5316688826574,-45.970925620624,-45.970925620624
-169.5,-84.5,-32.4458375624248,-30.8812766693532,-30.8812766693532,-32.4458375624248,-30.8812766693532,-30.8812766693532
-169.5,-83.5,-33.7878344237389,-32.0144186723545,-32.0144186723545,-33.7878344237389,-32.0144186723545,-32.0144186723545
-169.5,-82.5,-36.3185287298901,-34.3077940589349,-34.3077940589349,-36.3185287298901,-34.3077940589349,-34.3077940589349
-169.5,-81.5,-37.4812904607505,-35.1726685050343,-35.1726685050343,-37.4812904607505,-35.1726685050343,-35.1726685050343
-169.5,-80.5,-37.7883501437626,-35.2082177126514,-35.2082177126514,-37.7883501437626,-35.2082177126514,-35.2082177126514
-169.5,-79.5,-36.718717640798,-33.9621157501957,-33.9621157501957,-36.718717640798,-33.9621157501957,-33.9621157501957
-169.5,-78.5,-36.8032931111753,-33.9160803953452,-33.9160803953452,-36.8032931111753,-33.9160803953452,-33.9160803953452
-169.5,63.5,-20.6178219809064,-10.8882553256427,-10.8882553256427,-20.5807854965689,-10.8512188413052,-10.8512188413052
-169.5,66.5,-24.9748388213771,-14.6752868425278,-14.6752868425278,-24.9310051339447,-14.6314531550954,-14.6314531550954
-168.5,-89.5,-60.8959806180426,-59.0377975460142,-59.0377975460142,-60.8959806180426,-59.0377975460142,-59.0377975460142
-168.5,-88.5,-60.7698670927967,-59.0374579073462,-59.0374579073462,-60.7698670927967,-59.0374579073462,-59.0374579073462
-168.5,-87.5,-56.450181403969,-54.8163929578449,-54.8163929578449,-56.450181403969,-54.8163929578449,-54.8163929578449
-168.5,-86.5,-49.8056891461568,-48.2279992026676,-48.2279992026676,-49.8056891461568,-48.2279992026676,-48.2279992026676
-168.5,-85.5,-47.5595196534979,-46.0215696672244,-46.0215696672244,-47.5595196534979,-46.0215696672244,-46.0215696672244
-168.5,-84.5,-31.9268923490441,-30.364081973955,-30.364081973955,-31.9268923490441,-30.364081973955,-30.364081973955
-168.5,-83.5,-33.7201142304194,-31.9526149421797,-31.9526149421797,-33.7201142304194,-31.9526149421797,-31.9526149421797
-168.5,-82.5,-36.1577504799834,-34.1496987813552,-34.1496987813552,-36.1577504799834,-34.1496987813552,-34.1496987813552
-168.5,-81.5,-37.3431574774108,-35.0225020409695,-35.0225020409695,-37.3431574774108,-35.0225020409695,-35.0225020409695
-168.5,-80.5,-37.6653639707182,-35.0735948297062,-35.0735948297062,-37.6653639707182,-35.0735948297062,-35.0735948297062
-168.5,-79.5,-36.7103390745286,-33.9311179866349,-33.9311179866349,-36.7103390745286,-33.9311179866349,-33.9311179866349
-168.5,-78.5,-36.7889546444906,-33.9021069882704,-33.9021069882704,-36.7889546444906,-33.9021069882704,-33.9021069882704
-168.5,53.5,-8.39005395301751,-4.7292432256309,-4.7292432256309,-8.1034554218048,-4.44264469441819,-4.44264469441819
-167.5,-89.5,-60.8756607818816,-59.0174593379987,-59.0174593379987,-60.8756607818816,-59.0174593379987,-59.0174593379987
-167.5,-88.5,-60.7290837083544,-58.9987346567812,-58.9987346567812,-60.7290837083544,-58.9987346567812,-58.9987346567812
-167.5,-87.5,-56.1794509766357,-54.5624055708093,-54.5624055708093,-56.1794509766357,-54.5624055708093,-54.5624055708093
-167.5,-86.5,-48.8987162204725,-47.3547102073207,-47.3547102073207,-48.8987162204725,-47.3547102073207,-47.3547102073207
-167.5,-85.5,-48.1464066045625,-46.6313560535865,-46.6313560535865,-48.1464066045625,-46.6313560535865,-46.6313560535865
-167.5,-84.5,-31.5477694125048,-29.9862714045282,-29.9862714045282,-31.5477694125048,-29.9862714045282,-29.9862714045282
-167.5,-83.5,-33.7354247602218,-31.9577697518947,-31.9577697518947,-33.7354247602218,-31.9577697518947,-31.9577697518947
-167.5,-82.5,-36.0789198675326,-34.0688227950462,-34.0688227950462,-36.0789198675326,-34.0688227950462,-34.0688227950462
-167.5,-81.5,-37.2411875610373,-34.9175973024219,-34.9175973024219,-37.2411875610373,-34.9175973024219,-34.9175973024219
-167.5,-80.5,-37.5725912240933,-34.9792839236557,-34.9792839236557,-37.5725912240933,-34.9792839236557,-34.9792839236557
-167.5,-79.5,-36.7280889124476,-33.9284177968545,-33.9284177968545,-36.7280889124476,-33.9284177968545,-33.9284177968545
-167.5,-78.5,-36.6780383130269,-33.7730122339779,-33.7730122339779,-36.6780383130269,-33.7730122339779,-33.7730122339779
-167.5,53.5,-8.3739727722747,-4.23935535640589,-4.23935535640589,-8.22338372740575,-4.08876631153694,-4.08876631153694
-167.5,60.5,-16.3405153700284,-8.88960471151206,-8.88960471151206,-16.3146094629384,-8.86369880442204,-8.86369880442204
-167.5,65.5,-22.5166749226195,-11.4951004122517,-11.4951004122517,-22.3533098842445,-11.3317353738767,-11.3317353738767
-166.5,-89.5,-60.8557479677456,-58.9975757067757,-58.9975757067757,-60.8557479677456,-58.9975757067757,-58.9975757067757
-166.5,-88.5,-60.6347793177835,-58.9161656623573,-58.9161656623573,-60.6347793177835,-58.9161656623573,-58.9161656623573
-166.5,-87.5,-55.9006537239466,-54.3018330332956,-54.3018330332956,-55.9006537239466,-54.3018330332956,-54.3018330332956
-166.5,-86.5,-48.1522428376866,-46.6293944842049,-46.6293944842049,-48.1522428376866,-46.6293944842049,-46.6293944842049
-166.5,-85.5,-46.0584025965205,-44.5554743409157,-44.5554743409157,-46.0584025965205,-44.5554743409157,-44.5554743409157
-166.5,-84.5,-31.5827215559781,-30.0180306048132,-30.0180306048132,-31.5827215559781,-30.0180306048132,-30.0180306048132
