"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","low_at_min_elev","low_elev_x_cold_dormancy","low_elev_x_hot_dormancy"
-134.5,67.5,-31.9851318077317,-13.7123318727771,-13.7123318727771,-31.8970330751824,-13.6242331402278,-13.6242331402278
-134.5,68.5,-34.0742536775236,-15.9716183955914,-15.9716183955914,-34.0195008908773,-15.9168656089451,-15.9168656089451
-134.5,69.5,-32.7896476333695,-17.8000034671277,-17.8000034671277,-32.7478099399629,-17.7581657737211,-17.7581657737211
-133.5,-89.5,-60.6096191665956,-58.7404387925517,-58.7404387925517,-60.6096191665956,-58.7404387925517,-58.7404387925517
-133.5,-88.5,-58.8542307125671,-57.1189888436447,-57.1189888436447,-58.8542307125671,-57.1189888436447,-57.1189888436447
-133.5,-87.5,-53.593512402395,-51.9817567950381,-51.9817567950381,-53.593512402395,-51.9817567950381,-51.9817567950381
-133.5,-86.5,-48.4973488729979,-46.9585656947689,-46.9585656947689,-48.4973488729979,-46.9585656947689,-46.9585656947689
-133.5,-85.5,-34.9763321737626,-33.4409378709671,-33.4409378709671,-34.9763321737626,-33.4409378709671,-33.4409378709671
-133.5,-84.5,-32.5141907038433,-30.82074828897,-30.82074828897,-32.5141907038433,-30.82074828897,-30.82074828897
-133.5,-83.5,-32.8387372957809,-30.8948041156796,-30.8948041156796,-32.8387372957809,-30.8948041156796,-30.8948041156796
-133.5,-82.5,-34.3705844733332,-32.1812339374233,-32.1812339374233,-34.3705844733332,-32.1812339374233,-32.1812339374233
-133.5,-81.5,-33.1980282302879,-30.8915057477009,-30.8915057477009,-33.1980282302879,-30.8915057477009,-30.8915057477009
-133.5,-80.5,-32.492506915597,-30.148718736201,-30.148718736201,-32.492506915597,-30.148718736201,-30.148718736201
-133.5,-79.5,-32.0613300915807,-29.7183535179111,-29.7183535179111,-32.0613300915807,-29.7183535179111,-29.7183535179111
-133.5,-78.5,-33.53611910886,-31.2269751940987,-31.2269751940987,-33.53611910886,-31.2269751940987,-31.2269751940987
-133.5,-77.5,-36.361873978471,-33.9555882243461,-33.9555882243461,-36.361873978471,-33.9555882243461,-33.9555882243461
-133.5,-76.5,-37.5785111650749,-35.6160844504888,-35.6160844504888,-37.5785111650749,-35.6160844504888,-35.6160844504888
-133.5,-75.5,-28.3389646761385,-26.4490637126575,-26.4490637126575,-28.3389646761385,-26.4490637126575,-26.4490637126575
-133.5,-74.5,-23.5721092096357,-21.6000640479619,-21.6000640479619,-23.5721092096357,-21.6000640479619,-21.6000640479619
-133.5,55.5,-6.67730837613344,-1.51031154572432,-1.51031154572432,-6.34320953870071,-1.17621270829159,-1.17621270829159
-133.5,56.5,-9.01518177975501,-2.06230026415682,-2.06230026415682,-8.39510428627111,-1.44222277067292,-1.44222277067292
-133.5,57.5,-11.7810858186867,-3.57405658484037,-3.57405658484037,-10.2485587754361,-2.04152954158975,-2.04152954158975
-133.5,58.5,-18.2172329791955,-6.94191479033657,-6.94191479033657,-14.6459397039584,-3.37062151509949,-3.37062151509949
-133.5,59.5,-22.3278205277664,-8.47052636580276,-8.47052636580276,-20.7067074448807,-6.84941328291702,-6.84941328291702
-133.5,60.5,-25.7591336616448,-9.36088084894499,-9.36088084894499,-24.3720493347948,-7.97379652209495,-7.97379652209495
-133.5,61.5,-29.9644369644246,-11.8715436826061,-11.8715436826061,-27.8457130660668,-9.75281978424829,-9.75281978424829
-133.5,62.5,-29.549061391343,-10.7103208732991,-10.7103208732991,-27.8108658919228,-8.97212537387894,-8.97212537387894
-133.5,63.5,-29.2342576938016,-10.3414931999095,-10.3414931999095,-27.5985976399126,-8.70583314602055,-8.70583314602055
-133.5,64.5,-32.3278002017976,-13.5297364607719,-13.5297364607719,-30.0070557670171,-11.2089920259914,-11.2089920259914
-133.5,65.5,-31.9829410225153,-12.992759605863,-12.992759605863,-30.3541301307281,-11.3639487140758,-11.3639487140758
-133.5,66.5,-31.6097153847457,-12.2415335803692,-12.2415335803692,-31.3621900101742,-11.9940082057977,-11.9940082057977
-133.5,67.5,-32.8269622380712,-14.0605930407931,-14.0605930407931,-32.6651394413092,-13.8987702440311,-13.8987702440311
-133.5,68.5,-34.5432582382778,-16.1097334620621,-16.1097334620621,-34.3568269534958,-15.9233021772801,-15.9233021772801
-133.5,69.5,-33.3256040566734,-17.7143579346616,-17.7143579346616,-33.290499303728,-17.6792531817163,-17.6792531817163
-132.5,-89.5,-60.6008256970772,-58.731242628877,-58.731242628877,-60.6008256970772,-58.731242628877,-58.731242628877
-132.5,-88.5,-58.8280910384176,-57.0957934640107,-57.0957934640107,-58.8280910384176,-57.0957934640107,-57.0957934640107
-132.5,-87.5,-53.6262604505356,-52.0189160456083,-52.0189160456083,-53.6262604505356,-52.0189160456083,-52.0189160456083
-132.5,-86.5,-46.9505467372281,-45.4192863753664,-45.4192863753664,-46.9505467372281,-45.4192863753664,-45.4192863753664
-132.5,-85.5,-35.2112246076144,-33.6891626029142,-33.6891626029142,-35.2112246076144,-33.6891626029142,-33.6891626029142
-132.5,-84.5,-32.5682705815349,-30.8884402174332,-30.8884402174332,-32.5682705815349,-30.8884402174332,-30.8884402174332
-132.5,-83.5,-32.7469396350639,-30.8206846761156,-30.8206846761156,-32.7469396350639,-30.8206846761156,-30.8206846761156
-132.5,-82.5,-34.0433833757682,-31.8721946571656,-31.8721946571656,-34.0433833757682,-31.8721946571656,-31.8721946571656
-132.5,-81.5,-33.0317176091352,-30.7354040318137,-30.7354040318137,-33.0317176091352,-30.7354040318137,-30.7354040318137
-132.5,-80.5,-32.9396162240633,-30.5697304645819,-30.5697304645819,-32.9396162240633,-30.5697304645819,-30.5697304645819
-132.5,-79.5,-32.7117487888251,-30.3465801368461,-30.3465801368461,-32.7117487888251,-30.3465801368461,-30.3465801368461
-132.5,-78.5,-33.8423034704157,-31.5199255484023,-31.5199255484023,-33.8423034704157,-31.5199255484023,-31.5199255484023
-132.5,-77.5,-36.5352666613306,-34.1363644932445,-34.1363644932445,-36.5352666613306,-34.1363644932445,-34.1363644932445
-132.5,-76.5,-37.772922923013,-35.8447591761315,-35.8447591761315,-37.772922923013,-35.8447591761315,-35.8447591761315
-132.5,-75.5,-30.6063642647783,-28.7336156330268,-28.7336156330268,-30.6063642647783,-28.7336156330268,-28.7336156330268
-132.5,-74.5,-23.2083496876716,-21.0702333352545,-21.0702333352545,-23.2083496876716,-21.0702333352545,-21.0702333352545
-132.5,53.5,-6.97065779202219,-1.31560594828417,-1.31560594828417,-6.17810879758481,-0.523056953846789,-0.523056953846789
-132.5,54.5,-5.59726951830089,-1.56747723513815,-1.56747723513815,-5.39675400936235,-1.36696172619961,-1.36696172619961
-132.5,55.5,-8.68947753831744,-1.57468935490719,-1.57468935490719,-7.76062352629668,-0.645835342886431,-0.645835342886431
-132.5,56.5,-11.3505327803748,-3.1058168737118,-3.1058168737118,-9.89030567009466,-1.64558976343166,-1.64558976343166
-132.5,57.5,-19.4477758358632,-8.6033003625593,-8.6033003625593,-15.8387845947128,-4.99430912140887,-4.99430912140887
-132.5,58.5,-21.4704043235098,-9.02423090814679,-9.02423090814679,-18.2396037283323,-5.79343031296925,-5.79343031296925
-132.5,59.5,-23.6987214343888,-8.93165947019256,-8.93165947019256,-22.3549297736561,-7.58786780945987,-7.58786780945987
-132.5,60.5,-26.2527957345758,-9.28668902399285,-9.28668902399285,-25.2666470372525,-8.30054032666958,-8.30054032666958
-132.5,61.5,-29.0761385570679,-11.180639437759,-11.180639437759,-27.4705850851848,-9.57508596587586,-9.57508596587586
-132.5,62.5,-28.8340292014448,-10.669457537468,-10.669457537468,-27.4380454384918,-9.27347377451498,-9.27347377451498
-132.5,63.5,-29.1866173818175,-11.1736248815166,-11.1736248815166,-27.4758205752701,-9.46282807496922,-9.46282807496922
-132.5,64.5,-33.0848052609712,-14.2684770157295,-14.2684770157295,-30.8931449377222,-12.0768166924805,-12.0768166924805
-132.5,65.5,-33.4886286986992,-13.9206326076162,-13.9206326076162,-32.0471711294179,-12.4791750383349,-12.4791750383349
-132.5,66.5,-32.4612138373511,-12.3797657145507,-12.3797657145507,-32.2304499008845,-12.1490017780841,-12.1490017780841
-132.5,67.5,-33.7693235909566,-14.3228113181534,-14.3228113181534,-33.5200437558384,-14.0735314830352,-14.0735314830352
-132.5,68.5,-34.9880892643173,-16.1774198232706,-16.1774198232706,-34.7991166647728,-15.9884472237261,-15.9884472237261
-132.5,69.5,-33.7458772136697,-17.6311753114419,-17.6311753114419,-33.703632988187,-17.5889310859592,-17.5889310859592
-131.5,-89.5,-60.5843097846423,-58.715768443334,-58.715768443334,-60.5843097846423,-58.715768443334,-58.715768443334
-131.5,-88.5,-58.8019781081779,-57.0728746329102,-57.0728746329102,-58.8019781081779,-57.0728746329102,-57.0728746329102
-131.5,-87.5,-53.6821984767116,-52.0781672310749,-52.0781672310749,-53.6821984767116,-52.0781672310749,-52.0781672310749
-131.5,-86.5,-46.0704224184155,-44.5446983328754,-44.5446983328754,-46.0704224184155,-44.5446983328754,-44.5446983328754
-131.5,-85.5,-35.5360540976216,-34.0229330478303,-34.0229330478303,-35.5360540976216,-34.0229330478303,-34.0229330478303
-131.5,-84.5,-32.5616535921182,-30.8928726336342,-30.8928726336342,-32.5616535921182,-30.8928726336342,-30.8928726336342
-131.5,-83.5,-32.6292627871037,-30.7185067498603,-30.7185067498603,-32.6292627871037,-30.7185067498603,-30.7185067498603
-131.5,-82.5,-33.8914435795375,-31.7409295281839,-31.7409295281839,-33.8914435795375,-31.7409295281839,-31.7409295281839
-131.5,-81.5,-32.9451487195013,-30.6632972892095,-30.6632972892095,-32.9451487195013,-30.6632972892095,-30.6632972892095
-131.5,-80.5,-33.1987042480281,-30.8277259834909,-30.8277259834909,-33.1987042480281,-30.8277259834909,-30.8277259834909
-131.5,-79.5,-33.411393319709,-31.0257179656199,-31.0257179656199,-33.411393319709,-31.0257179656199,-31.0257179656199
-131.5,-78.5,-34.1463825178865,-31.8105048857895,-31.8105048857895,-34.1463825178865,-31.8105048857895,-31.8105048857895
-131.5,-77.5,-36.9532510710496,-34.6131364884653,-34.6131364884653,-36.9532510710496,-34.6131364884653,-34.6131364884653
-131.5,-76.5,-37.4232815377946,-35.534718050544,-35.534718050544,-37.4232815377946,-35.534718050544,-35.534718050544
-131.5,-75.5,-29.1044309542115,-27.2908818077296,-27.2908818077296,-29.1044309542115,-27.2908818077296,-27.2908818077296
-131.5,-74.5,-22.4527343186412,-20.3585916908621,-20.3585916908621,-22.4527343186412,-20.3585916908621,-20.3585916908621
-131.5,52.5,-5.53830001375505,-1.53055432521339,-1.53055432521339,-5.18244421388605,-1.17469852534439,-1.17469852534439
-131.5,53.5,-5.67723168092115,-1.27354394351797,-1.27354394351797,-5.59743580157961,-1.19374806417643,-1.19374806417643
-131.5,55.5,-9.33688203087742,-1.84823261159971,-1.84823261159971,-8.26873512026161,-0.780085700983898,-0.780085700983898
-131.5,56.5,-15.4550936699446,-5.00136827612296,-5.00136827612296,-12.2054265592631,-1.75170116544142,-1.75170116544142
-131.5,57.5,-19.6778813949653,-7.70401954310946,-7.70401954310946,-16.2915247445069,-4.31766289265102,-4.31766289265102
-131.5,58.5,-22.4709817149809,-9.09360659837028,-9.09360659837028,-21.0113323193561,-7.63395720274549,-7.63395720274549
-131.5,59.5,-25.2401383388255,-9.69070569638695,-9.69070569638695,-24.068227088817,-8.51879444637847,-8.51879444637847
-131.5,60.5,-27.8735047651189,-10.5425872664034,-10.5425872664034,-26.6755599495892,-9.34464245087369,-9.34464245087369
-131.5,61.5,-28.3089607566595,-10.5665389077937,-10.5665389077937,-27.2073247783846,-9.46490292951882,-9.46490292951882
-131.5,62.5,-28.2888758127178,-10.5693611540166,-10.5693611540166,-27.205203699935,-9.4856890412338,-9.4856890412338
-131.5,63.5,-29.6752606264183,-12.2833865616471,-12.2833865616471,-27.8958562774091,-10.5039822126379,-10.5039822126379
-131.5,64.5,-34.3660197999262,-15.2672205287165,-15.2672205287165,-32.0675409265674,-12.9687416553577,-12.9687416553577
-131.5,65.5,-33.3524637413876,-13.1621079347396,-13.1621079347396,-32.0603420066095,-11.8699861999615,-11.8699861999615
-131.5,66.5,-33.2448676413723,-12.3986493013982,-12.3986493013982,-33.117398715234,-12.2711803752599,-12.2711803752599
-131.5,67.5,-34.3831095678466,-14.4152083919339,-14.4152083919339,-34.0793877043384,-14.1114865284257,-14.1114865284257
-131.5,68.5,-35.2531711601702,-16.2035156410365,-16.2035156410365,-34.9635598475755,-15.9139043284418,-15.9139043284418
-131.5,69.5,-34.479200143101,-17.5431422937928,-17.5431422937928,-34.4183208247982,-17.48226297549,-17.48226297549
-130.5,-89.5,-60.5650692677924,-58.698073941569,-58.698073941569,-60.5650692677924,-58.698073941569,-58.698073941569
-130.5,-88.5,-58.7848124363593,-57.0573233306275,-57.0573233306275,-58.7848124363593,-57.0573233306275,-57.0573233306275
-130.5,-87.5,-53.7457050725552,-52.1429215719657,-52.1429215719657,-53.7457050725552,-52.1429215719657,-52.1429215719657
-130.5,-86.5,-44.831582613928,-43.3078666459012,-43.3078666459012,-44.831582613928,-43.3078666459012,-43.3078666459012
-130.5,-85.5,-36.0314830978534,-34.5160855506547,-34.5160855506547,-36.0314830978534,-34.5160855506547,-34.5160855506547
-130.5,-84.5,-32.5516443684697,-30.8931998804871,-30.8931998804871,-32.5516443684697,-30.8931998804871,-30.8931998804871
-130.5,-83.5,-32.5567415885627,-30.6612981611951,-30.6612981611951,-32.5567415885627,-30.6612981611951,-30.6612981611951
-130.5,-82.5,-33.833643766599,-31.7030845748128,-31.7030845748128,-33.833643766599,-31.7030845748128,-31.7030845748128
-130.5,-81.5,-32.9218119842666,-30.6547555891024,-30.6547555891024,-32.9218119842666,-30.6547555891024,-30.6547555891024
-130.5,-80.5,-33.339046073705,-30.9836774013658,-30.9836774013658,-33.339046073705,-30.9836774013658,-30.9836774013658
-130.5,-79.5,-33.819872326936,-31.4253867087366,-31.4253867087366,-33.819872326936,-31.4253867087366,-31.4253867087366
-130.5,-78.5,-34.5473016391808,-32.1969178594915,-32.1969178594915,-34.5473016391808,-32.1969178594915,-32.1969178594915
-130.5,-77.5,-37.6404483017645,-35.382080590552,-35.382080590552,-37.6404483017645,-35.382080590552,-35.382080590552
-130.5,-76.5,-37.091918412525,-35.2345748067967,-35.2345748067967,-37.091918412525,-35.2345748067967,-35.2345748067967
-130.5,-75.5,-28.588104264824,-26.7829480412004,-26.7829480412004,-28.588104264824,-26.7829480412004,-26.7829480412004
-130.5,-74.5,-21.0875668423664,-19.0381911263425,-19.0381911263425,-21.0875668423664,-19.0381911263425,-19.0381911263425
-130.5,53.5,-6.14772073339139,-1.41428306400942,-1.41428306400942,-5.93406086881442,-1.20062319943245,-1.20062319943245
-130.5,54.5,-7.86599201309894,-1.64075761110123,-1.64075761110123,-7.09537094696401,-0.870136544966299,-0.870136544966299
-130.5,55.5,-12.3566676569304,-2.79787406900765,-2.79787406900765,-9.67496622490762,-0.116172636984867,-0.116172636984867
-130.5,56.5,-18.1110216753823,-6.60842827015689,-6.60842827015689,-14.4691223948342,-2.9665289896088,-2.9665289896088
-130.5,57.5,-21.0647447692496,-8.45083955011463,-8.45083955011463,-18.7525902263266,-6.13868500719166,-6.13868500719166
-130.5,58.5,-22.6859281203576,-8.59411313411381,-8.59411313411381,-21.3255904696347,-7.23377548339088,-7.23377548339088
-130.5,59.5,-27.0889869296657,-10.8327407484608,-10.8327407484608,-25.7908494026237,-9.53460322141883,-9.53460322141883
-130.5,60.5,-28.1797588116489,-10.2171360598877,-10.2171360598877,-26.682638777749,-8.72001602598776,-8.72001602598776
-130.5,61.5,-29.0353123298713,-11.1320197047466,-11.1320197047466,-27.6879014098341,-9.78460878470943,-9.78460878470943
-130.5,62.5,-28.8362466316138,-11.1136146184656,-11.1136146184656,-27.667181229053,-9.94454921590484,-9.94454921590484
-130.5,63.5,-31.4037579498121,-13.4465174668069,-13.4465174668069,-29.6934898719618,-11.7362493889566,-11.7362493889566
-130.5,64.5,-35.3951551777976,-16.0555565818612,-16.0555565818612,-33.1624913000985,-13.8228927041621,-13.8228927041621
-130.5,65.5,-33.7378416074174,-13.0651775273361,-13.0651775273361,-32.6727626560851,-12.0000985760038,-12.0000985760038
-130.5,66.5,-33.693660500007,-12.2170295432709,-12.2170295432709,-33.507983077351,-12.0313521206149,-12.0313521206149
-130.5,67.5,-34.7320554807782,-14.3155254942498,-14.3155254942498,-34.3518902090258,-13.9353602224974,-13.9353602224974
-130.5,68.5,-35.3441277297397,-16.0879384671792,-16.0879384671792,-35.0622299088564,-15.8060406462959,-15.8060406462959
-130.5,69.5,-34.8914579636218,-17.5252895158638,-17.5252895158638,-34.8207177228963,-17.4545492751383,-17.4545492751383
-130.5,70.5,-31.6831511420863,-19.4045367214829,-19.4045367214829,-31.682954321339,-19.4043399007356,-19.4043399007356
-129.5,-89.5,-60.5523161223957,-58.6856103750877,-58.6856103750877,-60.5523161223957,-58.6856103750877,-58.6856103750877
-129.5,-88.5,-58.7782200686634,-57.0506759350853,-57.0506759350853,-58.7782200686634,-57.0506759350853,-57.0506759350853
-129.5,-87.5,-53.8225031882524,-52.2183831766647,-52.2183831766647,-53.8225031882524,-52.2183831766647,-52.2183831766647
-129.5,-86.5,-44.4328794149416,-42.9082909218568,-42.9082909218568,-44.4328794149416,-42.9082909218568,-42.9082909218568
-129.5,-85.5,-37.512917733086,-35.9980328580755,-35.9980328580755,-37.512917733086,-35.9980328580755,-35.9980328580755
-129.5,-84.5,-32.5603920023356,-30.9110046856194,-30.9110046856194,-32.5603920023356,-30.9110046856194,-30.9110046856194
-129.5,-83.5,-32.536078204321,-30.653914152765,-30.653914152765,-32.536078204321,-30.653914152765,-30.653914152765
-129.5,-82.5,-33.7508628176791,-31.6367235387437,-31.6367235387437,-33.7508628176791,-31.6367235387437,-31.6367235387437
-129.5,-81.5,-32.9435910002195,-30.6872933675998,-30.6872933675998,-32.9435910002195,-30.6872933675998,-30.6872933675998
-129.5,-80.5,-33.4744780769306,-31.1296059304665,-31.1296059304665,-33.4744780769306,-31.1296059304665,-31.1296059304665
-129.5,-79.5,-34.1166734141963,-31.7348379890631,-31.7348379890631,-34.1166734141963,-31.7348379890631,-31.7348379890631
-129.5,-78.5,-34.7385738754911,-32.3811975211271,-32.3811975211271,-34.7385738754911,-32.3811975211271,-32.3811975211271
-129.5,-77.5,-37.7268407369964,-35.4579631372222,-35.4579631372222,-37.7268407369964,-35.4579631372222,-35.4579631372222
-129.5,-76.5,-37.258936376302,-35.4280176078876,-35.4280176078876,-37.258936376302,-35.4280176078876,-35.4280176078876
-129.5,-75.5,-29.4623539377802,-27.6637059973474,-27.6637059973474,-29.4623539377802,-27.6637059973474,-27.6637059973474
-129.5,-74.5,-19.9469340962392,-18.1302337974473,-18.1302337974473,-19.9469340962392,-18.1302337974473,-18.1302337974473
-129.5,52.5,-5.57108608856797,-1.56402368008026,-1.56402368008026,-5.52403662065429,-1.51697421216658,-1.51697421216658
-129.5,53.5,-9.03301736047225,-1.73710223143654,-1.73710223143654,-7.55648600192412,-0.26057087288841,-0.26057087288841
-129.5,54.5,-13.6259240931698,-3.67795264316457,-3.67795264316457,-9.90041589186208,0.0475555581431522,0.0475555581431522
-129.5,55.5,-15.1499302620733,-4.1569370054906,-4.1569370054906,-11.9548687223306,-0.961875465747918,-0.961875465747918
-129.5,56.5,-18.8550126452531,-6.77513914142868,-6.77513914142868,-15.8293709790527,-3.74949747522825,-3.74949747522825
-129.5,57.5,-22.5104006479893,-9.40034771500255,-9.40034771500255,-20.1045282214265,-6.99447528843971,-6.99447528843971
-129.5,58.5,-24.6455659317119,-9.95037134390856,-9.95037134390856,-22.9654538643833,-8.27025927658,-8.27025927658
-129.5,59.5,-26.3926978547658,-9.47542270097349,-9.47542270097349,-24.9106067006673,-7.99333154687498,-7.99333154687498
-129.5,60.5,-27.2198813791786,-8.57589242462335,-8.57589242462335,-26.5947065463047,-7.95071759174948,-7.95071759174948
-129.5,61.5,-28.760807775573,-10.467477080033,-10.467477080033,-27.3053985554073,-9.01206785986732,-9.01206785986732
-129.5,62.5,-30.100332824673,-12.2005930958316,-12.2005930958316,-28.5265090378315,-10.6267693089901,-10.6267693089901
-129.5,63.5,-32.300012455242,-14.1358362884128,-14.1358362884128,-30.516302932147,-12.3521267653178,-12.3521267653178
-129.5,64.5,-34.6865851648152,-14.989125879854,-14.989125879854,-32.1316755799221,-12.4342162949609,-12.4342162949609
-129.5,65.5,-33.3270600893668,-12.3319846377309,-12.3319846377309,-32.3117863166635,-11.3167108650276,-11.3167108650276
-129.5,66.5,-34.2121800106551,-12.3261491664818,-12.3261491664818,-33.9893376490857,-12.1033068049124,-12.1033068049124
-129.5,67.5,-35.134333549227,-14.4192881705328,-14.4192881705328,-34.8493531012459,-14.1343077225517,-14.1343077225517
-129.5,68.5,-35.4998075707416,-16.0937363101125,-16.0937363101125,-35.2254144096302,-15.8193431490011,-15.8193431490011
-129.5,69.5,-35.1061900313411,-17.8495111412502,-17.8495111412502,-34.9591411339022,-17.7024622438113,-17.7024622438113
-129.5,70.5,-31.9636305434363,-19.5103282981508,-19.5103282981508,-31.9634224314566,-19.5101201861711,-19.5101201861711
-128.5,-89.5,-60.5509031336222,-58.6823399259376,-58.6823399259376,-60.5509031336222,-58.6823399259376,-58.6823399259376
-128.5,-88.5,-58.7815945337926,-57.0520164578488,-57.0520164578488,-58.7815945337926,-57.0520164578488,-57.0520164578488
-128.5,-87.5,-53.8966548721705,-52.2893327787252,-52.2893327787252,-53.8966548721705,-52.2893327787252,-52.2893327787252
-128.5,-86.5,-44.3031838065812,-42.7756060035217,-42.7756060035217,-44.3031838065812,-42.7756060035217,-42.7756060035217
-128.5,-85.5,-39.1848391670202,-37.6720223814189,-37.6720223814189,-39.1848391670202,-37.6720223814189,-37.6720223814189
-128.5,-84.5,-32.5827057104026,-30.9405827125927,-30.9405827125927,-32.5827057104026,-30.9405827125927,-30.9405827125927
-128.5,-83.5,-32.4821588080909,-30.610446810545,-30.610446810545,-32.4821588080909,-30.610446810545,-30.610446810545
-128.5,-82.5,-33.6266191202615,-31.5258408933941,-31.5258408933941,-33.6266191202615,-31.5258408933941,-31.5258408933941
-128.5,-81.5,-32.9738564804462,-30.7249290648528,-30.7249290648528,-32.9738564804462,-30.7249290648528,-30.7249290648528
-128.5,-80.5,-33.6598885530872,-31.3197013547194,-31.3197013547194,-33.6598885530872,-31.3197013547194,-31.3197013547194
-128.5,-79.5,-34.5383824072778,-32.162433405996,-32.162433405996,-34.5383824072778,-32.162433405996,-32.162433405996
-128.5,-78.5,-34.8074872542439,-32.4591378651205,-32.4591378651205,-34.8074872542439,-32.4591378651205,-32.4591378651205
-128.5,-77.5,-36.9905819629984,-34.7204563056252,-34.7204563056252,-36.9905819629984,-34.7204563056252,-34.7204563056252
-128.5,-76.5,-37.4141043084008,-35.6050157321012,-35.6050157321012,-37.4141043084008,-35.6050157321012,-35.6050157321012
-128.5,-75.5,-30.1071949640023,-28.3054834072459,-28.3054834072459,-30.1071949640023,-28.3054834072459,-28.3054834072459
-128.5,-74.5,-19.0786606282548,-17.0068660029962,-17.0068660029962,-19.0786606282548,-17.0068660029962,-17.0068660029962
-128.5,50.5,-4.63750318932746,-1.22803716603667,-1.22803716603667,-4.55004094386804,-1.14057492057725,-1.14057492057725
-128.5,52.5,-7.78120353360261,-1.61264032360965,-1.61264032360965,-6.99180784769762,-0.823244637704659,-0.823244637704659
-128.5,53.5,-12.2525286101869,-3.18702109675588,-3.18702109675588,-9.19398955061415,-0.12848203718313,-0.12848203718313
-128.5,54.5,-14.9538482504232,-3.96997223312833,-3.96997223312833,-11.8781233365347,-0.894247319239823,-0.894247319239823
-128.5,55.5,-16.8444954379329,-4.73111362973494,-4.73111362973494,-14.2015236885742,-2.08814188037624,-2.08814188037624
-128.5,56.5,-19.9127046993801,-7.13990526150114,-7.13990526150114,-17.3159064077499,-4.54310696987093,-4.54310696987093
-128.5,57.5,-23.2109254309109,-9.61386060178546,-9.61386060178546,-21.3857303559818,-7.78866552685633,-7.78866552685633
-128.5,58.5,-25.2183885400183,-10.1470641556728,-10.1470641556728,-23.0537250567165,-7.982400672371,-7.982400672371
-128.5,59.5,-26.176333963871,-8.90013713589204,-8.90013713589204,-25.0204519645373,-7.74425513655834,-7.74425513655834
-128.5,60.5,-28.4799692770599,-9.56282938319658,-9.56282938319658,-27.4744857588833,-8.55734586501997,-8.55734586501997
-128.5,61.5,-30.6138423900519,-11.9409116580617,-11.9409116580617,-28.3587772212473,-9.68584648925711,-9.68584648925711
-128.5,62.5,-31.1877293619627,-12.8494344255488,-12.8494344255488,-28.7734605754264,-10.4351656390125,-10.4351656390125
-128.5,63.5,-32.9011702978185,-14.3303214454757,-14.3303214454757,-30.6310056999893,-12.0601568476465,-12.0601568476465
-128.5,64.5,-35.2064798246537,-15.0288003016771,-15.0288003016771,-32.9931230684434,-12.8154435454668,-12.8154435454668
-128.5,65.5,-33.2736990379436,-12.1270198210009,-12.1270198210009,-32.4201292599913,-11.2734500430486,-11.2734500430486
-128.5,66.5,-34.2493198758789,-12.554152374821,-12.554152374821,-34.0050879361128,-12.3099204350549,-12.3099204350549
-128.5,67.5,-35.15857690296,-14.4795011481636,-14.4795011481636,-34.8991331852949,-14.2200574304985,-14.2200574304985
-128.5,68.5,-35.5468890569705,-16.2169447037879,-16.2169447037879,-35.2159649633797,-15.8860206101971,-15.8860206101971
-128.5,69.5,-35.974314310721,-18.044933739207,-18.044933739207,-35.7320998978684,-17.8027193263544,-17.8027193263544
-128.5,70.5,-32.6739594459534,-19.6128268621951,-19.6128268621951,-32.6656085409414,-19.6044759571831,-19.6044759571831
-127.5,-89.5,-60.5549740313419,-58.6835690727724,-58.6835690727724,-60.5549740313419,-58.6835690727724,-58.6835690727724
-127.5,-88.5,-58.7954065342035,-57.0617562530562,-57.0617562530562,-58.7954065342035,-57.0617562530562,-57.0617562530562
-127.5,-87.5,-53.9728125088449,-52.360306439103,-52.360306439103,-53.9728125088449,-52.360306439103,-52.360306439103
-127.5,-86.5,-44.3754454138024,-42.8423256730029,-42.8423256730029,-44.3754454138024,-42.8423256730029,-42.8423256730029
-127.5,-85.5,-38.8261305580182,-37.3134412630287,-37.3134412630287,-38.8261305580182,-37.3134412630287,-37.3134412630287
-127.5,-84.5,-32.5770990358932,-30.9402552795894,-30.9402552795894,-32.5770990358932,-30.9402552795894,-30.9402552795894
-127.5,-83.5,-32.4200097754598,-30.5558072643063,-30.5558072643063,-32.4200097754598,-30.5558072643063,-30.5558072643063
-127.5,-82.5,-33.4720473855734,-31.3807590428714,-31.3807590428714,-33.4720473855734,-31.3807590428714,-31.3807590428714
-127.5,-81.5,-33.0709505048447,-30.8241342058291,-30.8241342058291,-33.0709505048447,-30.8241342058291,-30.8241342058291
-127.5,-80.5,-33.9286689702155,-31.5866352654914,-31.5866352654914,-33.9286689702155,-31.5866352654914,-31.5866352654914
-127.5,-79.5,-34.8569578094807,-32.480562369789,-32.480562369789,-34.8569578094807,-32.480562369789,-32.480562369789
-127.5,-78.5,-34.7851949454418,-32.4410310566843,-32.4410310566843,-34.7851949454418,-32.4410310566843,-32.4410310566843
-127.5,-77.5,-36.1909883161741,-33.919141294754,-33.919141294754,-36.1909883161741,-33.919141294754,-33.919141294754
-127.5,-76.5,-37.2647174309097,-35.4686561455902,-35.4686561455902,-37.2647174309097,-35.4686561455902,-35.4686561455902
-127.5,-75.5,-30.2460422208267,-28.4277172293869,-28.4277172293869,-30.2460422208267,-28.4277172293869,-28.4277172293869
-127.5,-74.5,-18.9962752012674,-16.9646377024762,-16.9646377024762,-18.9962752012674,-16.9646377024762,-16.9646377024762
