"longitude","latitude","seasonal_high_temp","hot_dormancy_6mo","cold_dormancy_6mo"
0.5,-45.5,8.70538442080411,8.47076904143278,7.88076905462031
0.5,-46.5,7.69769213563548,7.47282034578996,6.86743574393674
0.5,-47.5,6.85410241090143,6.59948703197715,5.93794858522522
0.5,-48.5,6.07307678733308,5.760769102006,5.06564091241513
0.5,-49.5,5.26743577969953,4.9705127094132,4.27282041731553
0.5,-50.5,4.3564101590369,4.09820503660311,3.43410248734439
0.5,-51.5,3.3617947966529,3.13025634028973,2.49358968785367
0.5,-52.5,2.39256404908613,2.16307687472839,1.51461535076109
0.5,-53.5,1.74076919186001,1.50871791499547,0.844102545235402
0.5,-54.5,1.34717945706768,1.09846151390901,0.424102554623133
0.5,-55.5,1.12102561596877,0.818205109916818,0.135641022609212
0.5,-56.5,0.97820510634054,0.623333319400748,-0.102564100271616
0.5,-57.5,0.868717929300589,0.450769220693753,-0.303589736803984
0.5,-58.5,0.803846135878792,0.333333325882753,-0.468461527990607
0.5,-59.5,0.772564085295949,0.256923071180399,-0.619230755389883
0.5,-60.5,0.787179469584655,0.0802564084625397,-0.691538446081372
0.5,-61.5,0.80179485387336,0.140256407121435,-0.837179468467067
0.5,-62.5,0.81769228941546,0.0743589726969218,-0.96487177330523
0.5,-63.5,0.8392307504725,0.0184615380488909,-0.967948696313378
0.5,-64.5,0.893846133867135,0.0717948701901314,-0.908461518155841
0.5,-65.5,0.883589723839974,-0.0130769227846311,-0.911538441163989
0.5,-66.5,0.752307675492305,-0.189230765001132,-0.976666644836465
0.5,-67.5,0.469743579244002,-0.432564092895541,-1.23666663902501
0.5,-68.5,0.0671794856779086,-0.678205113046062,-1.29820509918798
0.5,-69.5,-0.413076913843934,-0.884102544341332,-1.32256407300249
0.5,-70.5,-0.723333317165573,-0.985384593359553,-1.3297435600215
1.5,89.5,-1.79923072901483,-1.79923072901483,-1.79923072901483
1.5,88.5,-1.79923072901483,-1.79923072901483,-1.79923072901483
1.5,87.5,-1.71948714105365,-1.71948714105365,-1.71948714105365
1.5,86.5,-1.7151281667921,-1.7151281667921,-1.7151281667921
1.5,85.5,-1.70589739776766,-1.70589739776766,-1.70589739776766
1.5,84.5,-1.68051278295043,-1.68051278295043,-1.68051278295043
1.5,83.5,-1.56641022139826,-1.56641022139826,-1.56641022139826
1.5,82.5,-1.27641022788026,-1.27641022788026,-1.27641022788026
1.5,81.5,-0.62794870391297,-0.62794870391297,-0.62794870391297
1.5,80.5,0.438461528661159,0.438461528661159,0.438461528661159
1.5,79.5,1.85256406115607,1.85256406115607,1.85256406115607
1.5,78.5,3.23692300457221,3.23692300457221,3.23692300457221
1.5,77.5,4.40333323491116,4.40333323491116,4.40333323491116
1.5,76.5,5.10102552700883,5.10102552700883,5.10102552700883
1.5,75.5,5.346153726658,5.346153726658,5.346153726658
1.5,74.5,5.89564089386318,5.89564089386318,5.89564089386318
1.5,73.5,6.73435882383432,6.73435882383432,6.73435882383432
1.5,72.5,7.66307675179381,7.66307675179381,7.66307675179381
1.5,71.5,8.41282032477932,8.41282032477932,8.41282032477932
1.5,70.5,9.23256389620021,9.23256389620021,9.23256389620021
1.5,69.5,9.97641003342011,9.97641003342011,9.97641003342011
1.5,68.5,10.5764100200091,10.5764100200091,10.5764100200091
1.5,67.5,11.0266664202015,11.0266664202015,11.0266664202015
1.5,66.5,11.4876920509224,11.4876920509224,11.4876920509224
1.5,65.5,11.887435631731,11.887435631731,11.887435631731
1.5,64.5,12.2199997268617,12.2199997268617,12.2199997268617
1.5,63.5,12.5261535661725,12.5261535661725,12.5261535661725
1.5,62.5,12.8987176604091,12.8987176604091,12.8987176604091
1.5,61.5,13.3328202148088,13.3328202148088,13.3328202148088
1.5,60.5,13.7825637944998,13.7825637944998,13.7825637944998
1.5,59.5,14.1305125046712,14.1305125046712,14.1305125046712
1.5,58.5,14.5256407009676,14.5256407009676,14.5256407009676
1.5,57.5,14.9494868453401,14.9494868453401,14.9494868453401
1.5,56.5,15.3433329903831,15.3433329903831,15.3433329903831
1.5,55.5,15.5574355497001,15.5574355497001,15.5574355497001
1.5,54.5,15.9510252844924,15.9510252844924,15.9510252844924
1.5,53.5,16.4228201457419,16.4228201457419,16.4228201457419
1.5,52.5,17.0548714136657,17.0548714136657,17.0548714136657
1.5,51.5,17.4507688407141,17.4507688407141,17.4507688407141
1.5,50.5,17.6371790929578,17.6371790929578,17.6371790929578
1.5,40.5,26.2461532595066,26.2461532595066,26.2461532595066
1.5,39.5,26.3112814631791,26.3112814631791,26.3112814631791
1.5,38.5,26.0489737767344,26.0489737767344,26.0489737767344
1.5,37.5,25.5653840439537,25.5653840439537,25.5653840439537
1.5,36.5,25.1574353351234,25.1574353351234,25.1574353351234
1.5,5.5,29.0933326830467,29.0710249912376,28.7989737152671
1.5,4.5,29.3069224218623,29.3056403706089,28.9546147374293
1.5,3.5,29.5589736982798,29.5589736982798,29.0671788374774
1.5,2.5,29.6566660037885,29.6566660037885,28.9474352504103
1.5,1.5,29.5638454930427,29.5638454930427,28.5271788495473
1.5,0.5,29.3605121642542,29.3605121642542,27.8792301460814
1.5,-0.5,29.1451275536838,29.1451275536838,27.2089737508064
1.5,-1.5,28.9917942237778,28.9917942237778,26.7805122219217
1.5,-2.5,28.9138455075713,28.9138455075713,26.655640429841
1.5,-3.5,28.8776916622256,28.7092301275295,26.7648711966303
1.5,-4.5,28.7984608947658,28.6228198730506,26.9582045256423
1.5,-5.5,28.6807685897041,28.5041019269862,27.0289737548297
1.5,-6.5,28.4917942349536,28.313332700481,26.959999397397
1.5,-7.5,28.2228198819913,28.036922450249,26.4210250504697
1.5,-8.5,27.8830762998416,27.6892301503282,26.09640967311
1.5,-9.5,27.4553840017089,27.2869224670128,25.6779481440018
1.5,-10.5,26.9661532434133,26.8064096572403,25.2017943084909
1.5,-11.5,26.4389737680172,26.2658968488089,24.6748712433454
1.5,-12.5,25.9174353181361,25.7123071175928,24.133589204162
1.5,-13.5,25.4297430213445,25.1717943091614,23.5866661394636
1.5,-14.5,25.0220507227649,24.7074353451817,23.0935892274078
1.5,-15.5,24.707178934931,24.3456404814735,22.6876918005829
1.5,-16.5,24.4476917612438,24.0805122822714,22.373589243501
1.5,-17.5,24.2266661251585,23.8338456211182,22.1305123258573
1.5,-18.5,24.029743052637,23.6076917800193,21.9351277148399
1.5,-19.5,23.8407686978865,23.3989738359665,21.7692302826505
1.5,-20.5,23.6541020353922,23.2161533272324,21.63307643954
1.5,-21.5,23.5135892180201,23.0341020492503,21.489230288909
1.5,-22.5,23.4069225537376,22.8576917967831,21.6056405427173
1.5,-23.5,23.3223071710135,22.6966661593566,21.4530764435633
1.5,-24.5,23.2569225570903,22.5625635982515,21.2989738829052
1.5,-25.5,23.2082046094613,22.4341020626613,21.1120508101602
1.5,-26.5,23.1517943543119,22.3020507835616,20.8964097893391
1.5,-27.5,23.0441020490267,22.1461533511487,20.6571790254555
1.5,-28.5,22.8366661562274,22.1271789925985,20.3974354415177
1.5,-29.5,22.6351276991937,21.8738456649276,20.0987174994766
1.5,-30.5,22.4015379608251,21.5884610559218,19.7710251991088
1.5,-31.5,22.0817943782283,21.2502559352762,19.4120508481581
1.5,-32.5,21.641025157311,20.8141020988711,19.0043585495784
1.5,-33.5,21.1625636295439,20.356409801409,18.5348713805851
1.5,-34.5,20.5746149247369,19.823589300498,17.9782047263609
1.5,-35.5,19.8474354538111,19.1610252127433,17.2953842288026
1.5,-36.5,18.9376918844019,18.3397431798184,16.4376919402813
1.5,-37.5,17.8130765249236,17.2930765365465,15.3774355537234
1.5,-38.5,16.5343586047873,16.0651278460446,14.18666634957
1.5,-39.5,15.2276919673269,14.7823073618974,13.0094868887025
1.5,-40.5,14.0951278900775,13.6787176429748,12.0661535764543
1.5,-41.5,13.0010253504301,12.6076920258884,11.2289741079872
1.5,-42.5,11.9312817845971,11.6051279457334,10.4661536122171
1.5,-43.5,10.8643587315216,10.6476920696978,9.72512798775465
1.5,-44.5,9.89025618919195,9.58974337539612,8.94358954368493
1.5,-45.5,8.78076903450375,8.52948698883828,7.95076905305569
1.5,-46.5,7.74641008326449,7.51230752439453,6.9389742038762
1.5,-47.5,6.8692306156915,6.61692292902332,5.99846140438548
1.5,-48.5,6.09256396638468,5.7841024348178,5.12769219307945
1.5,-49.5,5.27820501022805,4.98487168345123,4.32512810845406
1.5,-50.5,4.35410246678079,4.09923067760582,3.46641017892995
1.5,-51.5,3.35487171988457,3.12538454552683,2.51461532840935
1.5,-52.5,2.39692302334767,2.17179482325147,1.53692304257017
1.5,-53.5,1.72974355108081,1.49846150496831,0.849230750248982
1.5,-54.5,1.31846150899163,1.07512818109722,0.413076913843934
1.5,-55.5,1.10333330867191,0.801282033372002,0.126410253584767
1.5,-56.5,0.987948695866343,0.63333331917723,-0.0938461517485289
1.5,-57.5,0.886666646848122,0.475128194508262,-0.289743583267316
1.5,-58.5,0.82589741743719,0.358974350950657,-0.45435896420326
1.5,-59.5,0.792307674598235,0.276153839981327,-0.608205114610684
1.5,-60.5,0.806666648636262,0.0897435877376642,-0.689743574326619
1.5,-61.5,0.821025622674288,0.150512817148597,-0.832307673704166
1.5,-62.5,0.836923058216388,0.0833333314706882,-0.962820491299797
1.5,-63.5,0.856923057769354,0.0261538455692621,-0.9407692097414
1.5,-64.5,0.899230749131395,0.0815384597159349,-0.87923074957843
1.5,-65.5,0.877948698325035,-0.00666666651765506,-0.885897416096085
1.5,-66.5,0.742564085966501,-0.186923072745021,-0.953589722275352
1.5,-67.5,0.463589733227705,-0.429743580138072,-1.2184615112268
1.5,-68.5,0.0728205111928475,-0.680769215552853,-1.27589740737891
1.5,-69.5,-0.395897427048439,-0.897435877376642,-1.29641022743323
1.5,-70.5,-0.705128189367362,-0.925641004951336,-1.30153843244681
2.5,89.5,-1.79923072901483,-1.79923072901483,-1.79923072901483
2.5,88.5,-1.79923072901483,-1.79923072901483,-1.79923072901483
2.5,87.5,-1.71846150005093,-1.71846150005093,-1.71846150005093
2.5,86.5,-1.71487175654142,-1.71487175654142,-1.71487175654142
2.5,85.5,-1.70589739776766,-1.70589739776766,-1.70589739776766
2.5,84.5,-1.68051278295043,-1.68051278295043,-1.68051278295043
2.5,83.5,-1.56256406763807,-1.56256406763807,-1.56256406763807
2.5,82.5,-1.24717945930285,-1.24717945930285,-1.24717945930285
2.5,81.5,-0.540512808431417,-0.540512808431417,-0.540512808431417
2.5,80.5,0.621794857896673,0.621794857896673,0.621794857896673
2.5,79.5,2.16179482347499,2.16179482347499,2.16179482347499
2.5,78.5,3.67512812298269,3.67512812298269,3.67512812298269
2.5,77.5,4.91230758250906,4.91230758250906,4.91230758250906
2.5,76.5,5.59999987483025,5.59999987483025,5.59999987483025
2.5,75.5,5.78153833231101,5.78153833231101,5.78153833231101
2.5,74.5,6.24333319378396,6.24333319378396,6.24333319378396
2.5,73.5,7.00102548454052,7.00102548454052,7.00102548454052
2.5,72.5,7.85871777306191,7.85871777306191,7.85871777306191
2.5,71.5,8.54743570638582,8.54743570638582,8.54743570638582
2.5,70.5,9.33615363747455,9.33615363747455,9.33615363747455
2.5,69.5,10.0569228521333,10.0569228521333,10.0569228521333
2.5,68.5,10.6523074542101,10.6523074542101,10.6523074542101
2.5,67.5,11.1194869309473,11.1194869309473,11.1194869309473
2.5,66.5,11.6130766635044,11.6130766635044,11.6130766635044
2.5,65.5,12.0566663971792,12.0566663971792,12.0566663971792
2.5,64.5,12.4302561324185,12.4302561324185,12.4302561324185
2.5,63.5,12.7979484318923,12.7979484318923,12.7979484318923
2.5,62.5,13.2253843197742,13.2253843197742,13.2253843197742
2.5,61.5,13.711281744811,13.711281744811,13.711281744811
2.5,60.5,14.1930766058369,14.1930766058369,14.1930766058369
2.5,59.5,14.5443586492672,14.5443586492672,14.5443586492672
2.5,58.5,14.9189740255093,14.9189740255093,14.9189740255093
2.5,57.5,15.3125637603016,15.3125637603016,15.3125637603016
2.5,56.5,15.6912817005546,15.6912817005546,15.6912817005546
2.5,55.5,15.94256374622,15.94256374622,15.94256374622
2.5,54.5,16.4020509154369,16.4020509154369,16.4020509154369
2.5,53.5,16.9243585960701,16.9243585960701,16.9243585960701
2.5,52.5,17.4617944814933,17.4617944814933,17.4617944814933
2.5,51.5,17.8638457545581,17.8638457545581,17.8638457545581
2.5,41.5,24.8558968803248,24.8558968803248,24.8558968803248
2.5,40.5,25.6820507080127,25.6820507080127,25.6820507080127
2.5,39.5,26.0682045455353,26.0682045455353,26.0682045455353
2.5,38.5,25.9505122404737,25.9505122404737,25.9505122404737
2.5,37.5,25.5541019929239,25.5541019929239,25.5541019929239
2.5,36.5,25.1371789253197,25.1371789253197,25.1371789253197
2.5,6.5,29.05307627369,29.0348711458918,28.8266660223405
2.5,5.5,29.1671788352422,29.148204476692,28.8907685850102
2.5,4.5,29.3779480613004,29.3779480613004,29.0310249921317
2.5,3.5,29.5851275438491,29.5851275438491,29.0989737085616
2.5,2.5,29.6484608757668,29.6484608757668,28.9423070453967
2.5,1.5,29.5415378012336,29.5415378012336,28.5097429525012
2.5,0.5,29.3484608824723,29.3484608824723,27.8648711720434
2.5,-0.5,29.1399993486702,29.1399993486702,27.1866660589973
2.5,-1.5,28.9943583262845,28.9943583262845,26.7510250430936
2.5,-2.5,28.9271788406066,28.9271788406066,26.6266660715143
2.5,-3.5,28.9107685845632,28.7305121783358,26.7456404278294
2.5,-4.5,28.8587173036753,28.6833326922109,26.9564096538875
2.5,-5.5,28.7579480751585,28.5876916687076,27.0538455491456
2.5,-6.5,28.5694865409094,28.402050647216,26.9984609349989
2.5,-7.5,28.3074352647154,28.1217942432238,26.4174353069602
2.5,-8.5,27.9743583490833,27.7735891228016,26.0617942892684
2.5,-9.5,27.547178871452,27.3671788754754,25.6228199401058
2.5,-10.5,27.0428199083664,26.8810250401879,25.1412814893306
2.5,-11.5,26.5043583819404,26.3282045397239,24.6251276547137
2.5,-12.5,25.9615378812529,25.7628199369766,24.1074353585927
2.5,-13.5,25.4315378930993,25.1879481549542,23.5707687039215
2.5,-14.5,24.9805122621548,24.6853840636233,23.0692302535933
2.5,-15.5,24.6361532954929,24.2894866365748,22.6389738529538
2.5,-16.5,24.383589198574,24.0010251045609,22.2899995017797
2.5,-17.5,24.1725635622652,23.7407687001217,22.0143584822997
2.5,-18.5,23.968973823226,23.5041020387449,21.7923072052117
2.5,-19.5,23.7697430584484,23.2882046076732,21.6128200297363
2.5,-20.5,23.5728199859269,23.103845637435,21.4789738788819
2.5,-21.5,23.4192302457702,22.9161533339379,21.6199995167553
2.5,-22.5,23.2894866589266,22.7320507739503,21.4715379816122
2.5,-23.5,23.1802558921373,22.5602559059954,21.323076446469
2.5,-24.5,23.091794355653,22.4112815503509,21.1610251680399
2.5,-25.5,23.0258969212285,22.2712815534801,20.9702559415347
2.5,-26.5,22.9610251278067,22.1374354026256,20.7579482539724
2.5,-27.5,22.8541020532736,21.9830764317169,20.5269226181106
2.5,-28.5,22.6582046217548,21.777691820923,20.2784610852026
2.5,-29.5,22.469486677255,21.7199995145202,20.0012816042186
2.5,-30.5,22.2710251432294,21.4576918280755,19.698973918668
2.5,-31.5,21.9871789957277,21.150512347762,19.3697431567961
2.5,-32.5,21.5697431076223,20.7535892797109,19.0030764983251
2.5,-33.5,21.1169226049231,20.3225636483194,18.5548713801381
2.5,-34.5,20.5451277459088,19.8046149419477,18.0015380591727
2.5,-35.5,19.8264098132555,19.147691879708,17.3148714078543
2.5,-36.5,18.92564060262,18.3389739490663,16.4743586061284
2.5,-37.5,17.8048713969019,17.2892303827863,15.4023073480393
2.5,-38.5,16.5269227075176,16.0589740000283,14.1976919903492
2.5,-39.5,15.2158970957956,14.7779483876358,13.0153843244681
2.5,-40.5,14.0774355827807,13.6758971302173,12.0812817812444
2.5,-41.5,12.9861535558907,12.5966663851092,11.2384612872623
2.5,-42.5,11.9148715285537,11.5835894846763,10.4697433557266
2.5,-43.5,10.8553843727479,10.6312818136544,9.7269228595094
2.5,-44.5,9.8823074714209,9.58333311912914,8.94897415894919
2.5,-45.5,8.78205108575714,8.5317946810944,7.97076905260865
2.5,-46.5,7.73846136549344,7.50974342188774,6.96846138270429
2.5,-47.5,6.84564087262903,6.59923062172647,6.02846140371492
2.5,-48.5,6.0679485823195,5.76179474300872,5.15384603864872
2.5,-49.5,5.24179475463163,4.94820501760413,4.33589733898258
2.5,-50.5,4.30794862165856,4.05128196072884,3.46435889692452
2.5,-51.5,3.31230761827185,3.08205121316207,2.50897430289441
2.5,-52.5,2.38692302357119,2.15846149021616,1.55282047811227
2.5,-53.5,1.7151281667921,1.48846150519183,0.859743570526823
2.5,-54.5,1.30128202219613,1.05256407903746,0.408461529331712
2.5,-55.5,1.09076920638864,0.780769213317679,0.114615382053531
2.5,-56.5,0.992307670127887,0.582051269041422,-0.0930769209964917
2.5,-57.5,0.90871792840652,0.489743578796968,-0.277692301485401
2.5,-58.5,0.843333314483364,0.375641017244794,-0.438974349162517
2.5,-59.5,0.810256392145768,0.288974352515279,-0.59589742257809
2.5,-60.5,0.829230750696017,0.0958974337539612,-0.680512805302174
2.5,-61.5,0.842820493982006,0.158974355421005,-0.826410237938548
2.5,-62.5,0.861282032030897,0.0941025619992079,-0.95410254277671
2.5,-63.5,0.881025621333183,0.0402564093566094,-0.931025620215596
2.5,-64.5,0.918717928183002,0.0989743567621097,-0.867435878047194
2.5,-65.5,0.888461518602876,0.0069230767683341,-0.875641006068924
2.5,-66.5,0.74820511148144,-0.175384611464464,-0.947435876259055
2.5,-67.5,0.472820502252151,-0.423846144372454,-1.21205125495982
2.5,-68.5,0.0907692287403804,-0.683076907808964,-1.26923074086125
2.5,-69.5,-0.370512812231214,-0.904358954144976,-1.28846150966218
2.5,-70.5,-0.675128190037914,-0.929487158711522,-1.29153843267033
3.5,89.5,-1.79923072901483,-1.79923072901483,-1.79923072901483
3.5,88.5,-1.79923072901483,-1.79923072901483,-1.79923072901483
3.5,87.5,-1.71769226929889,-1.71769226929889,-1.71769226929889
3.5,86.5,-1.71307688478667,-1.71307688478667,-1.71307688478667
3.5,85.5,-1.70589739776766,-1.70589739776766,-1.70589739776766
3.5,84.5,-1.68051278295043,-1.68051278295043,-1.68051278295043
3.5,83.5,-1.5512820166082,-1.5512820166082,-1.5512820166082
3.5,82.5,-1.20461535769013,-1.20461535769013,-1.20461535769013
3.5,81.5,-0.438717938911838,-0.438717938911838,-0.438717938911838
3.5,80.5,0.821794853426325,0.821794853426325,0.821794853426325
3.5,79.5,2.47897430356496,2.47897430356496,2.47897430356496
3.5,78.5,4.08128196005829,4.08128196005829,4.08128196005829
3.5,77.5,5.37717936699016,5.37717936699016,5.37717936699016
3.5,76.5,6.04410242900634,6.04410242900634,6.04410242900634
3.5,75.5,6.16666652883093,6.16666652883093,6.16666652883093
3.5,74.5,6.5584613918685,6.5584613918685,6.5584613918685
3.5,73.5,7.24307676118154,7.24307676118154,7.24307676118154
3.5,72.5,8.04871776881508,8.04871776881508,8.04871776881508
3.5,71.5,8.71358954882584,8.71358954882584,8.71358954882584
3.5,70.5,9.46974337807833,9.46974337807833,9.46974337807833
3.5,69.5,10.1671792599253,10.1671792599253,10.1671792599253
3.5,68.5,10.7484612982147,10.7484612982147,10.7484612982147
3.5,67.5,11.2182048774587,11.2182048774587,11.2182048774587
3.5,66.5,11.7346151223263,11.7346151223263,11.7346151223263
3.5,65.5,12.2107689578373,12.2107689578373,12.2107689578373
3.5,64.5,12.62717920494,12.62717920494,12.62717920494
3.5,63.5,13.0451279135469,13.0451279135469,13.0451279135469
3.5,62.5,13.5194868773031,13.5194868773031,13.5194868773031
3.5,61.5,14.0446150706938,14.0446150706938,14.0446150706938
3.5,60.5,14.5456407005206,14.5456407005206,14.5456407005206
3.5,59.5,14.8833330006649,14.8833330006649,14.8833330006649
3.5,58.5,15.2287176083296,15.2287176083296,15.2287176083296
3.5,57.5,15.5874355490296,15.5874355490296,15.5874355490296
3.5,56.5,15.9551278485033,15.9551278485033,15.9551278485033
3.5,55.5,16.2523073290403,16.2523073290403,16.2523073290403
3.5,54.5,16.7761534711776,16.7761534711776,16.7761534711776
3.5,53.5,17.3461534584371,17.3461534584371,17.3461534584371
3.5,52.5,17.8784611388468,17.8784611388468,17.8784611388468
3.5,51.5,18.296922667955,18.296922667955,18.296922667955
3.5,43.5,22.0148713028011,22.0148713028011,22.0148713028011
3.5,42.5,22.7910251316065,22.7910251316065,22.7910251316065
3.5,41.5,24.1705122802598,24.1705122802598,24.1705122802598
3.5,40.5,25.2674353326647,25.2674353326647,25.2674353326647
3.5,39.5,25.8661532680003,25.8661532680003,25.8661532680003
3.5,38.5,25.9128199336238,25.9128199336238,25.9128199336238
3.5,37.5,25.7192301943612,25.7192301943612,25.7192301943612
3.5,6.5,29.1143583236023,29.1056403750793,28.9179480715822
3.5,5.5,29.2299993466586,29.2166660136233,28.9871788392655
3.5,4.5,29.4012813941122,29.4012813941122,29.0807685807634
3.5,3.5,29.5546147240183,29.5546147240183,29.0889737087851
3.5,2.5,29.5823070310916,29.5823070310916,28.8953839695224
3.5,1.5,29.4769224180625,29.4728198540516,28.4533326973518
3.5,0.5,29.2997429348433,29.2997429348433,27.8141019424089
3.5,-0.5,29.0982044778096,29.0982044778096,27.144614777886
3.5,-1.5,28.9746147369823,28.9599993526936,27.3474352861731
