"range","sensitivity_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","Pelagic_habitat_for_marine_species_","source_logic_for_pelagic_habitat","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","Pelagic_habitat_.for_marine_species.","notes","metric"
"Halichoeres_dispilus_IUCN","Te_best","Halichoeres_dispilus","IUCN","marine",NA,"warm_under",-2.5774364471436,NA,NA,"warm","min","Marine","Sally","Halichoeres","dispilus","Labridae","Animalia","Chordata","Actinopterygii","Perciformes",25,"fishbase",NA,"carnivore","fishbase","Non-migratory","no info","100+","PLD 39.4 days - Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.","pelagic development","Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","reef-associated",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Halozetes_belgicae_GBIF","elev_x_dormancy","Halozetes_belgicae","GBIF","Intertidal",NA,"cold_under",-0.76333332061767,-62,0,"cold","min","Intertidal","Susana","Halozetes","belgicae","Ameronothridae","Animalia","Arthropoda","Arachnida","Acarina",0.07,"Cannon and Schenker (1985) Brit Antarct Surv Bull 67: 1-5","Body size is mean length","herbivore","Deere and Chown (2006) The American Naturalist 168: 630-644; Hawes et al. (2007). J. Exp. Biol. 210.; Feeds on lichens and/or algea.
593-601.","Non-migratory","taxa","0-1","oribatid mites have low dispersal ability generally - Stary and Block (1998) Journal of Natural History 32: 861-894","walking","mite","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","Mercer et al (2000) Polar Biology 23: 775-784","intertidal",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Halozetes_belgicae_GBIF","Te_best","Halozetes_belgicae","GBIF","intertidal",NA,"cold_under",-0.76333332061767,NA,NA,"cold","min","Intertidal","Susana","Halozetes","belgicae","Ameronothridae","Animalia","Arthropoda","Arachnida","Acarina",0.07,"Cannon and Schenker (1985) Brit Antarct Surv Bull 67: 1-5","Body size is mean length","herbivore","Deere and Chown (2006) The American Naturalist 168: 630-644; Hawes et al. (2007). J. Exp. Biol. 210.; Feeds on lichens and/or algea.
593-601.","Non-migratory","taxa","0-1","oribatid mites have low dispersal ability generally - Stary and Block (1998) Journal of Natural History 32: 861-894","walking","mite","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","Mercer et al (2000) Polar Biology 23: 775-784","intertidal",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Halozetes_belgicae_GBIF","elev_x_dormancy","Halozetes_belgicae","GBIF","Intertidal",NA,"warm_under",-0.21641027927399,-62,0,"warm","min","Intertidal","Susana","Halozetes","belgicae","Ameronothridae","Animalia","Arthropoda","Arachnida","Acarina",0.07,"Cannon and Schenker (1985) Brit Antarct Surv Bull 67: 1-5","Body size is mean length","herbivore","Deere and Chown (2006) The American Naturalist 168: 630-644; Hawes et al. (2007). J. Exp. Biol. 210.; Feeds on lichens and/or algea.
593-601.","Non-migratory","taxa","0-1","oribatid mites have low dispersal ability generally - Stary and Block (1998) Journal of Natural History 32: 861-894","walking","mite","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","Mercer et al (2000) Polar Biology 23: 775-784","intertidal",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Halozetes_belgicae_GBIF","Te_best","Halozetes_belgicae","GBIF","intertidal",NA,"warm_under",-0.21641027927399,NA,NA,"warm","min","Intertidal","Susana","Halozetes","belgicae","Ameronothridae","Animalia","Arthropoda","Arachnida","Acarina",0.07,"Cannon and Schenker (1985) Brit Antarct Surv Bull 67: 1-5","Body size is mean length","herbivore","Deere and Chown (2006) The American Naturalist 168: 630-644; Hawes et al. (2007). J. Exp. Biol. 210.; Feeds on lichens and/or algea.
593-601.","Non-migratory","taxa","0-1","oribatid mites have low dispersal ability generally - Stary and Block (1998) Journal of Natural History 32: 861-894","walking","mite","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","Mercer et al (2000) Polar Biology 23: 775-784","intertidal",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Hemachatus_haemachatus_IUCN","Te_best","Hemachatus_haemachatus","IUCN","terrestrial",NA,"cold_over",7.18366694450378,NA,NA,"cold","min","Terrestrial","Miguel R.","Hemachatus","haemachatus","Elapidae","Animalia","Chordata","Reptilia","Squamata",120,"Shine et al. (2006) Journal of Zoology 272(2): 183-193","max body length","carnivore","Shine et al. (2006) Journal of Zoology 272(2): 183-193","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","No","Alexander, G. J., & Marshall, C. L. (1998). Diel activity patterns in a captive colony of Rinkhals, Hemachatus haemachatus. African Journal of Herpetology, 47(1), 29-32.","activty pattern does not change in winter","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Hemachatus_haemachatus_IUCN","elev_x_dormancy","Hemachatus_haemachatus","IUCN","Terrestrial",NA,"cold_under",-0.85689115524292,-29.7209011155,392531,"cold","min","Terrestrial","Miguel R.","Hemachatus","haemachatus","Elapidae","Animalia","Chordata","Reptilia","Squamata",120,"Shine et al. (2006) Journal of Zoology 272(2): 183-193","max body length","carnivore","Shine et al. (2006) Journal of Zoology 272(2): 183-193","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","No","Alexander, G. J., & Marshall, C. L. (1998). Diel activity patterns in a captive colony of Rinkhals, Hemachatus haemachatus. African Journal of Herpetology, 47(1), 29-32.","activty pattern does not change in winter","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Hemachatus_haemachatus_IUCN","elev_x_dormancy","Hemachatus_haemachatus","IUCN","Terrestrial",NA,"warm_under",-7.951904296875,-29.7209011155,392531,"warm","min","Terrestrial","Miguel R.","Hemachatus","haemachatus","Elapidae","Animalia","Chordata","Reptilia","Squamata",120,"Shine et al. (2006) Journal of Zoology 272(2): 183-193","max body length","carnivore","Shine et al. (2006) Journal of Zoology 272(2): 183-193","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","No","Alexander, G. J., & Marshall, C. L. (1998). Diel activity patterns in a captive colony of Rinkhals, Hemachatus haemachatus. African Journal of Herpetology, 47(1), 29-32.","activty pattern does not change in winter","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Hemachatus_haemachatus_IUCN","Te_best","Hemachatus_haemachatus","IUCN","terrestrial",NA,"warm_under",-9.1307983398437,NA,NA,"warm","min","Terrestrial","Miguel R.","Hemachatus","haemachatus","Elapidae","Animalia","Chordata","Reptilia","Squamata",120,"Shine et al. (2006) Journal of Zoology 272(2): 183-193","max body length","carnivore","Shine et al. (2006) Journal of Zoology 272(2): 183-193","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","No","Alexander, G. J., & Marshall, C. L. (1998). Diel activity patterns in a captive colony of Rinkhals, Hemachatus haemachatus. African Journal of Herpetology, 47(1), 29-32.","activty pattern does not change in winter","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Hemidactylus_frenatus_IUCN","elev_x_dormancy","Hemidactylus_frenatus","IUCN","Terrestrial",NA,"cold_over",6.58607339859004,1.41776943200003,7536266,"cold","min","Terrestrial","Adam A","Hemidactylus","frenatus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.7,"Meiri 2008","max adult SVL","insectivore","http://biostor.org/reference/114380","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1600,0,"IUCN",NA,NA,"ct"
"Hemidactylus_frenatus_IUCN","Te_best","Hemidactylus_frenatus","IUCN","terrestrial",NA,"cold_over",21.1175012588501,NA,NA,"cold","min","Terrestrial","Adam A","Hemidactylus","frenatus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.7,"Meiri 2008","max adult SVL","insectivore","http://biostor.org/reference/114380","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1600,0,"IUCN",NA,NA,"ct"
"Hemidactylus_frenatus_IUCN","Te_best","Hemidactylus_frenatus","IUCN","terrestrial",NA,"warm_over",0.766536712646499,NA,NA,"warm","min","Terrestrial","Adam A","Hemidactylus","frenatus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.7,"Meiri 2008","max adult SVL","insectivore","http://biostor.org/reference/114380","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1600,0,"IUCN",NA,NA,"ct"
"Hemidactylus_frenatus_IUCN","elev_x_dormancy","Hemidactylus_frenatus","IUCN","Terrestrial",NA,"warm_under",-0.6347045898438,1.41776943200003,7536266,"warm","min","Terrestrial","Adam A","Hemidactylus","frenatus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.7,"Meiri 2008","max adult SVL","insectivore","http://biostor.org/reference/114380","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1600,0,"IUCN",NA,NA,"ct"
"Hemidactylus_turcicus_IUCN","elev_x_dormancy","Hemidactylus_turcicus","IUCN","Terrestrial",NA,"cold_over",5.81961774826047,29.2757855930001,1272674,"cold","min","Terrestrial","Adam A","Hemidactylus","turcicus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.1,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1565688","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Locey, K. J., & Stone, P. A. (2006). Factors affecting range expansion in the introduced Mediterranean gecko, Hemidactylus turcicus. Journal of Herpetology, 40(4), 526-530.","walking","Squamate walking tetrapod","Yes","http://fieldherping.eu/Forum/viewtopic.php?f=15&t=975",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemidactylus_turcicus_IUCN","Te_best","Hemidactylus_turcicus","IUCN","terrestrial",NA,"cold_over",19.2474565505981,NA,NA,"cold","min","Terrestrial","Adam A","Hemidactylus","turcicus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.1,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1565688","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Locey, K. J., & Stone, P. A. (2006). Factors affecting range expansion in the introduced Mediterranean gecko, Hemidactylus turcicus. Journal of Herpetology, 40(4), 526-530.","walking","Squamate walking tetrapod","Yes","http://fieldherping.eu/Forum/viewtopic.php?f=15&t=975",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemidactylus_turcicus_IUCN","Te_best","Hemidactylus_turcicus","IUCN","terrestrial",NA,"warm_over",0.488235473632805,NA,NA,"warm","min","Terrestrial","Adam A","Hemidactylus","turcicus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.1,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1565688","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Locey, K. J., & Stone, P. A. (2006). Factors affecting range expansion in the introduced Mediterranean gecko, Hemidactylus turcicus. Journal of Herpetology, 40(4), 526-530.","walking","Squamate walking tetrapod","Yes","http://fieldherping.eu/Forum/viewtopic.php?f=15&t=975",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemidactylus_turcicus_IUCN","elev_x_dormancy","Hemidactylus_turcicus","IUCN","Terrestrial",NA,"warm_under",-4.5422744750977,29.2757855930001,1272674,"warm","min","Terrestrial","Adam A","Hemidactylus","turcicus","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",6.1,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1565688","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Locey, K. J., & Stone, P. A. (2006). Factors affecting range expansion in the introduced Mediterranean gecko, Hemidactylus turcicus. Journal of Herpetology, 40(4), 526-530.","walking","Squamate walking tetrapod","Yes","http://fieldherping.eu/Forum/viewtopic.php?f=15&t=975",NA,"No","no info - based on climate",NA,"non-highland specialist","Personal observation below 1000m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemiergis_decresiensis_IUCN","Te_best","Hemiergis_decresiensis","IUCN","terrestrial",NA,"cold_over",0.33714056015015,NA,NA,"cold","min","Terrestrial","Adam A","Hemiergis","decresiensis","Scincidae","Animalia","Chordata","Reptilia","Squamata",7.9,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Karen Murphy, Simon Hudson, Glenn Shea ""Reproductive Seasonality of Three Cold-temperate Viviparous Skinks from Southeastern Australia,"" Journal of Herpetology, 40(4), 454-464, (1 December 2006)","animals collected in August were in hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Hemiergis/",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemiergis_decresiensis_IUCN","elev_x_dormancy","Hemiergis_decresiensis","IUCN","Terrestrial",NA,"cold_under",-0.32116794586181,-34.25137654,129271,"cold","min","Terrestrial","Adam A","Hemiergis","decresiensis","Scincidae","Animalia","Chordata","Reptilia","Squamata",7.9,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Karen Murphy, Simon Hudson, Glenn Shea ""Reproductive Seasonality of Three Cold-temperate Viviparous Skinks from Southeastern Australia,"" Journal of Herpetology, 40(4), 454-464, (1 December 2006)","animals collected in August were in hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Hemiergis/",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemiergis_decresiensis_IUCN","elev_x_dormancy","Hemiergis_decresiensis","IUCN","Terrestrial",NA,"warm_under",-12.316873550415,-34.25137654,129271,"warm","min","Terrestrial","Adam A","Hemiergis","decresiensis","Scincidae","Animalia","Chordata","Reptilia","Squamata",7.9,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Karen Murphy, Simon Hudson, Glenn Shea ""Reproductive Seasonality of Three Cold-temperate Viviparous Skinks from Southeastern Australia,"" Journal of Herpetology, 40(4), 454-464, (1 December 2006)","animals collected in August were in hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Hemiergis/",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemiergis_decresiensis_IUCN","Te_best","Hemiergis_decresiensis","IUCN","terrestrial",NA,"warm_under",-3.1993865966797,NA,NA,"warm","min","Terrestrial","Adam A","Hemiergis","decresiensis","Scincidae","Animalia","Chordata","Reptilia","Squamata",7.9,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Karen Murphy, Simon Hudson, Glenn Shea ""Reproductive Seasonality of Three Cold-temperate Viviparous Skinks from Southeastern Australia,"" Journal of Herpetology, 40(4), 454-464, (1 December 2006)","animals collected in August were in hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Hemiergis/",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemiergis_peroni_GBIF","elev_x_dormancy","Hemiergis_peroni","GBIF","Terrestrial",NA,"cold_over",6.37667679786682,-34.5230391405754,583638,"cold","min","Terrestrial",NA,"Hemiergis","peroni","Scincidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemiergis_peroni_GBIF","elev_x_dormancy","Hemiergis_peroni","GBIF","Terrestrial",NA,"warm_under",-4.9995193481445,-34.5230391405754,583638,"warm","min","Terrestrial",NA,"Hemiergis","peroni","Scincidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemigrapsus_nudus_GBIF","elev_x_dormancy","Hemigrapsus_nudus","GBIF","Intertidal",NA,"cold_over",17.7460992336273,47.2466316667706,185251,"cold","min","Intertidal","Jenn","Hemigrapsus","nudus","Varunidae","Animalia","Arthropoda","Malacostraca","Decapoda",0.1342,"Oliver and Schmelter (2018)","mean carapace width","omnivore","Yamada and Boulding (1998) Journal of Experimental Marine Biology and Ecology 220(2): 191-211","Non-migratory","do migrate offshore seasonally, but would likely not affect realized range (Boddeke (1976) Netherlands Journal of Sea Research 10(1):103-130)","10-100","guess since minimum PLD is 30 days - Kelly, R. P., & Palumbi, S. R. (2010). Genetic structure among 50 species of the northeastern Pacific rocky intertidal community. PloS one, 5(1), e8594.","pelagic development and crawling adults","pelagic larval development - Lehto, J., Sulkin, S., Strom, S., & Johnson, D. (1998). Protists and detrital particles as prey for the first larval stage of the brachyuran crab, Hemigrapsus oregonensis. Journal of experimental marine biology and ecology, 230(2), 213-224.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemigrapsus_nudus_GBIF","Te_best","Hemigrapsus_nudus","GBIF","intertidal",NA,"cold_over",17.7460992336273,NA,NA,"cold","min","Intertidal","Jenn","Hemigrapsus","nudus","Varunidae","Animalia","Arthropoda","Malacostraca","Decapoda",0.1342,"Oliver and Schmelter (2018)","mean carapace width","omnivore","Yamada and Boulding (1998) Journal of Experimental Marine Biology and Ecology 220(2): 191-211","Non-migratory","do migrate offshore seasonally, but would likely not affect realized range (Boddeke (1976) Netherlands Journal of Sea Research 10(1):103-130)","10-100","guess since minimum PLD is 30 days - Kelly, R. P., & Palumbi, S. R. (2010). Genetic structure among 50 species of the northeastern Pacific rocky intertidal community. PloS one, 5(1), e8594.","pelagic development and crawling adults","pelagic larval development - Lehto, J., Sulkin, S., Strom, S., & Johnson, D. (1998). Protists and detrital particles as prey for the first larval stage of the brachyuran crab, Hemigrapsus oregonensis. Journal of experimental marine biology and ecology, 230(2), 213-224.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemigrapsus_nudus_GBIF","elev_x_dormancy","Hemigrapsus_nudus","GBIF","Intertidal",NA,"warm_under",-10.8573303222657,47.2466316667706,185251,"warm","min","Intertidal","Jenn","Hemigrapsus","nudus","Varunidae","Animalia","Arthropoda","Malacostraca","Decapoda",0.1342,"Oliver and Schmelter (2018)","mean carapace width","omnivore","Yamada and Boulding (1998) Journal of Experimental Marine Biology and Ecology 220(2): 191-211","Non-migratory","do migrate offshore seasonally, but would likely not affect realized range (Boddeke (1976) Netherlands Journal of Sea Research 10(1):103-130)","10-100","guess since minimum PLD is 30 days - Kelly, R. P., & Palumbi, S. R. (2010). Genetic structure among 50 species of the northeastern Pacific rocky intertidal community. PloS one, 5(1), e8594.","pelagic development and crawling adults","pelagic larval development - Lehto, J., Sulkin, S., Strom, S., & Johnson, D. (1998). Protists and detrital particles as prey for the first larval stage of the brachyuran crab, Hemigrapsus oregonensis. Journal of experimental marine biology and ecology, 230(2), 213-224.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Hemigrapsus_nudus_GBIF","Te_best","Hemigrapsus_nudus","GBIF","intertidal",NA,"warm_under",-10.8573303222657,NA,NA,"warm","min","Intertidal","Jenn","Hemigrapsus","nudus","Varunidae","Animalia","Arthropoda","Malacostraca","Decapoda",0.1342,"Oliver and Schmelter (2018)","mean carapace width","omnivore","Yamada and Boulding (1998) Journal of Experimental Marine Biology and Ecology 220(2): 191-211","Non-migratory","do migrate offshore seasonally, but would likely not affect realized range (Boddeke (1976) Netherlands Journal of Sea Research 10(1):103-130)","10-100","guess since minimum PLD is 30 days - Kelly, R. P., & Palumbi, S. R. (2010). Genetic structure among 50 species of the northeastern Pacific rocky intertidal community. PloS one, 5(1), e8594.","pelagic development and crawling adults","pelagic larval development - Lehto, J., Sulkin, S., Strom, S., & Johnson, D. (1998). Protists and detrital particles as prey for the first larval stage of the brachyuran crab, Hemigrapsus oregonensis. Journal of experimental marine biology and ecology, 230(2), 213-224.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Heteronotia_binoei_IUCN","elev_x_dormancy","Heteronotia_binoei","IUCN","Terrestrial",NA,"cold_over",3.01625156402588,-22.6670889624999,6908491,"cold","min","Terrestrial","Adam A","Heteronotia","binoei","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1443783","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Bustard, H. R. (1968). The ecology of the Australian gecko Heteronotia binoei in northern New South Wales. Journal of Zoology, 156(4), 483-497.","no true hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Heteronotia/binoei",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pianka found one plant item in a stomach, Pianka found one plant item in a stomach","ct"
