"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Austrelaps_superbus_IUCN","elev_x_dormancy",NA,"Terrestrial",21.9876937866211,38.6394119262695,41.2,1.88901960849762,3.06616616249084,3,-16.6517181396484,0,0,19.2123062133789,0,1.17714655399322,18.9876937866211,0,"Austrelaps superbus","IUCN",206108,-39.633471389
"Bassiana_duperreyi_GARD","elev_x_dormancy",NA,"Terrestrial",23.9501209259033,38.6394119262695,43.5,1.88901960849762,3.06616616249084,3,-14.6892910003662,0,0,19.5498790740967,0,1.17714655399322,20.9501209259033,0,"Bassiana duperreyi","GARD",337965,-38.709453526715
"Bassiana_duperreyi_GBIF","elev_x_dormancy",NA,"Terrestrial",27.9815311431885,38.6394119262695,43.5,1.01430869102478,3.06616616249084,3,-10.657880783081,0,0,15.5184688568115,0,2.05185747146606,24.9815311431885,0,"Bassiana duperreyi","GBIF",897544,-36.4667226187228
"Chamaeleo_dilepis_IUCN","elev_x_dormancy",NA,"Terrestrial",35.8212852478027,39.2695541381836,43.6,9.89883804321289,8.44454002380371,7.6,-3.4482688903809,0,0,7.7787147521973,-1.45429801940918,0,0,-2.29883804321289,"Chamaeleo dilepis","IUCN",11046310,-10.7012248919999
"Chamaeleo_jacksonii_GBIF","elev_x_dormancy",NA,"Terrestrial",31.0321350097656,37.433708190918,41,11.643138885498,7.32754325866699,5.3,-6.4015731811524,0,0,9.9678649902344,-4.31559562683101,0,0,-6.343138885498,"Chamaeleo jacksonii","GBIF",279437,-1.40502075269033
"Clubiona_diversa_GBIF","elev_x_dormancy",NA,"Terrestrial",16.9877910614014,37.6310997009277,41.4,-5.84137105941772,-10.1976890563965,-10.2,-20.6433086395263,0,0,24.4122089385986,-4.35631799697878,0,0,-4.35862894058228,"Clubiona diversa","GBIF",1476519,54.1010577453007
"Clubiona_trivialis_GBIF","elev_x_dormancy",NA,"Terrestrial",25.8503513336182,40.5134429931641,42.1,-34.8322372436523,-7.39259433746338,-7.4,-14.6630916595459,0,0,16.2496486663818,0,27.4396429061889,33.2503513336182,0,"Clubiona trivialis","GBIF",10420135,54.5491274584246
"Coleonyx_brevis_IUCN","elev_x_dormancy",NA,"Terrestrial",32.9779357910156,35.2057228088379,41.6,-0.941337883472443,8.56739044189453,8.5,-2.2277870178223,0,0,8.6220642089844,0,9.50872832536697,24.4779357910156,0,"Coleonyx brevis","IUCN",569266,29.1094483615001
"Coleonyx_variegatus_IUCN","elev_x_dormancy",NA,"Terrestrial",32.9281311035156,34.6883811950684,43,7.43130016326904,7.60798454284668,7.6,-1.76025009155281,0,0,10.0718688964844,0,0.176684379577639,25.3281311035156,0,"Coleonyx variegatus","IUCN",580023,30.3067657375
"Cophosaurus_texanus_IUCN","elev_x_dormancy",NA,"Terrestrial",31.534330368042,34.6883811950684,44.4,7.05086517333984,15.4549770355225,15.4,-3.1540508270264,0,0,12.865669631958,0,8.40411186218266,16.134330368042,0,"Cophosaurus texanus","IUCN",1137047,29.1468355615
"Cordylus_cordylus_IUCN","elev_x_dormancy",NA,"Terrestrial",32.7428932189941,40.6947975158691,41.6,6.23390340805054,7.67874193191528,7.5,-7.951904296875,0,0,8.8571067810059,0,1.44483852386474,25.2428932189941,0,"Cordylus cordylus","IUCN",234620,-32.207730151
"Cordylus_niger_IUCN","elev_x_dormancy",NA,"Terrestrial",27.9486789703369,40.6947975158691,41,6.23390340805054,7.47205352783203,7.4,-12.7461185455322,0,0,13.0513210296631,0,1.23815011978149,20.5486789703369,0,"Cordylus niger","IUCN",503,-33.6500683034999
"Cordylus_niger_GBIF","elev_x_dormancy",NA,"Terrestrial",27.9486789703369,40.6947975158691,41,6.23390340805054,7.47205352783203,7.4,-12.7461185455322,0,0,13.0513210296631,0,1.23815011978149,20.5486789703369,0,"Cordylus niger","GBIF",615,-33.6658816861293
"Cordylus_oelofseni_IUCN","elev_x_dormancy",NA,"Terrestrial",30.9419898986816,40.6947975158691,40.8,6.23390340805054,7.31241607666016,6.3,-9.7528076171875,0,0,9.8580101013184,0,1.07851266860962,24.6419898986816,0,"Cordylus oelofseni","IUCN",3873,-33.251806207
"Craugastor_fleischmanni_IUCN","elev_x_dormancy",NA,"Terrestrial",29.8743267059326,31.3406429290771,31.4,16.516227722168,12.5151262283325,6,-1.4663162231445,0,0,1.5256732940674,-4.0011014938355,0,0,-10.516227722168,"Craugastor fleischmanni","IUCN",3265,9.86780099800006
"Crustulina_guttata_GBIF","elev_x_dormancy",NA,"Terrestrial",18.9569835662842,37.6310997009277,41.8,-8.17800426483154,-7.99466419219971,-8,-18.6741161346435,0,0,22.8430164337158,0,0.18334007263183,26.9569835662842,0,"Crustulina guttata","GBIF",2095099,56.0548917330794
"Ctenophorus_decresii_GBIF","elev_x_dormancy",NA,"Terrestrial",27.9980945587158,38.6394119262695,43.8,7.29716157913208,7.07585525512695,7,-10.6413173675537,0,0,15.8019054412842,-0.221306324005131,0,0,-0.29716157913208,"Ctenophorus decresii","GBIF",185789,-32.9776430351784
"Ctenophorus_decresii_IUCN","elev_x_dormancy",NA,"Terrestrial",27.1558132171631,38.6394119262695,43.8,7.29716157913208,7.07585525512695,7,-11.4835987091064,0,0,16.6441867828369,-0.221306324005131,0,0,-0.29716157913208,"Ctenophorus decresii","IUCN",112467,-33.0624224694999
"Ctenotus_regius_IUCN","elev_x_dormancy",NA,"Terrestrial",39.4053688049316,40.5953636169434,45.1,8.17216396331787,8.76618766784668,8.7,-1.1899948120118,0,0,5.6946311950684,0,0.59402370452881,30.7053688049316,0,"Ctenotus regius","IUCN",1712767,-29.2979374344999
"Ctenotus_regius_GBIF","elev_x_dormancy",NA,"Terrestrial",39.4053688049316,40.5953636169434,45.1,6.59669303894043,8.76618766784668,8.7,-1.1899948120118,0,0,5.6946311950684,0,2.16949462890625,30.7053688049316,0,"Ctenotus regius","GBIF",1896835,-28.9478066393496
"Ctenotus_taeniolatus_IUCN","elev_x_dormancy",NA,"Terrestrial",36.7167091369629,40.5953636169434,44.7,4.58393239974976,11.4177350997925,11.4,-3.8786544799805,0,0,7.98329086303711,0,6.83380270004274,25.3167091369629,0,"Ctenotus taeniolatus","IUCN",1154602,-26.6773791914999
"Ctenotus_taeniolatus_GBIF","elev_x_dormancy",NA,"Terrestrial",38.0157661437988,40.5953636169434,44.7,4.58393239974976,11.4177350997925,11.4,-2.5795974731446,0,0,6.6842338562012,0,6.83380270004274,26.6157661437988,0,"Ctenotus taeniolatus","GBIF",1663936,-27.15907098229
"Ctenotus_uber_IUCN","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,45.5,9.9846830368042,9.17046737670898,9.1,0,0,0,4.9046363830566,-0.814215660095218,0,0,-0.8846830368042,"Ctenotus uber","IUCN",1060968,-26.1676794195
"Ctenotus_uber_GBIF","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,45.5,4.58393239974976,9.17046737670898,9.1,0,0,0,4.9046363830566,0,4.58653497695922,31.4953636169434,0,"Ctenotus uber","GBIF",4315705,-28.4349359637454
"Dendrobates_auratus_IUCN","elev_x_dormancy",NA,"Terrestrial",32.0223121643066,34.7728500366211,34.8,14.1148843765259,9.52103042602539,9.5,-2.7505378723145,0,0,2.7776878356934,-4.59385395050051,0,0,-4.6148843765259,"Dendrobates auratus","IUCN",116892,13.5207421030001
"Desmognathus_fuscus_IUCN","elev_x_dormancy",NA,"Terrestrial",29.1645164489746,34.6883811950684,34.9,-17.2984199523926,-2.22527956962585,-2.3,-5.5238647460938,0,0,5.7354835510254,0,15.0731403827667,31.4645164489746,0,"Desmognathus fuscus","IUCN",1548642,38.5751565195
"Dipsosaurus_dorsalis_IUCN","elev_x_dormancy",NA,"Terrestrial",33.0686492919922,34.6883811950684,47.5,7.34275436401367,14.0232973098755,14,-1.6197319030762,0,0,14.4313507080078,0,6.68054294586183,19.0686492919922,0,"Dipsosaurus dorsalis","IUCN",474839,30.5609401835
"Egernia_cunninghami_GBIF","elev_x_dormancy",NA,"Terrestrial",29.039005279541,38.6394119262695,41.9,5.17008781433105,4.71209192276001,4.7,-9.6004066467285,0,0,12.860994720459,-0.45799589157104,0,0,-0.47008781433105,"Egernia cunninghami","GBIF",1181913,-32.308779401323
"Egernia_cunninghami_IUCN","elev_x_dormancy",NA,"Terrestrial",28.6963539123535,38.6394119262695,41.9,5.17008781433105,4.71209192276001,4.7,-9.943058013916,0,0,13.2036460876465,-0.45799589157104,0,0,-0.47008781433105,"Egernia cunninghami","IUCN",288991,-31.3164588369999
"Egernia_saxatilis_IUCN","elev_x_dormancy",NA,"Terrestrial",25.4411525726318,38.6394119262695,41.8,5.17008781433105,4.53961086273193,4.5,-13.1982593536377,0,0,16.3588474273682,-0.63047695159912,0,0,-0.67008781433105,"Egernia saxatilis","IUCN",191753,-34.8817618195
"Egernia_saxatilis_GBIF","elev_x_dormancy",NA,"Terrestrial",26.2452182769775,38.6394119262695,41.8,4.87086629867554,4.53961086273193,4.5,-12.394193649292,0,0,15.5547817230225,-0.33125543594361,0,0,-0.37086629867554,"Egernia saxatilis","GBIF",593613,-33.4596981412861
"Egernia_striolata_GBIF","elev_x_dormancy",NA,"Terrestrial",33.4208106994629,38.6394119262695,44.2,4.6081690788269,6.15254259109497,6.1,-5.21860122680661,0,0,10.7791893005371,0,1.54437351226807,27.3208106994629,0,"Egernia striolata","GBIF",2727822,-27.9509371417412
"Egernia_striolata_IUCN","elev_x_dormancy",NA,"Terrestrial",32.4608192443848,38.6394119262695,44.2,7.07585525512695,6.15254259109497,6.1,-6.1785926818847,0,0,11.7391807556152,-0.92331266403198,0,0,-0.97585525512695,"Egernia striolata","IUCN",1830012,-27.2808403529999
"Eleutherodactylus_coqui_IUCN","elev_x_dormancy",NA,"Terrestrial",30.6277523040771,34.6883811950684,37.2,15.0061912536621,7.53405570983887,7.5,-4.0606288909913,0,0,6.5722476959229,-7.47213554382323,0,0,-7.5061912536621,"Eleutherodactylus coqui","IUCN",12364,21.954099141
"Elgaria_multicarinata_IUCN","elev_x_dormancy",NA,"Terrestrial",29.4958744049072,34.6883811950684,41.4,1.94900619983673,2.24289894104004,2.2,-5.1925067901612,0,0,11.9041255950928,0,0.29389274120331,27.2958744049072,0,"Elgaria multicarinata","IUCN",332751,38.615441149
"Eremias_argus_IUCN","elev_x_dormancy",NA,"Terrestrial",22.8773250579834,37.6310997009277,44.9,-11.2811346054077,1.0025749206543,1,-14.7537746429443,0,0,22.0226749420166,0,12.283709526062,21.8773250579834,0,"Eremias argus","IUCN",4172221,41.4884031755001
"Eremias_brenchleyi_IUCN","elev_x_dormancy",NA,"Terrestrial",22.7003955841064,37.6310997009277,43.6,-0.70993173122406,3.41033720970154,3.4,-14.9307041168213,0,0,20.8996044158936,0,4.1202689409256,19.3003955841064,0,"Eremias brenchleyi","IUCN",927318,35.5924158100001
"Eremias_multiocellata_GBIF","elev_x_dormancy",NA,"Terrestrial",21.8774757385254,38.1447486877441,41.1,-13.0321273803711,9.00074672698975,9,-16.2672729492187,0,0,19.2225242614746,0,22.0328741073609,12.8774757385254,0,"Eremias multiocellata","GBIF",3628178,42.2027268315594
"Eremias_multiocellata_IUCN","elev_x_dormancy",NA,"Terrestrial",17.6322822570801,31.0644264221191,41.1,-13.0321273803711,9.00074672698975,9,-13.432144165039,0,0,23.4677177429199,0,22.0328741073609,8.6322822570801,0,"Eremias multiocellata","IUCN",907461,47.168057483
"Eremiascincus_fasciolatus_IUCN","elev_x_dormancy",NA,"Terrestrial",36.3943099975586,40.5953636169434,41.2,11.7238426208496,9.06437587738037,9,-4.2010536193848,0,0,4.8056900024414,-2.65946674346923,0,0,-2.7238426208496,"Eremiascincus fasciolatus","IUCN",434768,-23.202842195
"Eremiascincus_fasciolatus_GBIF","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,41.2,7.26380681991577,9.06437587738037,9,0,0,0,0.604636383056601,0,1.8005690574646,31.5953636169434,0,"Eremiascincus fasciolatus","GBIF",6010004,-24.5922414491592
"Eremiascincus_richardsoni_GBIF","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,42,6.59669303894043,7.53469324111938,7.3,0,0,0,1.4046363830566,0,0.938000202178951,33.2953636169434,0,"Eremiascincus richardsoni","GBIF",6214056,-25.3522748898709
"Eulamprus_heatwolei_IUCN","elev_x_dormancy",NA,"Terrestrial",24.1821117401123,38.6394119262695,39.5,4.87086629867554,5.3353328704834,5.3,-14.4573001861572,0,0,15.3178882598877,0,0.46446657180786,18.8821117401123,0,"Eulamprus heatwolei","IUCN",159610,-34.2702558534999
"Eulamprus_kosciuskoi_IUCN","elev_x_dormancy",NA,"Terrestrial",25.0754623413086,32.8777542114258,40.2,7.07585525512695,2.54849791526794,2.5,-7.8022918701172,0,0,15.1245376586914,-4.52735733985901,0,0,-4.57585525512695,"Eulamprus kosciuskoi","IUCN",30782,-32.888888365
"Eulamprus_kosciuskoi_GBIF","elev_x_dormancy",NA,"Terrestrial",25.4411525726318,32.8777542114258,40.2,7.07585525512695,2.54849791526794,2.5,-7.436601638794,0,0,14.7588474273682,-4.52735733985901,0,0,-4.57585525512695,"Eulamprus kosciuskoi","GBIF",381317,-32.9437779272959
"Eulamprus_quoyii_IUCN","elev_x_dormancy",NA,"Terrestrial",31.7566719055176,38.6394119262695,39.8,5.1812105178833,6.15254259109497,6,-6.8827400207519,0,0,8.0433280944824,0,0.97133207321167,25.7566719055176,0,"Eulamprus quoyii","IUCN",1004307,-27.003083467
"Eulamprus_quoyii_GBIF","elev_x_dormancy",NA,"Terrestrial",32.0834465026855,38.6394119262695,39.8,4.87086629867554,6.15254259109497,6,-6.55596542358401,0,0,7.7165534973145,0,1.28167629241943,26.0834465026855,0,"Eulamprus quoyii","GBIF",1994465,-29.4089134883055
"Eulamprus_tympanum_IUCN","elev_x_dormancy",NA,"Terrestrial",22.6847476959229,38.6394119262695,39,4.6081690788269,2.54849791526794,2.5,-15.9546642303466,0,0,16.3152523040771,-2.05967116355896,0,0,-2.1081690788269,"Eulamprus tympanum","IUCN",243224,-35.9448393169999
"Eulamprus_tympanum_GBIF","elev_x_dormancy",NA,"Terrestrial",28.9235076904297,38.6394119262695,39,4.6081690788269,2.54849791526794,2.5,-9.7159042358398,0,0,10.0764923095703,-2.05967116355896,0,0,-2.1081690788269,"Eulamprus tympanum","GBIF",1165330,-33.8886181650911
"Eurycea_bislineata_IUCN","elev_x_dormancy",NA,"Terrestrial",20.66628074646,34.6883811950684,35,-6.79946136474609,-1.99460911750793,-2,-14.0221004486084,0,0,14.33371925354,0,4.80485224723816,22.66628074646,0,"Eurycea bislineata","IUCN",1198568,44.3903927350001
"Gehyra_variegata_GBIF","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,43.8,3.35238003730774,6.04429912567139,6,0,0,0,3.2046363830566,0,2.69191908836365,34.5953636169434,0,"Gehyra variegata","GBIF",7351200,-23.9886255046315
"Gehyra_variegata_IUCN","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,43.8,6.98149013519287,6.04429912567139,6,0,0,0,3.2046363830566,-0.93719100952148,0,0,-0.98149013519287,"Gehyra variegata","IUCN",1712604,-26.9579412934999
"Hemachatus_haemachatus_IUCN","elev_x_dormancy",NA,"Terrestrial",32.7428932189941,40.6947975158691,43.1,6.23390340805054,5.37701225280762,3.7,-7.951904296875,0,0,10.3571067810059,-0.85689115524292,0,0,-2.53390340805054,"Hemachatus haemachatus","IUCN",392531,-29.7209011155
"Hemidactylus_frenatus_IUCN","elev_x_dormancy",NA,"Terrestrial",39.9606590270996,40.5953636169434,42.4,5.31633138656616,11.9024047851562,11.9,-0.6347045898438,0,0,2.4393409729004,0,6.58607339859004,28.0606590270996,0,"Hemidactylus frenatus","IUCN",7536266,1.41776943200003
"Hemidactylus_turcicus_IUCN","elev_x_dormancy",NA,"Terrestrial",34.7272796630859,39.2695541381836,41.1,4.68724870681763,10.5068664550781,10.5,-4.5422744750977,0,0,6.3727203369141,0,5.81961774826047,24.2272796630859,0,"Hemidactylus turcicus","IUCN",1272674,29.2757855930001
"Hemiergis_decresiensis_IUCN","elev_x_dormancy",NA,"Terrestrial",26.3225383758545,38.6394119262695,39.3,7.15881538391113,6.83764743804932,6.8,-12.316873550415,0,0,12.9774616241455,-0.32116794586181,0,0,-0.35881538391113,"Hemiergis decresiensis","IUCN",129271,-34.25137654
"Hemiergis_peroni_GBIF","elev_x_dormancy",NA,"Terrestrial",33.5962371826172,38.5957565307617,38.6,3.23626780509949,9.61294460296631,9.6,-4.9995193481445,0,0,5.0037628173828,0,6.37667679786682,23.9962371826172,0,"Hemiergis peroni","GBIF",583638,-34.5230391405754
"Heteronotia_binoei_IUCN","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,40.6,6.59669303894043,9.61294460296631,9.6,0,0,0,0.00463638305659941,0,3.01625156402588,30.9953636169434,0,"Heteronotia binoei","IUCN",6908491,-22.6670889624999
"Heteronotia_binoei_GBIF","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,40.6,4.97936534881592,9.61294460296631,9.6,0,0,0,0.00463638305659941,0,4.63357925415039,30.9953636169434,0,"Heteronotia binoei","GBIF",7259293,-23.1327539547944
"Lacerta_agilis_IUCN","elev_x_dormancy",NA,"Terrestrial",20.8194179534912,37.6310997009277,43.9,-13.0321273803711,5.92960071563721,5.9,-16.8116817474365,0,0,23.0805820465088,0,18.9617280960083,14.9194179534912,0,"Lacerta agilis","IUCN",10035379,50.589335593
"Lampropholis_delicata_GBIF","elev_x_dormancy",NA,"Terrestrial",38.6394119262695,38.6394119262695,40.8,1.01430869102478,4.71209192276001,4.7,0,0,0,2.16058807373049,0,3.69778323173523,33.9394119262695,0,"Lampropholis delicata","GBIF",3950065,-24.9332591049673
"Lampropholis_delicata_IUCN","elev_x_dormancy",NA,"Terrestrial",31.7566719055176,38.6394119262695,40.8,1.88901960849762,4.71209192276001,4.7,-6.8827400207519,0,0,9.0433280944824,0,2.82307231426239,27.0566719055176,0,"Lampropholis delicata","IUCN",944506,-29.583265889
"Lampropholis_guichenoti_GBIF","elev_x_dormancy",NA,"Terrestrial",29.039005279541,38.6394119262695,41.3,4.36142301559448,2.54849791526794,2.5,-9.6004066467285,0,0,12.260994720459,-1.81292510032654,0,0,-1.86142301559448,"Lampropholis guichenoti","GBIF",1345448,-33.4735321814006
"Lampropholis_guichenoti_IUCN","elev_x_dormancy",NA,"Terrestrial",28.2475509643555,38.6394119262695,41.3,4.6081690788269,2.54849791526794,2.5,-10.391860961914,0,0,13.0524490356445,-2.05967116355896,0,0,-2.1081690788269,"Lampropholis guichenoti","IUCN",658209,-32.1557114269999
"Lepidodactylus_lugubris_GARD","elev_x_dormancy",NA,"Terrestrial",38.3038101196289,40.176586151123,40.2,-1.1467901468277,11.5031003952026,11.5,-1.8727760314941,0,0,1.8961898803711,0,12.6498905420303,26.8038101196289,0,"Lepidodactylus lugubris","GARD",7538631,0.02807778496183
"Lepidophyma_flavimaculatum_IUCN","elev_x_dormancy",NA,"Terrestrial",32.5146560668945,35.2057228088379,38,7.82294273376465,11.4234018325806,11.3,-2.69106674194339,0,0,5.4853439331055,0,3.60045909881595,21.2146560668945,0,"Lepidophyma flavimaculatum","IUCN",259316,14.437206218
"Linepithema_humile_GBIF","elev_x_dormancy",NA,"Terrestrial",35.6810111999512,35.6810111999512,37.7,1.02085244655609,-0.0984084457159042,-0.1,0,0,0,2.0189888000488,-1.11926089227199,0,0,-1.12085244655609,"Linepithema humile","GBIF",4310254,-29.7497418597388
"Liolaemus_abaucan_IUCN","elev_x_dormancy",NA,"Terrestrial",21.6057319641113,34.4954528808594,47.3,11.6956214904785,15.4665584564209,15.41,-12.8897209167481,0,0,25.6942680358887,0,3.7709369659424,6.1957319641113,0,"Liolaemus abaucan","IUCN",1409,-27.5177749944999
"Liolaemus_albiceps_IUCN","elev_x_dormancy",NA,"Terrestrial",14.3901853561401,33.4496994018555,44.33,4.57079267501831,7.08711957931519,7.05,-19.0595140457154,0,0,29.9398146438599,0,2.51632690429688,7.3401853561401,0,"Liolaemus albiceps","IUCN",686,-24.248600387
"Liolaemus_bibronii_IUCN","elev_x_dormancy",NA,"Terrestrial",21.5522727966309,35.0089912414551,44.53,-1.98813879489899,8.50090408325195,8.49,-13.4567184448242,0,0,22.9777272033691,0,10.4890428781509,13.0622727966309,0,"Liolaemus bibronii","IUCN",295599,-44.6722253445
"Liolaemus_bibronii_GBIF","elev_x_dormancy",NA,"Terrestrial",25.6995067596436,35.0089912414551,44.53,-1.98813879489899,8.50090408325195,8.49,-9.3094844818115,0,0,18.8304932403564,0,10.4890428781509,17.2095067596436,0,"Liolaemus bibronii","GBIF",722673,-39.9166231665576
"Liolaemus_boulengeri_GBIF","elev_x_dormancy",NA,"Terrestrial",25.6995067596436,35.0089912414551,43.99,-1.98813879489899,9.40351009368896,9.4,-9.3094844818115,0,0,18.2904932403564,0,11.3916488885879,16.2995067596436,0,"Liolaemus boulengeri","GBIF",813939,-41.396187524773
"Liolaemus_boulengeri_IUCN","elev_x_dormancy",NA,"Terrestrial",18.7283535003662,35.0089912414551,43.99,0.241950109601021,9.40351009368896,9.4,-16.2806377410889,0,0,25.2616464996338,0,9.16155998408794,9.3283535003662,0,"Liolaemus boulengeri","IUCN",84512,-43.5916641994999
"Liolaemus_canqueli_IUCN","elev_x_dormancy",NA,"Terrestrial",18.7283535003662,34.6621780395508,44.6,1.69042301177979,6.99105596542358,6.99,-15.9338245391846,0,0,25.8716464996338,0,5.30063295364379,11.7383535003662,0,"Liolaemus canqueli","IUCN",14866,-43.9997479224999
"Liolaemus_capillitas_IUCN","elev_x_dormancy",NA,"Terrestrial",26.6525135040283,33.4496994018555,43.7,7.60883045196533,7.60883045196533,7.47,-6.7971858978272,0,0,17.0474864959717,0,0,0,-0.138830451965331,"Liolaemus capillitas","IUCN",5851,-27.1254681725
"Liolaemus_chacoensis_IUCN","elev_x_dormancy",NA,"Terrestrial",32.4229164123535,35.0089912414551,44.1,12.5526218414307,14.90003490448,14.9,-2.5860748291016,0,0,11.6770835876465,0,2.3474130630493,17.5229164123535,0,"Liolaemus chacoensis","IUCN",375206,-27.0893977199999
"Liolaemus_cuyanus_IUCN","elev_x_dormancy",NA,"Terrestrial",26.7885646820068,35.0089912414551,45.7,9.09725475311279,12.0028114318848,12,-8.2204265594483,0,0,18.9114353179932,0,2.90555667877201,14.7885646820068,0,"Liolaemus cuyanus","IUCN",63024,-32.8253007105
"Liolaemus_darwinii_GBIF","elev_x_dormancy",NA,"Terrestrial",28.0230865478516,35.0089912414551,44.68,2.23193693161011,10.1578006744385,10.11,-6.9859046936035,0,0,16.6569134521484,0,7.92586374282839,17.9130865478516,0,"Liolaemus darwinii","GBIF",596832,-33.8661772285365
"Liolaemus_darwinii_IUCN","elev_x_dormancy",NA,"Terrestrial",27.8916511535645,35.0089912414551,44.68,5.0064868927002,10.1578006744385,10.11,-7.1173400878906,0,0,16.7883488464355,0,5.1513137817383,17.7816511535645,0,"Liolaemus darwinii","IUCN",396964,-36.6733767834999
"Liolaemus_dorbignyi_IUCN","elev_x_dormancy",NA,"Terrestrial",21.6057319641113,30.6571159362793,43.91,11.6956214904785,8.87464618682861,8.83,-9.051383972168,0,0,22.3042680358887,-2.82097530364989,0,0,-2.8656214904785,"Liolaemus dorbignyi","IUCN",595,-27.4920304795
"Liolaemus_elongatus_IUCN","elev_x_dormancy",NA,"Terrestrial",20.286449432373,35.0089912414551,45.1,-0.0762708708643913,7.73460006713867,7.68,-14.7225418090821,0,0,24.813550567627,0,7.81087093800306,12.606449432373,0,"Liolaemus elongatus","IUCN",150565,-41.6673427825
"Liolaemus_elongatus_GBIF","elev_x_dormancy",NA,"Terrestrial",26.2681274414062,35.0089912414551,45.1,-2.69942355155945,7.73460006713867,7.68,-8.7408638000489,0,0,18.8318725585938,0,10.4340236186981,18.5881274414062,0,"Liolaemus elongatus","GBIF",836422,-38.8911185436146
"Liolaemus_fitzingerii_IUCN","elev_x_dormancy",NA,"Terrestrial",18.5327110290527,35.0089912414551,44.45,4.6171669960022,8.24273777008057,8.24,-16.4762802124024,0,0,25.9172889709473,0,3.62557077407837,10.2927110290527,0,"Liolaemus fitzingerii","IUCN",792,-44.9019719375
"Liolaemus_irregularis_IUCN","elev_x_dormancy",NA,"Terrestrial",16.2825527191162,33.4496994018555,44.98,4.57079267501831,6.99105596542358,6.96,-17.1671466827393,0,0,28.6974472808838,0,2.42026329040527,9.3225527191162,0,"Liolaemus irregularis","IUCN",1867,-23.8911176029999
"Liolaemus_kingii_IUCN","elev_x_dormancy",NA,"Terrestrial",18.0658740997314,35.0089912414551,44.5,-1.98813879489899,7.02555322647095,7.01,-16.9431171417237,0,0,26.4341259002686,0,9.01369202136994,11.0558740997314,0,"Liolaemus kingii","IUCN",210999,-46.3966257265
"Liolaemus_kingii_GBIF","elev_x_dormancy",NA,"Terrestrial",20.8717021942139,35.0089912414551,44.5,-1.98813879489899,7.02555322647095,7.01,-14.1372890472412,0,0,23.6282978057861,0,9.01369202136994,13.8617021942139,0,"Liolaemus kingii","GBIF",432208,-46.4115282896415
"Liolaemus_koslowskyi_IUCN","elev_x_dormancy",NA,"Terrestrial",28.0230865478516,34.6534881591797,46.1,11.6956214904785,13.271294593811,13.22,-6.6304016113281,0,0,18.0769134521484,0,1.5756731033325,14.8030865478516,0,"Liolaemus koslowskyi","IUCN",15792,-28.132707021
"Liolaemus_kriegi_IUCN","elev_x_dormancy",NA,"Terrestrial",16.9389133453369,34.3612442016602,43.67,2.23193693161011,7.60883045196533,7.6,-17.4223308563233,0,0,26.7310866546631,0,5.37689352035522,9.3389133453369,0,"Liolaemus kriegi","IUCN",56163,-40.4757320209999
"Liolaemus_laurenti_IUCN","elev_x_dormancy",NA,"Terrestrial",26.1640892028809,34.6534881591797,46.18,12.7191495895386,12.2026424407959,12.2,-8.4893989562988,0,0,20.0159107971191,-0.516507148742701,0,0,-0.519149589538602,"Liolaemus laurenti","IUCN",8118,-30.4094503094999
"Liolaemus_laurenti_GBIF","elev_x_dormancy",NA,"Terrestrial",28.0230865478516,34.6534881591797,46.18,8.19834804534912,12.2026424407959,12.2,-6.6304016113281,0,0,18.1569134521484,0,4.00429439544678,15.8230865478516,0,"Liolaemus laurenti","GBIF",229823,-30.7610738686825
"Liolaemus_melanops_IUCN","elev_x_dormancy",NA,"Terrestrial",20.8717021942139,35.0089912414551,44.94,5.40625047683716,5.68460607528687,5.65,-14.1372890472412,0,0,24.0682978057861,0,0.27835559844971,15.2217021942139,0,"Liolaemus melanops","IUCN",38331,-42.588626478
"Liolaemus_multicolor_IUCN","elev_x_dormancy",NA,"Terrestrial",21.8654251098633,33.4496994018555,44.7,4.57079267501831,8.08746814727783,8.06,-11.5842742919922,0,0,22.8345748901367,0,3.51667547225952,13.8054251098633,0,"Liolaemus multicolor","IUCN",28576,-23.012822127
"Liolaemus_multimaculatus_IUCN","elev_x_dormancy",NA,"Terrestrial",22.547664642334,35.0089912414551,43.83,5.8481068611145,8.9829740524292,8.93,-12.4613265991211,0,0,21.282335357666,0,3.1348671913147,13.617664642334,0,"Liolaemus multimaculatus","IUCN",3649,-38.728022549
"Liolaemus_olongasta_IUCN","elev_x_dormancy",NA,"Terrestrial",26.1640892028809,34.4954528808594,44.58,8.66815948486328,11.8604707717896,11.85,-8.3313636779785,0,0,18.4159107971191,0,3.19231128692632,14.3140892028809,0,"Liolaemus olongasta","IUCN",24810,-30.7457156905
