"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Agroeca_proxima_GBIF","Te_best",NA,"Terrestrial",25.530143737793,37.3973426818848,37.4,-9.32324028015137,-6.68718099594116,-6.7,-11.8671989440918,0,0,11.869856262207,0,2.63605928421021,32.230143737793,0,"Agroeca proxima","GBIF",1939661,58.2217643426921
"Ameiva_festiva_GBIF","Te_best",NA,"Terrestrial",37.4908676147461,37.4908676147461,43.7,1.79260206222534,15.5108938217163,15.5,0,0,0,6.2091323852539,0,13.718291759491,21.9908676147461,0,"Ameiva festiva","GBIF",715062,11.3049943135829
"Amphibolurus_muricatus_GBIF","Te_best",NA,"Terrestrial",36.9864540100098,41.4792709350586,42.3,-8.30890274047852,3.20257353782654,3,-4.4928169250488,0,0,5.3135459899902,0,11.5114762783051,33.9864540100098,0,"Amphibolurus muricatus","GBIF",962669,-32.9493709353914
"Amphibolurus_muricatus_IUCN","Te_best",NA,"Terrestrial",35.7702407836914,41.4792709350586,42.3,-8.30890274047852,3.20257353782654,3,-5.7090301513672,0,0,6.5297592163086,0,11.5114762783051,32.7702407836914,0,"Amphibolurus muricatus","IUCN",595237,-29.2588498495
"Anolis_barbouri_GBIF","Te_best",NA,"Terrestrial",35.6942253112793,34.8658409118652,34.9,14.2849760055542,11.7619295120239,11.7,0,0.828384399414098,0.794225311279298,0,-2.5230464935303,0,0,-2.5849760055542,"Anolis barbouri","GBIF",10127,18.374260864788
"Anolis_barbouri_GARD","Te_best",NA,"Terrestrial",35.6942253112793,34.8658409118652,34.9,14.2849760055542,11.7619295120239,11.7,0,0.828384399414098,0.794225311279298,0,-2.5230464935303,0,0,-2.5849760055542,"Anolis barbouri","GARD",12038,18.525
"Anolis_carolinensis_IUCN","Te_best",NA,"Terrestrial",38.0905914306641,40.1581268310547,41.7,-10.13623046875,4.73459529876709,4.7,-2.0675354003906,0,0,3.6094085693359,0,14.8708257675171,33.3905914306641,0,"Anolis carolinensis","IUCN",1182018,27.2041163755001
"Anolis_cooki_GBIF","Te_best",NA,"Terrestrial",-Inf,37.4735107421875,38.8,Inf,9.93328857421875,9.3,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Anolis cooki","GBIF",518,17.966031575893
"Anolis_cooki_GARD","Te_best",NA,"Terrestrial",-Inf,37.4735107421875,38.8,Inf,9.93328857421875,9.3,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Anolis cooki","GARD",557,17.9786522823062
"Anolis_cristatellus_GARD","Te_best",NA,"Terrestrial",-Inf,36.9637641906738,37.1,Inf,9.22049522399902,8.9,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Anolis cristatellus","GARD",9439,18.3201332092285
"Anolis_cristatellus_GBIF","Te_best",NA,"Terrestrial",32.7457809448242,36.9637641906738,37.1,19.8232002258301,9.22049522399902,8.9,-4.2179832458496,0,0,4.3542190551758,-10.6027050018311,0,0,-10.9232002258301,"Anolis cristatellus","GBIF",10238,18.2043655641705
"Anolis_gundlachi_GBIF","Te_best",NA,"Terrestrial",-Inf,35.6917953491211,35.7,Inf,8.25200366973877,6.3,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Anolis gundlachi","GBIF",7283,18.191452980121
"Anolis_gundlachi_GARD","Te_best",NA,"Terrestrial",-Inf,35.6917953491211,35.7,Inf,8.25200366973877,6.3,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Anolis gundlachi","GARD",6382,18.2442308321046
"Anolis_lionotus_IUCN","Te_best",NA,"Terrestrial",32.9420280456543,36.3669815063477,36.7,19.7752819061279,14.8264789581299,14.7,-3.4249534606934,0,0,3.75797195434571,-4.948802947998,0,0,-5.0752819061279,"Anolis lionotus","IUCN",25674,8.36645942300004
"Austrelaps_superbus_GBIF","Te_best",NA,"Terrestrial",34.5444030761719,41.1230545043945,41.2,3.42367315292358,3.27506303787231,3,-6.5786514282226,0,0,6.6555969238281,-0.14861011505127,0,0,-0.42367315292358,"Austrelaps superbus","GBIF",557010,-38.2434856806662
"Austrelaps_superbus_IUCN","Te_best",NA,"Terrestrial",31.4218273162842,41.1230545043945,41.2,3.42367315292358,3.27506303787231,3,-9.7012271881103,0,0,9.7781726837158,-0.14861011505127,0,0,-0.42367315292358,"Austrelaps superbus","IUCN",206108,-39.633471389
"Bassiana_duperreyi_GARD","Te_best",NA,"Terrestrial",33.8575897216797,41.4444808959961,43.5,3.42128539085388,3.2710485458374,3,-7.5868911743164,0,0,9.6424102783203,-0.15023684501648,0,0,-0.42128539085388,"Bassiana duperreyi","GARD",337965,-38.709453526715
"Bassiana_duperreyi_GBIF","Te_best",NA,"Terrestrial",36.1970710754395,41.4444808959961,43.5,3.42128539085388,3.2710485458374,3,-5.2474098205566,0,0,7.3029289245605,-0.15023684501648,0,0,-0.42128539085388,"Bassiana duperreyi","GBIF",897544,-36.4667226187228
"Chamaeleo_dilepis_IUCN","Te_best",NA,"Terrestrial",39.4220733642578,43.5801086425781,43.6,-8.0870361328125,7.6681694984436,7.6,-4.1580352783203,0,0,4.1779266357422,0,15.7552056312561,31.8220733642578,0,"Chamaeleo dilepis","IUCN",11046310,-10.7012248919999
"Chamaeleo_jacksonii_GBIF","Te_best",NA,"Terrestrial",34.9324684143066,40.9034881591797,41,5.06354284286499,5.85536193847656,5.3,-5.9710197448731,0,0,6.0675315856934,0,0.79181909561157,29.6324684143066,0,"Chamaeleo jacksonii","GBIF",279437,-1.40502075269033
"Clubiona_diversa_GBIF","Te_best",NA,"Terrestrial",25.9745559692383,40.2619514465332,41.4,-8.92585849761963,-10.198974609375,-10.2,-14.2873954772949,0,0,15.4254440307617,-1.27311611175537,0,0,-1.27414150238037,"Clubiona diversa","GBIF",1476519,54.1010577453007
"Coleonyx_brevis_IUCN","Te_best",NA,"Terrestrial",39.934642791748,39.2662696838379,41.6,-7.62885665893555,8.50309467315674,8.5,0,0.668373107910099,0,1.665357208252,0,16.1319513320923,31.434642791748,0,"Coleonyx brevis","IUCN",569266,29.1094483615001
"Coleonyx_variegatus_IUCN","Te_best",NA,"Terrestrial",43.3196563720703,42.412971496582,43,-2.60790014266968,7.61817932128906,7.6,0,0.906684875488295,0.319656372070298,0,0,10.2260794639587,35.7196563720703,0,"Coleonyx variegatus","IUCN",580023,30.3067657375
"Cophosaurus_texanus_IUCN","Te_best",NA,"Terrestrial",40.0786895751953,42.1606140136719,44.4,-2.10629725456238,15.4037485122681,15.4,-2.08192443847661,0,0,4.3213104248047,0,17.5100457668305,24.6786895751953,0,"Cophosaurus texanus","IUCN",1137047,29.1468355615
"Cordylus_cordylus_IUCN","Te_best",NA,"Terrestrial",33.9410591125488,41.5752983093262,41.6,-1.66951835155487,7.50014305114746,7.5,-7.6342391967774,0,0,7.6589408874512,0,9.16966140270233,26.4410591125488,0,"Cordylus cordylus","IUCN",234620,-32.207730151
"Cordylus_niger_IUCN","Te_best",NA,"Terrestrial",29.0409622192383,40.9947509765625,41,5.92299556732178,7.40936660766602,7.4,-11.9537887573242,0,0,11.9590377807617,0,1.48637104034424,21.6409622192383,0,"Cordylus niger","IUCN",503,-33.6500683034999
"Cordylus_niger_GBIF","Te_best",NA,"Terrestrial",29.0409622192383,40.9947509765625,41,5.92299556732178,7.40936660766602,7.4,-11.9537887573242,0,0,11.9590377807617,0,1.48637104034424,21.6409622192383,0,"Cordylus niger","GBIF",615,-33.6658816861293
"Cordylus_oelofseni_IUCN","Te_best",NA,"Terrestrial",33.938419342041,40.7924613952637,40.8,3.159592628479,6.30856132507324,6.3,-6.8540420532227,0,0,6.861580657959,0,3.14896869659424,27.638419342041,0,"Cordylus oelofseni","IUCN",3873,-33.251806207
"Crustulina_guttata_GBIF","Te_best",NA,"Terrestrial",17.8638343811035,37.3059844970703,41.8,-22.1516532897949,-7.9785795211792,-8,-19.4421501159668,0,0,23.9361656188965,0,14.1730737686157,25.8638343811035,0,"Crustulina guttata","GBIF",2095099,56.0548917330794
"Ctenophorus_decresii_GBIF","Te_best",NA,"Terrestrial",37.7467651367188,41.4468231201172,43.8,7.70750331878662,7.22960042953491,7,-3.7000579833984,0,0,6.0532348632812,-0.47790288925171,0,0,-0.70750331878662,"Ctenophorus decresii","GBIF",185789,-32.9776430351784
"Ctenophorus_decresii_IUCN","Te_best",NA,"Terrestrial",37.4606018066406,41.4468231201172,43.8,7.70750331878662,7.22960042953491,7,-3.98622131347661,0,0,6.3393981933594,-0.47790288925171,0,0,-0.70750331878662,"Ctenophorus decresii","IUCN",112467,-33.0624224694999
"Ctenotus_regius_IUCN","Te_best",NA,"Terrestrial",40.4435539245605,41.4426002502441,45.1,1.06934642791748,8.74852466583252,8.7,-0.999046325683601,0,0,4.6564460754395,0,7.67917823791504,31.7435539245605,0,"Ctenotus regius","IUCN",1712767,-29.2979374344999
"Ctenotus_regius_GBIF","Te_best",NA,"Terrestrial",40.4435539245605,41.4426002502441,45.1,1.06934642791748,8.74852466583252,8.7,-0.999046325683601,0,0,4.6564460754395,0,7.67917823791504,31.7435539245605,0,"Ctenotus regius","GBIF",1896835,-28.9478066393496
"Ctenotus_taeniolatus_IUCN","Te_best",NA,"Terrestrial",39.0395164489746,40.895580291748,44.7,-9.80141544342041,11.4686546325684,11.4,-1.85606384277339,0,0,5.6604835510254,0,21.2700700759888,27.6395164489746,0,"Ctenotus taeniolatus","IUCN",1154602,-26.6773791914999
"Ctenotus_taeniolatus_GBIF","Te_best",NA,"Terrestrial",39.441089630127,40.895580291748,44.7,-9.80141544342041,11.4686546325684,11.4,-1.45449066162099,0,0,5.258910369873,0,21.2700700759888,28.041089630127,0,"Ctenotus taeniolatus","GBIF",1663936,-27.15907098229
"Ctenotus_uber_IUCN","Te_best",NA,"Terrestrial",41.4449806213379,41.4449806213379,45.5,3.29183626174927,9.11550617218018,9.1,0,0,0,4.0550193786621,0,5.82366991043091,32.3449806213379,0,"Ctenotus uber","IUCN",1060968,-26.1676794195
"Ctenotus_uber_GBIF","Te_best",NA,"Terrestrial",41.4449806213379,41.4449806213379,45.5,-10.1042900085449,9.11550617218018,9.1,0,0,0,4.0550193786621,0,19.2197961807251,32.3449806213379,0,"Ctenotus uber","GBIF",4315705,-28.4349359637454
"Dendrobates_auratus_IUCN","Te_best",NA,"Terrestrial",33.0060195922852,34.6420249938965,34.8,8.70768547058105,9.55068111419678,9.5,-1.6360054016113,0,0,1.7939804077148,0,0.84299564361573,23.5060195922852,0,"Dendrobates auratus","IUCN",116892,13.5207421030001
"Desmognathus_fuscus_IUCN","Te_best",NA,"Terrestrial",32.1436614990234,34.8295211791992,34.9,-19.957145690918,-2.28937244415283,-2.3,-2.6858596801758,0,0,2.7563385009766,0,17.6677732467652,34.4436614990234,0,"Desmognathus fuscus","IUCN",1548642,38.5751565195
"Dipsosaurus_dorsalis_IUCN","Te_best",NA,"Terrestrial",43.3238410949707,43.3238410949707,47.5,-2.6206169128418,14.1087760925293,14,0,0,0,4.1761589050293,0,16.7293930053711,29.3238410949707,0,"Dipsosaurus dorsalis","IUCN",474839,30.5609401835
"Egernia_cunninghami_GBIF","Te_best",NA,"Terrestrial",37.7747840881348,41.4635200500488,41.9,3.72195482254028,4.74372911453247,4.7,-3.688735961914,0,0,4.1252159118652,0,1.02177429199219,33.0747840881348,0,"Egernia cunninghami","GBIF",1181913,-32.308779401323
"Egernia_cunninghami_IUCN","Te_best",NA,"Terrestrial",35.7996444702148,41.4635200500488,41.9,3.72195482254028,4.74372911453247,4.7,-5.663875579834,0,0,6.1003555297852,0,1.02177429199219,31.0996444702148,0,"Egernia cunninghami","IUCN",288991,-31.3164588369999
"Egernia_saxatilis_IUCN","Te_best",NA,"Terrestrial",33.8574562072754,41.4541969299316,41.8,3.74422407150269,4.59555101394653,4.5,-7.5967407226562,0,0,7.9425437927246,0,0.85132694244384,29.3574562072754,0,"Egernia saxatilis","IUCN",191753,-34.8817618195
"Egernia_saxatilis_GBIF","Te_best",NA,"Terrestrial",35.0166168212891,41.4541969299316,41.8,3.74422407150269,4.59555101394653,4.5,-6.4375801086425,0,0,6.7833831787109,0,0.85132694244384,30.5166168212891,0,"Egernia saxatilis","GBIF",593613,-33.4596981412861
"Egernia_striolata_GBIF","Te_best",NA,"Terrestrial",40.4493827819824,41.4520149230957,44.2,-8.27608680725098,6.21749210357666,6.1,-1.0026321411133,0,0,3.7506172180176,0,14.4935789108276,34.3493827819824,0,"Egernia striolata","GBIF",2727822,-27.9509371417412
"Egernia_striolata_IUCN","Te_best",NA,"Terrestrial",39.7255401611328,41.4520149230957,44.2,-8.27608680725098,6.21749210357666,6.1,-1.7264747619629,0,0,4.4744598388672,0,14.4935789108276,33.6255401611328,0,"Egernia striolata","IUCN",1830012,-27.2808403529999
"Eleutherodactylus_coqui_IUCN","Te_best",NA,"Terrestrial",31.1761894226074,37.0686302185059,37.2,-8.23603630065918,7.51984930038452,7.5,-5.8924407958985,0,0,6.0238105773926,0,15.7558856010437,23.6761894226074,0,"Eleutherodactylus coqui","IUCN",12364,21.954099141
"Elgaria_multicarinata_IUCN","Te_best",NA,"Terrestrial",43.3246383666992,41.2847061157227,41.4,-2.70898580551147,2.20502328872681,2.2,0,2.0399322509765,1.9246383666992,0,0,4.91400909423828,41.1246383666992,0,"Elgaria multicarinata","IUCN",332751,38.615441149
"Eremias_argus_IUCN","Te_best",NA,"Terrestrial",35.92578125,44.8161811828613,44.9,-16.2142543792725,1.00312471389771,1,-8.8903999328613,0,0,8.97421875,0,17.2173790931702,34.92578125,0,"Eremias argus","IUCN",4172221,41.4884031755001
"Eremias_brenchleyi_IUCN","Te_best",NA,"Terrestrial",34.5047454833984,40.2423057556152,43.6,-3.48866391181946,3.40366888046265,3.4,-5.7375602722168,0,0,9.0952545166016,0,6.89233279228211,31.1047454833984,0,"Eremias brenchleyi","IUCN",927318,35.5924158100001
"Eremias_multiocellata_GBIF","Te_best",NA,"Terrestrial",38.3330879211426,41.0837783813477,41.1,-16.2197399139404,9.05282402038574,9,-2.7506904602051,0,0,2.7669120788574,0,25.2725639343261,29.3330879211426,0,"Eremias multiocellata","GBIF",3628178,42.2027268315594
"Eremias_multiocellata_IUCN","Te_best",NA,"Terrestrial",35.275806427002,40.1696090698242,41.1,-15.3594169616699,9.05282402038574,9,-4.89380264282219,0,0,5.824193572998,0,24.4122409820556,26.275806427002,0,"Eremias multiocellata","IUCN",907461,47.168057483
"Eremiascincus_fasciolatus_IUCN","Te_best",NA,"Terrestrial",38.8979377746582,40.8973770141602,41.2,2.58736062049866,9.00416660308838,9,-1.999439239502,0,0,2.3020622253418,0,6.41680598258972,29.8979377746582,0,"Eremiascincus fasciolatus","IUCN",434768,-23.202842195
"Eremiascincus_fasciolatus_GBIF","Te_best",NA,"Terrestrial",41.4484596252441,40.8973770141602,41.2,-10.109094619751,9.00416660308838,9,0,0.551082611083899,0.248459625244095,0,0,19.1132612228394,32.4484596252441,0,"Eremiascincus fasciolatus","GBIF",6010004,-24.5922414491592
"Eulamprus_heatwolei_IUCN","Te_best",NA,"Terrestrial",33.8575286865234,39.489387512207,39.5,3.75736975669861,5.43458032608032,5.3,-5.6318588256836,0,0,5.6424713134766,0,1.67721056938171,28.5575286865234,0,"Eulamprus heatwolei","IUCN",159610,-34.2702558534999
"Eulamprus_kosciuskoi_IUCN","Te_best",NA,"Terrestrial",30.2884864807129,40.0033416748047,40.2,3.7651960849762,2.94121074676514,2.5,-9.7148551940918,0,0,9.9115135192871,-0.82398533821106,0,0,-1.2651960849762,"Eulamprus kosciuskoi","IUCN",30782,-32.888888365
"Eulamprus_kosciuskoi_GBIF","Te_best",NA,"Terrestrial",33.707405090332,40.0033416748047,40.2,3.7651960849762,2.94121074676514,2.5,-6.2959365844727,0,0,6.492594909668,-0.82398533821106,0,0,-1.2651960849762,"Eulamprus kosciuskoi","GBIF",381317,-32.9437779272959
"Eulamprus_quoyii_IUCN","Te_best",NA,"Terrestrial",36.8855934143066,39.7962684631348,39.8,-8.27756881713867,6.00650310516357,6,-2.9106750488282,0,0,2.9144065856934,0,14.2840719223022,30.8855934143066,0,"Eulamprus quoyii","IUCN",1004307,-27.003083467
"Eulamprus_quoyii_GBIF","Te_best",NA,"Terrestrial",39.7181358337402,39.7962684631348,39.8,-8.27756881713867,6.00650310516357,6,-0.0781326293946023,0,0,0.0818641662597983,0,14.2840719223022,33.7181358337402,0,"Eulamprus quoyii","GBIF",1994465,-29.4089134883055
"Eulamprus_tympanum_IUCN","Te_best",NA,"Terrestrial",33.857536315918,38.9971199035645,39,3.75879740715027,2.93474626541138,2.5,-5.13958358764651,0,0,5.142463684082,-0.82405114173889,0,0,-1.25879740715027,"Eulamprus tympanum","IUCN",243224,-35.9448393169999
"Eulamprus_tympanum_GBIF","Te_best",NA,"Terrestrial",37.7654266357422,38.9971199035645,39,3.75879740715027,2.93474626541138,2.5,-1.2316932678223,0,0,1.2345733642578,-0.82405114173889,0,0,-1.25879740715027,"Eulamprus tympanum","GBIF",1165330,-33.8886181650911
"Eurycea_bislineata_IUCN","Te_best",NA,"Terrestrial",29.2541370391846,34.9611625671387,35,-3.82113432884216,-1.99848890304565,-2,-5.7070255279541,0,0,5.7458629608154,0,1.82264542579651,31.2541370391846,0,"Eurycea bislineata","IUCN",1198568,44.3903927350001
"Gehyra_variegata_GBIF","Te_best",NA,"Terrestrial",41.4420166015625,41.4420166015625,43.8,-10.1001110076904,6.00692415237427,6,0,0,0,2.3579833984375,0,16.1070351600647,35.4420166015625,0,"Gehyra variegata","GBIF",7351200,-23.9886255046315
"Gehyra_variegata_IUCN","Te_best",NA,"Terrestrial",41.4420166015625,41.4420166015625,43.8,-10.1001110076904,6.00692415237427,6,0,0,0,2.3579833984375,0,16.1070351600647,35.4420166015625,0,"Gehyra variegata","IUCN",1712604,-26.9579412934999
"Hemachatus_haemachatus_IUCN","Te_best",NA,"Terrestrial",33.9525718688965,43.0833702087402,43.1,-3.48035478591919,3.70331215858459,3.7,-9.1307983398437,0,0,9.1474281311035,0,7.18366694450378,30.2525718688965,0,"Hemachatus haemachatus","IUCN",392531,-29.7209011155
"Hemidactylus_frenatus_IUCN","Te_best",NA,"Terrestrial",43.135799407959,42.3692626953125,42.4,-9.205397605896,11.9121036529541,11.9,0,0.766536712646499,0.735799407959,0,0,21.1175012588501,31.235799407959,0,"Hemidactylus frenatus","IUCN",7536266,1.41776943200003
"Hemidactylus_turcicus_IUCN","Te_best",NA,"Terrestrial",41.5874099731445,41.0991744995117,41.1,-8.72483730316162,10.5226192474365,10.5,0,0.488235473632805,0.487409973144501,0,0,19.2474565505981,31.0874099731445,0,"Hemidactylus turcicus","IUCN",1272674,29.2757855930001
"Hemiergis_decresiensis_IUCN","Te_best",NA,"Terrestrial",36.0995178222656,39.2989044189453,39.3,6.4850902557373,6.82223081588745,6.8,-3.1993865966797,0,0,3.2004821777344,0,0.33714056015015,29.2995178222656,0,"Hemiergis decresiensis","IUCN",129271,-34.25137654
"Heteronotia_binoei_IUCN","Te_best",NA,"Terrestrial",41.4364242553711,40.5815734863281,40.6,-10.0919990539551,9.71021270751953,9.6,0,0.854850769043004,0.836424255371099,0,0,19.8022117614746,31.8364242553711,0,"Heteronotia binoei","IUCN",6908491,-22.6670889624999
"Heteronotia_binoei_GBIF","Te_best",NA,"Terrestrial",41.4364242553711,40.5815734863281,40.6,-10.0919990539551,9.71021270751953,9.6,0,0.854850769043004,0.836424255371099,0,0,19.8022117614746,31.8364242553711,0,"Heteronotia binoei","GBIF",7259293,-23.1327539547944
"Lacerta_agilis_IUCN","Te_best",NA,"Terrestrial",35.36181640625,40.2792549133301,43.9,-15.370512008667,5.90133333206177,5.9,-4.9174385070801,0,0,8.53818359375,0,21.2718453407288,29.46181640625,0,"Lacerta agilis","IUCN",10035379,50.589335593
"Lampropholis_delicata_GBIF","Te_best",NA,"Terrestrial",40.438663482666,40.666015625,40.8,-8.25213813781738,4.78674936294556,4.7,-0.227352142333999,0,0,0.361336517333996,0,13.0388875007629,35.738663482666,0,"Lampropholis delicata","GBIF",3950065,-24.9332591049673
"Lampropholis_delicata_IUCN","Te_best",NA,"Terrestrial",37.1614837646484,40.666015625,40.8,-8.25213813781738,4.78674936294556,4.7,-3.5045318603516,0,0,3.6385162353516,0,13.0388875007629,32.4614837646484,0,"Lampropholis delicata","IUCN",944506,-29.583265889
"Lampropholis_guichenoti_GBIF","Te_best",NA,"Terrestrial",38.2669219970703,41.2984428405762,41.3,-8.2527961730957,2.96846413612366,2.5,-3.0315208435059,0,0,3.0330780029297,0,11.2212603092194,35.7669219970703,0,"Lampropholis guichenoti","GBIF",1345448,-33.4735321814006
"Lampropholis_guichenoti_IUCN","Te_best",NA,"Terrestrial",35.8969383239746,41.2984428405762,41.3,-8.2527961730957,2.96846413612366,2.5,-5.4015045166016,0,0,5.40306167602539,0,11.2212603092194,33.3969383239746,0,"Lampropholis guichenoti","IUCN",658209,-32.1557114269999
"Lepidophyma_flavimaculatum_IUCN","Te_best",NA,"Terrestrial",36.1021041870117,37.5346527099609,38,3.81701469421387,11.4053640365601,11.3,-1.4325485229492,0,0,1.8978958129883,0,7.58834934234623,24.8021041870117,0,"Lepidophyma flavimaculatum","IUCN",259316,14.437206218
"Linepithema_humile_GBIF","Te_best",NA,"Terrestrial",36.8905296325684,37.3170280456543,37.7,-11.2721786499023,-0.0814583525061607,-0.1,-0.426498413085895,0,0,0.809470367431601,0,11.1907202973961,36.9905296325684,0,"Linepithema humile","GBIF",4310254,-29.7497418597388
"Liolaemus_abaucan_IUCN","Te_best",NA,"Terrestrial",22.3772621154785,36.9240455627441,47.3,2.79224181175232,15.4438991546631,15.41,-14.5467834472656,0,0,24.9227378845215,0,12.6516573429108,6.9672621154785,0,"Liolaemus abaucan","IUCN",1409,-27.5177749944999
"Liolaemus_albiceps_IUCN","Te_best",NA,"Terrestrial",14.6681938171387,36.287109375,44.33,-3.68771576881409,7.0622763633728,7.05,-21.6189155578613,0,0,29.6618061828613,0,10.7499921321869,7.6181938171387,0,"Liolaemus albiceps","IUCN",686,-24.248600387
"Liolaemus_bibronii_IUCN","Te_best",NA,"Terrestrial",30.9511318206787,36.9289970397949,44.53,-1.1278430223465,8.52016925811768,8.49,-5.9778652191162,0,0,13.5788681793213,0,9.64801228046418,22.4611318206787,0,"Liolaemus bibronii","IUCN",295599,-44.6722253445
"Liolaemus_bibronii_GBIF","Te_best",NA,"Terrestrial",35.2432289123535,36.9289970397949,44.53,-3.46973323822021,8.52016925811768,8.49,-1.6857681274414,0,0,9.2867710876465,0,11.9899024963379,26.7532289123535,0,"Liolaemus bibronii","GBIF",722673,-39.9166231665576
"Liolaemus_boulengeri_GBIF","Te_best",NA,"Terrestrial",34.8516387939453,36.9287185668945,43.99,-3.47326469421387,9.42080402374268,9.4,-2.0770797729492,0,0,9.1383612060547,0,12.8940687179566,25.4516387939453,0,"Liolaemus boulengeri","GBIF",813939,-41.396187524773
"Liolaemus_boulengeri_IUCN","Te_best",NA,"Terrestrial",27.4053535461426,36.9287185668945,43.99,-1.13488376140594,9.42080402374268,9.4,-9.5233650207519,0,0,16.5846464538574,0,10.5556877851486,18.0053535461426,0,"Liolaemus boulengeri","IUCN",84512,-43.5916641994999
"Liolaemus_canqueli_IUCN","Te_best",NA,"Terrestrial",27.4007606506348,36.9269371032715,44.6,0.892553925514221,7.05981588363647,6.99,-9.5261764526367,0,0,17.1992393493652,0,6.16726195812225,20.4107606506348,0,"Liolaemus canqueli","IUCN",14866,-43.9997479224999
"Liolaemus_capillitas_IUCN","Te_best",NA,"Terrestrial",34.7431221008301,36.2870101928711,43.7,1.56090307235718,7.57479953765869,7.47,-1.543888092041,0,0,8.9568778991699,0,6.01389646530151,27.2731221008301,0,"Liolaemus capillitas","IUCN",5851,-27.1254681725
"Liolaemus_chacoensis_IUCN","Te_best",NA,"Terrestrial",36.9228019714355,36.9296531677246,44.1,10.3467454910278,14.9375457763672,14.9,-0.00685119628910513,0,0,7.1771980285645,0,4.5908002853394,22.0228019714355,0,"Liolaemus chacoensis","IUCN",375206,-27.0893977199999
"Liolaemus_cuyanus_IUCN","Te_best",NA,"Terrestrial",36.2878761291504,36.9280700683594,45.7,2.77786111831665,12.0381135940552,12,-0.640193939209006,0,0,9.41212387084961,0,9.26025247573855,24.2878761291504,0,"Liolaemus cuyanus","IUCN",63024,-32.8253007105
"Liolaemus_darwinii_GBIF","Te_best",NA,"Terrestrial",36.9244728088379,36.9290351867676,44.68,-1.12688553333282,10.1203517913818,10.11,-0.00456237792970171,0,0,7.7555271911621,0,11.2472373247146,26.8144728088379,0,"Liolaemus darwinii","GBIF",596832,-33.8661772285365
"Liolaemus_darwinii_IUCN","Te_best",NA,"Terrestrial",36.2840118408203,36.9290351867676,44.68,-8.78515911102295,10.1203517913818,10.11,-0.645023345947301,0,0,8.3959881591797,0,18.9055109024047,26.1740118408203,0,"Liolaemus darwinii","IUCN",396964,-36.6733767834999
"Liolaemus_dorbignyi_IUCN","Te_best",NA,"Terrestrial",22.3738613128662,35.2020797729492,43.91,2.77893543243408,8.92549419403076,8.83,-12.828218460083,0,0,21.5361386871338,0,6.14655876159668,13.5438613128662,0,"Liolaemus dorbignyi","IUCN",595,-27.4920304795
"Liolaemus_elongatus_IUCN","Te_best",NA,"Terrestrial",31.0111770629883,36.9283409118652,45.1,-1.14443492889404,7.73916912078857,7.68,-5.9171638488769,0,0,14.0888229370117,0,8.88360404968261,23.3311770629883,0,"Liolaemus elongatus","IUCN",150565,-41.6673427825
"Liolaemus_elongatus_GBIF","Te_best",NA,"Terrestrial",36.2868003845215,36.9283409118652,45.1,-6.64057064056396,7.73916912078857,7.68,-0.6415405273437,0,0,8.8131996154785,0,14.3797397613525,28.6068003845215,0,"Liolaemus elongatus","GBIF",836422,-38.8911185436146
"Liolaemus_fitzingerii_IUCN","Te_best",NA,"Terrestrial",26.9557704925537,36.9279403686523,44.45,5.10554885864258,8.24676704406738,8.24,-9.9721698760986,0,0,17.4942295074463,0,3.1412181854248,18.7157704925537,0,"Liolaemus fitzingerii","IUCN",792,-44.9019719375
"Liolaemus_irregularis_IUCN","Te_best",NA,"Terrestrial",19.0342712402344,36.286693572998,44.98,-3.68570971488953,7.06404447555542,6.96,-17.2524223327636,0,0,25.9457287597656,0,10.7497541904449,12.0742712402344,0,"Liolaemus irregularis","IUCN",1867,-23.8911176029999
"Liolaemus_kingii_IUCN","Te_best",NA,"Terrestrial",26.5635318756104,36.9281158447266,44.5,-1.31561660766602,7.05981588363647,7.01,-10.3645839691162,0,0,17.9364681243896,0,8.37543249130249,19.5535318756104,0,"Liolaemus kingii","IUCN",210999,-46.3966257265
"Liolaemus_kingii_GBIF","Te_best",NA,"Terrestrial",29.3740463256836,36.9281158447266,44.5,-8.79527854919434,7.05981588363647,7.01,-7.554069519043,0,0,15.1259536743164,0,15.8550944328308,22.3640463256836,0,"Liolaemus kingii","GBIF",432208,-46.4115282896415
"Liolaemus_koslowskyi_IUCN","Te_best",NA,"Terrestrial",36.9256591796875,36.9256591796875,46.1,2.7844705581665,13.237696647644,13.22,0,0,0,9.1743408203125,0,10.4532260894775,23.7056591796875,0,"Liolaemus koslowskyi","IUCN",15792,-28.132707021
"Liolaemus_kriegi_IUCN","Te_best",NA,"Terrestrial",28.4579696655273,36.9277801513672,43.67,-1.1579042673111,7.72806262969971,7.6,-8.4698104858399,0,0,15.2120303344727,0,8.88596689701081,20.8579696655273,0,"Liolaemus kriegi","IUCN",56163,-40.4757320209999
