Genus,Species,Tmax,max_metric,max_interval_after_LT0,Tmax_2,max_metric_2,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,tmin,min_metric,min_interval_after_LT0,tmin_2,min_metric_2,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ,species_full,Genus_old,Species_old,species_full_old,Realm,Realm.1,Realm.2,Entry number
Philander,opossum,36,UTNZ,,,,,,,9.01,-79.5,,McNab_1978,2,29.5,LTNZ,,,,,,,9.01,-79.5,,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,2,Philander_opossum,Philander,opossum,Philander_opossum,Terrestrial,Terrestrial,Terrestrial,1
Philantomba,monticola,,,,,,,,,,,,,,26,LTNZ,,,,,,,-25.43,28.13,,Haim_&_Skinner_1991,3,Chordata,Mammalia,Ruminantia,Bovidae,,Philantomba_monticola,Philantomba,monticola,Philantomba_monticola,Terrestrial,Terrestrial,Terrestrial,1
Philautus,surdus,33.6,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Rhacophoridae,,Philautus_surdus,Philautus,surdus,Philautus_surdus,Terrestrial,Terrestrial,Terrestrial,1
Philodromus,aureolus,42.1,ctmax,,,,,15,0.5,55.4,14.19,3,Almquist_1970,1,-10.8,LT50,,,,,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Philodromidae,,Philodromus_aureolus,Philodromus,aureolus,Philodromus_aureolus,Terrestrial,Terrestrial,Terrestrial,1
Philomedidae,sp.1,14,LT100,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,Arthropoda,Ostracoda,Myodocopida,Philomedidae,,Philomedidae_sp.1,Philomedidae,sp.,Philomedidae_sp.1,Marine,Marine,Marine,1
Philoria,frosti,28.8,ctmax,,,,,25,1,-37.84,146.27,944.9,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Philoria_frosti,Philoria,frosti,Philoria_frosti,Terrestrial,Terrestrial,Terrestrial,1
Philoria,loveridgei,30.5,ctmax,,,,,10,1,-28.28,153.11,762,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Philoria_loveridgei,Philoria,loveridgei,Philoria_loveridgei,Terrestrial,Terrestrial,Terrestrial,1
Philoria,sphagnicola,25.8,ctmax,,,,,5,1,-30.5,152.9,1525,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Philoria_sphagnicola,Philoria,sphagnicola,Philoria_sphagnicola,Terrestrial,Terrestrial,Terrestrial,1
Phoeniculus,purpureus,35,UTNZ,,,,,F,,-32.02,27.4,,Williams_et_al_1991,1,23.7,LTNZ,,,,,,,-32.02,27.4,,Williams_et_al_1991,1,Chordata,Aves,Upupiformes,Phoeniculidae,2,Phoeniculus_purpureus,Phoeniculus,purpureus,Phoeniculus_purpureus,Terrestrial,Terrestrial,Terrestrial,1
Phoenix,canariensis,52.8,LT50,,,,,,,,,,Bilger_et_al_1984,3,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Arecales,Arecaceae,,Phoenix_canariensis,Phoenix,canariensis,Phoenix_canariensis,Terrestrial,Terrestrial,Terrestrial,1
Phoxinus,erythrogaster,35.9,ctmax,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Phoxinus_erythrogaster,Phoxinus,erythrogaster,Phoxinus_erythrogaster,Freshwater,Freshwater,Terrestrial,1
Phrurolithus,festivus,45.6,ctmax,,,,,15,0.5,55.4,14.19,3,Almquist_1970,1,,,,,,,,,,,,,,Arthropoda,Arachnida,Araneae,Corinnidae,,Phrurolithus_festivus,Phrurolithus,festivus,Phrurolithus_festivus,Terrestrial,Terrestrial,Terrestrial,1
Phrynosoma,cornutum,47.9,ctmax,,,,,30,1,32.28,-106.75,1208,Prieto_&_Whitford_1971,1,9.5,ctmin,,,,,30,,32.28,-106.75,1208,Prieto_&_Whitford_1971,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phrynosoma_cornutum,Phrynosoma,cornutum,Phrynosoma_cornutum,Terrestrial,Terrestrial,Terrestrial,1
Phrynosoma,coronatum,46.7,ctmax,,,,,,,35.7,-116.34,47,Cowles_&_Bogert_1944,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Phrynosoma_coronatum,Phrynosoma,coronatum,Phrynosoma_coronatum,Terrestrial,Terrestrial,Terrestrial,1
Phrynosoma,douglassii,43.5,ctmax,,,,,30,1,33.6,-105.22,2125,Prieto_&_Whitford_1971,1,2.7,ctmin,,,,,30,,33.6,-105.22,2125,Prieto_&_Whitford_1971,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phrynosoma_douglassii,Phrynosoma,douglassii,Phrynosoma_douglassii,Terrestrial,Terrestrial,Terrestrial,1
Phrynosoma,platyrhinos,45.5,ctmax,,,,,,,35.01,-115.65,650,Brattstrom_1965,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Phrynosoma_platyrhinos,Phrynosoma,platyrhinos,Phrynosoma_platyrhinos,Terrestrial,Terrestrial,Terrestrial,1
Phycodrys,rubens,18,LT0,2,20,LT100,3,,,54.19261,7.86732,0,Lüning_1984,1,-2,LT0,6,-8,LT100,6,,,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Phycodrys_rubens,Phycodrys,rubens,Phycodrys_rubens,Marine,Marine,Marine,1
Phygelius,aequalis,,,,,,,,,,,,,,-4.9,LT50,,,,,F,,,,,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae,,Phygelius_aequalis,Phygelius,aequalis,Phygelius_aequalis,Terrestrial,Terrestrial,Terrestrial,1
Phygelius,capensis,,,,,,,,,,,,,,-9,LT50,,,,,F,,,,,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae,,Phygelius_capensis,Phygelius,capensis,Phygelius_capensis,Terrestrial,Terrestrial,Terrestrial,1
Phyllachne,colensoi,,,,,,,,,,,,,,-7.7,LT50,,,,,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Asterales,Stylidiaceae,,Phyllachne_colensoi,Phyllachne,colensoi,Phyllachne_colensoi,Terrestrial,Terrestrial,Terrestrial,1
Phyllocladus,alpinus,,,,,,,,,,,,,,-15.6,LT50,,,,,F,0.0835,-43.12,171.7,1365,Cieraad_et_al_2012,1,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,,Phyllocladus_alpinus,Phyllocladus,alpinus,Phyllocladus_alpinus,Terrestrial,Terrestrial,Terrestrial,1
Phyllocladus,aspleniifolius,,,,,,,,,,,,,,-10.8,LT50,,,,,F,,-45.9,170.5,70,Bannister_&_Lord_2010,1,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,,Phyllocladus_aspleniifolius,Phyllocladus,aspleniifolius,Phyllocladus_aspleniifolius,Terrestrial,Terrestrial,Terrestrial,1
Phyllodictyon,anastomosans,,,,,,,,,,,,,,3,LT0,13,-10,LT100,13,,,10.448419,-64.197836,0,Biebl_1962,1,Chlorophyta,Ulvophyceae,Cladophorales,Siphonocladaceae,,Phyllodictyon_anastomosans,Phyllodictyon,anastomosans,Phyllodictyon_anastomosans,Marine,Marine,Marine,1
Phyllophora,pseudoceranoides,30,LT0,3,33,LT100,3,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,Phyllophora_pseudoceranoides,Phyllophora,pseudoceranoides,Phyllophora_pseudoceranoides,Intertidal,Marine,Marine,1
Phyllophora,truncata,28,LT0,2,30,LT100,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,Phyllophora_truncata,Phyllophora,truncata,Phyllophora_truncata,Intertidal,Marine,Marine,1
Phyllorhynchus,decurtatus,39.3,ctmax,,,,,,,35.7,-116.34,47,Cowles_&_Bogert_1944,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Colubridae,,Phyllorhynchus_decurtatus,Phyllorhynchus,decurtatus,Phyllorhynchus_decurtatus,Terrestrial,Terrestrial,Terrestrial,1
Phyllospadix,scouleri,25,LT0,3,28,LT100,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,Streptophyta,Liliopsida,Alismatales,Zosteraceae,,Phyllospadix_scouleri,Phyllospadix,scouleri,Phyllospadix_scouleri,Intertidal,Marine,Marine,1
Phyllostomus,discolor,37,UTNZ,,,,,,,-20.49,-49.22,,McNab_1969,2,25,LTNZ,,,,,,,-20.49,-49.22,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,1,Phyllostomus_discolor,Phyllostomus,discolor,Phyllostomus_discolor,Terrestrial,Terrestrial,Terrestrial,1
Phyllostomus,elongatus,,,,,,,,,,,,,,25,LTNZ,,,,,,,-41.02,-62.47,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,,Phyllostomus_elongatus,Phyllostomus,elongatus,Phyllostomus_elongatus,Terrestrial,Terrestrial,Terrestrial,1
Phyllostomus,hastatus,35,UTNZ,,,,,,,-41.01,-62.47,,McNab_1969,2,25,LTNZ,,,,,,,-41.01,-62.47,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,1,Phyllostomus_hastatus,Phyllostomus,hastatus,Phyllostomus_hastatus,Terrestrial,Terrestrial,Terrestrial,1
Phyllotis,darwini,34,UTNZ,,,,,,,-45.54,-71.22,,Bozinovic_&_Rosenmann_1988,2,27.5,LTNZ,,,,,,,-45.54,-71.22,,Bozinovic_&_Rosenmann_1988,2,Chordata,Mammalia,Rodentia,Cricetidae,1,Phyllotis_darwini,Phyllotis,darwini,Phyllotis_darwini,Terrestrial,Terrestrial,Terrestrial,1
Phyllotis,xanthopygus,,,,,,,,,,,,,,28.9,LTNZ,,,,,,,-34.46,-71.23,,Bozinovic_&_Rosenmann_1988,2,Chordata,Mammalia,Rodentia,Cricetidae,,Phyllotis_xanthopygus,Phyllotis,xanthopygus,Phyllotis_xanthopygus,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,antofagastensis,41.4,ctmax,,,,,,,-27.16,-68.43,3750,Cruz_et_al_2009,1,11.8,ctmin,,,,,,,-27.16,-68.43,3750,Cruz_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_antofagastensis,Phymaturus,antofagastensis,Phymaturus_antofagastensis,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,dorsimaculatus,41.9,ctmax,,,,,,,-37.8,-70.7,2050,Cruz_et_al_2009,1,10.5,ctmin,,,,,,,-37.8,-70.7,2050,Cruz_et_al_2011,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_dorsimaculatus,Phymaturus,dorsimaculatus,Phymaturus_dorsimaculatus,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,indistinctus,44.7,ctmax,,,,,,,-45.43,-69.6,669,Cruz_et_al_2009,1,7,ctmin,,,,,,,-45.43,-69.6,669,Cruz_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_indistinctus,Phymaturus,indistinctus,Phymaturus_indistinctus,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,palluma,44.6,ctmax,,,,,,,-30.3,-69.78,3400,Cruz_et_al_2009,1,11.5,ctmin,,,,,,,-30.3,-69.78,3400,Cruz_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_palluma,Phymaturus,palluma,Phymaturus_palluma,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,patagonicus,39.9,ctmax,,,,,F,,-41.13,-70.67,900,Ibarguengoytia_2005,1,9.8,ctmin,,,,,F,,-41.13,-70.67,900,Ibarguengoytia_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_patagonicus,Phymaturus,patagonicus,Phymaturus_patagonicus,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,somuncurensis,42.8,ctmax,,,,,,,-41.58,-69.37,850,Cruz_et_al_2009,1,5.7,ctmin,,,,,,,-41.58,-69.37,850,Cruz_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_somuncurensis,Phymaturus,somuncurensis,Phymaturus_somuncurensis,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,tenebrosus,39.9,ctmax,,,,,,,-41.08,-70.95,915,Cruz_et_al_2009,1,9.8,ctmin,,,,,,,-41.08,-70.95,915,Cruz_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_tenebrosus,Phymaturus,tenebrosus,Phymaturus_tenebrosus,Terrestrial,Terrestrial,Terrestrial,1
Phymaturus,zapalensis,42.4,ctmax,,,,,,,-39.67,-70.6,990,Cruz_et_al_2009,1,8.9,ctmin,,,,,,,-39.67,-70.6,990,Cruz_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Phymaturus_zapalensis,Phymaturus,zapalensis,Phymaturus_zapalensis,Terrestrial,Terrestrial,Terrestrial,1
Physadesmia,globosa,50.8,ctmax,,,,,35,0.6,-22,14,,Roberts_et_al_1991,3,13.7,ctmin,,,,,35,,-22,14,,Roberts_et_al_1991,1,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,Physadesmia_globosa,Physadesmia,globosa,Physadesmia_globosa,Terrestrial,Terrestrial,Terrestrial,1
Pica,nuttalli,33.5,UTNZ,,,,,25,,42.87,-112.26,,Hayworth_&_Weathers_1984,1,13.5,LTNZ,,,,,25,,42.87,-112.26,,Hayworth_&_Weathers_1984,1,Chordata,Aves,Passeriformes,Corvidae,1,Pica_nuttalli,Pica,nuttalli,Pica_nuttalli,Terrestrial,Terrestrial,Terrestrial,1
Pica,pica,32.5,UTNZ,,,,,25,,42.87,-112.26,,Hayworth_&_Weathers_1984,1,21,LTNZ,,,,,25,,42.87,-112.26,,Hayworth_&_Weathers_1984,1,Chordata,Aves,Passeriformes,Corvidae,1,Pica_pica,Pica,pica,Pica_pica,Terrestrial,Terrestrial,Terrestrial,1
Pimephales,notatus,37.9,ctmax,,,,,F,,39.3,-84.6,191,Hockett_&_Mundahl_1989,1,6.4,ctmin,,,,,22,0.5,39.3,-84.6,191,Hockett_&_Mundahl_1989,1,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Pimephales_notatus,Pimephales,notatus,Pimephales_notatus,Freshwater,Freshwater,Terrestrial,1
Pimephales,promelas,36.5,ctmax,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Pimephales_promelas,Pimephales,promelas,Pimephales_promelas,Freshwater,Freshwater,Terrestrial,1
Pimephales,vigilax,39.3,ctmax,,,,,30,0.33,32,-97,200,Rutledge_&_Beitinger_1989,1,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Pimephales_vigilax,Pimephales,vigilax,Pimephales_vigilax,Freshwater,Freshwater,Terrestrial,1
Pinoyscincus,abdictus,36.9,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Pinoyscincus_abdictus,Pinoyscincus,abdictus,Pinoyscincus_abdictus,Terrestrial,Terrestrial,Terrestrial,1
Pinoyscincus,jagori,37,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Pinoyscincus_jagori,Pinoyscincus,jagori,Pinoyscincus_jagori,Terrestrial,Terrestrial,Terrestrial,1
Pinus,contorta,,,,,,,,,,,,,,-18,LT50,,,,,F,0.0835,-43.12,171.7,1400,Cieraad_et_al_2012,1,Streptophyta,Spermatophyta,Pinales,Pinaceae,,Pinus_contorta,Pinus,contorta,Pinus_contorta,Terrestrial,Terrestrial,Terrestrial,1
Pinus,halepensis,47.9,ctmax,,,,,30,1,42.49,2.25,770,Froux_et_al_2004,,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Pinales,Pinaceae,,Pinus_halepensis,Pinus,halepensis,Pinus_halepensis,Terrestrial,Terrestrial,Terrestrial,1
Pinus,nigra,47.2,ctmax,,,,,30,1,42.49,2.25,770,Froux_et_al_2004,,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Pinales,Pinaceae,,Pinus_nigra,Pinus,nigra,Pinus_nigra,Terrestrial,Terrestrial,Terrestrial,1
Pinus,pinaster,43.5,ct50,,,,,,0.5,40.3,-3.7,600,Godoy_et_al_2011,,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Pinales,Pinaceae,,Pinus_pinaster,Pinus,pinaster,Pinus_pinaster,Terrestrial,Terrestrial,Terrestrial,1
Pipra,mentalis,,,,,,,,,,,,,,27,LTNZ,,,,,F,,9.15,-79.85,,Bartholomew_et_al_1983,1,Chordata,Aves,Passeriformes,Pipridae,,Pipra_mentalis,Pipra,mentalis,Pipra_mentalis,Terrestrial,Terrestrial,Terrestrial,1
Pistacia,terebinthus,43.2,ct50,,,,,,0.5,40.3,-3.7,600,Godoy_et_al_2011,,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Sapindales,Anacardiaceae,,Pistacia_terebinthus,Pistacia,terebinthus,Pistacia_terebinthus,Terrestrial,Terrestrial,Terrestrial,1
Pitohui,nigrescens,30,UTNZ,,,,,,,-5.96,143.07,2100,McNab_2013,1,13,LTNZ,,,,,,,-5.96,143.07,2100,McNab_2013,1,Chordata,Aves,Passeriformes,Pachycephalidae,2,Pitohui_nigrescens,Pitohui ,nigrescens,Pitohui_nigrescens,Terrestrial,Terrestrial,Terrestrial,1
Pitta,versicolor,,,,,,,,,,,,,,20,LTNZ,,,,,,,-5.22,145.79,,McNab_2013,2,Chordata,Aves,Passeriformes,Pittidae,,Pitta_versicolor,Pitta,versicolor,Pitta_versicolor,Terrestrial,Terrestrial,Terrestrial,1
Pittosporum,eugenioides,,,,,,,,,,,,,,-7.8,LT50,,,,,F,,-45.9,170.5,70,Bannister_&_Lord_2010,1,Streptophyta,Spermatophyta,Apiales,Pittosporaceae,,Pittosporum_eugenioides,Pittosporum,eugenioides,Pittosporum_eugenioides,Terrestrial,Terrestrial,Terrestrial,1
Pittosporum,tenuifolium,,,,,,,,,,,,,,-11.9,LT50,,,,,F,,-45.9,170.5,70,Bannister_&_Lord_2010,1,Streptophyta,Spermatophyta,Apiales,Pittosporaceae,,Pittosporum_tenuifolium,Pittosporum,tenuifolium,Pittosporum_tenuifolium,Terrestrial,Terrestrial,Terrestrial,1
Pituophis,catenifer,40.5,ctmax,,,,,,,33.57,-104.38,1076,Brattstrom_1965,3,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Colubridae,,Pituophis_catenifer,Pituophis,catenifer,Pituophis_catenifer,Terrestrial,Terrestrial,Terrestrial,1
Plagiolepis,pygmaea,48,ctmax,,,,,20,0.2,41.3,2.09,50,Cerda_et_al_1998,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Plagiolepis_pygmaea,Plagiolepis,pygmaea,Plagiolepis_pygmaea,Terrestrial,Terrestrial,Terrestrial,1
Plagiomnium,acutum,44.1,LT50,,,,,,,28.25,109.67,325,Liu_et_al_2003,1,,,,,,,,,,,,,,Streptophyta,Bryopsida,Bryales,Mniaceae,,Plagiomnium_acutum,Plagiomnium,acutum,Plagiomnium_acutum,Terrestrial,Terrestrial,Terrestrial,1
Plagiomnium,affine,,,,,,,,,,,,,,-24.8,LT50,,,,,,,51,6.8,50,Rütten_&_Santarius_1992,1,Streptophyta,Bryopsida,Bryales,Mniaceae,,Plagiomnium_affine,Plagiomnium,affine,Plagiomnium_affine,Terrestrial,Terrestrial,Terrestrial,1
Plagiomnium,undulatum,,,,,,,,,,,,,,-26,LT50,,,,,,,51,6.8,50,Rütten_&_Santarius_1992,1,Streptophyta,Bryopsida,Bryales,Mniaceae,,Plagiomnium_undulatum,Plagiomnium,undulatum,Plagiomnium_undulatum,Terrestrial,Terrestrial,Terrestrial,1
Plagiotremus,azaleus,35.3,ctmax,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,13.4,ctmin,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Blenniidae,,Plagiotremus_azaleus,Plagiotremus,azaleus,Plagiotremus_azaleus,Marine,Marine,Marine,1
Planigale,gilesi,,,,,,,,,,,,,,28,LTNZ,,,,,,,-28.4,137.7,,Geiser_&_Baudinette_1988,1,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,,Planigale_gilesi,Planigale,gilesi,Planigale_gilesi,Terrestrial,Terrestrial,Terrestrial,1
Planostibes,sp.1,,,,,,,,,,,,,,-6.9,LT50,,,,,6,0.1,-32.4,20.5,1550,Sinclair_&_Chown_2005,1,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,Planostibes_sp.1,Planostibes,sp,Planostibes_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Platymantis,banahao,33.8,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ceratobatrachidae,,Platymantis_banahao,Platymantis,banahao,Platymantis_banahao,Terrestrial,Terrestrial,Terrestrial,1
Platymantis,corrugatus,33.7,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ceratobatrachidae,,Platymantis_corrugatus,Platymantis,corrugatus,Platymantis_corrugatus,Terrestrial,Terrestrial,Terrestrial,1
Platymantis,dorsalis,32.9,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ceratobatrachidae,,Platymantis_dorsalis,Platymantis,dorsalis,Platymantis_dorsalis,Terrestrial,Terrestrial,Terrestrial,1
Platymantis,luzonensis,34.7,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ceratobatrachidae,,Platymantis_luzonensis,Platymantis,luzonensis,Platymantis_luzonensis,Terrestrial,Terrestrial,Terrestrial,1
Platyrrhinus,lineatus,,,,,,,,,,,,,,30,LTNZ,,,,,,,-41.02,-62.48,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,,Platyrrhinus_lineatus,Platyrrhinus,lineatus,Platyrrhinus_lineatus,Terrestrial,Terrestrial,Terrestrial,1
Platysaurus,intermedius,44.8,ctmax,,,,,25,1,-24.58,31.18,559,Lailvaux_et_al_2003,1,8.8,ctmin,,,,,29,1,-24.58,31.18,559,Lailvaux_et_al_2003,1,Chordata,Lepidosauria,Squamata,Cordylidae,,Platysaurus_intermedius,Platysaurus,intermedius,Platysaurus_intermedius,Terrestrial,Terrestrial,Terrestrial,1
Plectrophenax,nivalis,,,,,,,,,,,,,,9,LTNZ,,,,,,,61.18,-149.79,,Scholander_et_al_1950,1,Chordata,Aves,Passeriformes,Fringillidae,,Plectrophenax_nivalis,Plectrophenax,nivalis,Plectrophenax_nivalis,Terrestrial,Terrestrial,Terrestrial,1
Pleonosporium,borreri,27,LT0,3,30,LT100,3,,,48.7262,-3.985322,0,Biebl_1958,1,3,LT0,5,-8,LT100,6,,,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Pleonosporium_borreri,Pleonosporium,borreri,Pleonosporium_borreri,Marine,Marine,Marine,1
Plestiodon,chinensis,42.3,ctmax,,,,,28,0.25,30.21,120.1,140,Ji_1995,1,6.3,ctmin,,,,,28,0.25,30.21,120.1,140,Ji_1995,1,Chordata,Lepidosauria,Squamata,Scincidae,,Plestiodon_chinensis,Plestiodon,chinensis,Plestiodon_chinensis,Terrestrial,Terrestrial,Terrestrial,1
Plestiodon,elegans,41.9,ctmax,,,,,28,0.25,30.27,120.15,15,Du_et_al_2000,1,9.3,ctmin,,,,,28,0.25,30.27,120.15,15,Du_et_al_2000,1,Chordata,Lepidosauria,Squamata,Scincidae,,Plestiodon_elegans,Plestiodon,elegans,Plestiodon_elegans,Terrestrial,Terrestrial,Terrestrial,1
Plestiodon,gilberti,42.3,ctmax,,,,,20,1,38.42,-120.82,300,Youssef_et_al_2008,1,7.7,ctmin,,,,,20,1,38.42,-120.82,300,Youssef_et_al_2008,1,Chordata,Lepidosauria,Squamata,Scincidae,,Plestiodon_gilberti,Plestiodon,gilberti,Plestiodon_gilberti,Terrestrial,Terrestrial,Terrestrial,1
Plestiodon,obsoletus,42,ctmax,,,,,,,29.97,-101.16,464,Dawson_1960,3,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Plestiodon_obsoletus,Plestiodon,obsoletus,Plestiodon_obsoletus,Terrestrial,Terrestrial,Terrestrial,1
Plestiodon,skiltonianus,41.3,ctmax,,,,,13.5,,45.67,-118.79,328,Brattstrom_1965,3,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Plestiodon_skiltonianus,Plestiodon,skiltonianus,Plestiodon_skiltonianus,Terrestrial,Terrestrial,Terrestrial,1
Plethodon,glutinosus,34.3,ctmax,,,,,25,1,40.78,75.28,1100,Elwood_2003,1,,,,,,,,,,,,,,Chordata,Amphibia,Caudata,Plethodontidae,,Plethodon_glutinosus,Plethodon,glutinosus,Plethodon_glutinosus,Terrestrial,Terrestrial,Terrestrial,1
Pleurophycus,gardneri,15,LT0,3,18,LT100,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,,Pleurophycus_gardneri,Pleurophycus,gardneri,Pleurophycus_gardneri,Intertidal,Marine,Marine,1
Plocamium,cartilagineum,23,LT0,2,25,LT100,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,1.5,LT0,1.5,0,LT100,,,,48.536683,,,Lüning_&_Freshwater_1988,1,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,,Plocamium_cartilagineum,Plocamium,cartilagineum,Plocamium_cartilagineum,Marine,Marine,Marine,1
Plumaria,plumosa,23,LT0,2,25,LT100,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Plumaria_plumosa,Plumaria,plumosa,Plumaria_plumosa,Intertidal,Marine,Marine,1
Poa,colensoi,,,,,,,,,,,,,,-14.4,LT50,,,,,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Poales,Poaceae,,Poa_colensoi,Poa,colensoi,Poa_colensoi,Terrestrial,Terrestrial,Terrestrial,1
Poa,pygmaea,,,,,,,,,,,,,,-13,LT50,,,,,F,0.083,-44.9,169.1,1520,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Poales,Poaceae,,Poa_pygmaea,Poa,pygmaea,Poa_pygmaea,Terrestrial,Terrestrial,Terrestrial,1
